ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle,
301.5643766,44.4568459,0.0341,0.0284,0.0011,10.426,0.015,70.2,1.412e+00,10.421,0.018,62.0,6.558e-01,1,0,0000,AA,10,57157.37345163,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.162464,192.237070,
301.5643475,44.4568565,0.0376,0.0318,-0.0084,10.423,0.020,54.9,1.279e+00,10.437,0.020,55.5,7.542e-01,1,0,0000,AA,10,57692.23290431,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.162697,222.162084,
301.5643779,44.4568454,0.0358,0.0328,-0.0062,10.449,0.017,62.9,1.725e+00,10.439,0.018,59.7,8.889e-01,1,0,0000,AA,10,57157.30774528,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.163537,190.959583,
301.5643765,44.4568455,0.0346,0.0291,-0.0095,10.402,0.017,64.6,8.838e-01,10.413,0.017,63.3,7.056e-01,1,0,0000,AA,10,57521.32040616,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.163912,192.218160,
301.5643516,44.4568536,0.0316,0.0294,-0.0089,10.409,0.015,72.1,1.427e+00,10.441,0.017,62.7,6.045e-01,1,0,0000,AA,10,56792.36712032,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.164027,216.979629,
301.5644024,44.4568453,0.0343,0.0282,0.0019,10.417,0.015,73.6,8.181e-01,10.425,0.019,58.6,8.244e-01,1,0,0000,AA,10,56792.23558027,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.164056,168.799986,
301.5643644,44.4568482,0.0327,0.0296,-0.0045,10.409,0.015,71.6,8.932e-01,10.411,0.018,59.3,9.844e-01,1,0,g000,AA,10,56792.76198772,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.164228,203.612373,
301.5643835,44.4568445,0.0351,0.0293,-0.0022,10.424,0.017,64.9,1.912e+00,10.471,0.018,60.2,1.285e+00,1,0,0000,AA,10,57693.21544424,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.164659,185.822231,
301.5643661,44.4568475,0.0356,0.0301,-0.0125,10.410,0.017,65.3,1.725e+00,10.376,0.023,47.9,1.061e+00,1,0,0000,AA,10,56973.70829978,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.164860,201.870292,
301.5643709,44.4568462,0.0378,0.0359,0.0020,10.470,0.019,56.2,1.776e+00,10.443,0.020,55.5,1.241e+00,1,0,0000,AA,10,56793.48577612,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.165146,197.289246,
301.5643663,44.4568470,0.0329,0.0354,-0.0121,10.460,0.021,52.6,2.094e+00,10.451,0.021,51.9,9.161e-01,1,0,0000,AA,10,57693.01896111,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.166343,201.475072,
301.5643956,44.4568439,0.0345,0.0331,-0.0155,10.453,0.017,63.1,2.016e+00,10.479,0.020,53.8,1.390e+00,1,0,gg00,AA,10,57886.42283529,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.166570,175.044492,
301.5643586,44.4568494,0.0363,0.0316,-0.0055,10.416,0.019,57.4,1.932e+00,10.448,0.019,56.3,1.341e+00,1,0,0000,AA,10,57158.22661597,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.166938,208.900250,
301.5643566,44.4568496,0.0357,0.0329,-0.0087,10.444,0.019,57.9,1.671e+00,10.439,0.018,60.3,1.257e+00,1,0,0000,AA,10,57521.12392363,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.168879,210.545015,
301.5643547,44.4568504,0.0394,0.0363,0.0099,10.401,0.020,54.3,4.156e+00,10.426,0.021,51.0,1.398e+00,1,0,0000,AA,10,58052.70354560,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.168963,212.467454,
301.5643586,44.4568487,0.0353,0.0312,-0.0050,10.422,0.018,61.1,4.808e+00,10.431,0.017,63.7,1.488e+00,1,0,0000,AA,10,56974.29991270,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.169159,208.487747,
301.5643603,44.4568479,0.0373,0.0315,-0.0074,10.408,0.018,61.2,9.365e-01,10.433,0.023,47.7,8.376e-01,1,0,gg00,AA,10,57157.89846631,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.169689,206.727277,
301.5643872,44.4568424,0.0434,0.0365,0.0085,10.421,0.021,52.7,1.013e+00,10.509,0.023,47.8,1.044e+00,1,0,0000,AA,10,57334.09367488,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.171516,182.404263,
301.5643414,44.4568573,0.0335,0.0334,-0.0042,10.409,0.018,58.8,2.544e+00,10.452,0.020,54.4,1.597e+00,1,0,0000,AA,10,57157.50473699,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.171626,226.691119,
301.5643396,44.4568583,0.0359,0.0305,-0.0051,10.420,0.016,68.9,1.631e+00,10.451,0.018,58.9,5.161e-01,1,0,0000,AA,5,58417.82405446,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.172614,228.614092,
301.5643560,44.4568484,0.0400,0.0391,0.0123,10.418,0.021,52.3,1.835e+00,10.413,0.022,49.4,1.179e+00,1,0,0000,AA,10,58056.04222044,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.173379,210.258279,
301.5643384,44.4568588,0.0353,0.0306,-0.0023,10.403,0.018,61.8,3.454e+00,10.428,0.019,56.3,1.401e+00,1,0,gg00,AA,5,58253.91517340,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.173760,229.731616,
301.5643416,44.4568562,0.0326,0.0294,-0.0136,10.431,0.017,64.5,1.185e+00,10.428,0.019,58.4,2.011e+00,1,0,0000,AA,10,56973.57675961,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.174004,225.626080,
301.5643875,44.4568416,0.0320,0.0338,0.0077,10.424,0.018,61.1,4.035e+00,10.450,0.018,60.3,1.066e+00,1,0,0000,AA,10,56793.22256892,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.174357,182.111465,
301.5643656,44.4568445,0.0380,0.0317,-0.0059,10.408,0.018,60.6,1.542e+00,10.425,0.020,54.9,1.280e+00,1,0,0000,AA,10,57522.23774962,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.175383,200.945515,
301.5643794,44.4568416,0.0346,0.0348,-0.0108,10.414,0.018,59.9,1.366e+00,10.445,0.019,56.3,1.645e+00,1,0,0000,AA,10,58253.52246255,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.176350,188.884760,
301.5643523,44.4568489,0.0339,0.0308,-0.0018,10.413,0.017,64.1,2.223e+00,10.422,0.019,58.7,9.399e-01,1,0,0000,AA,10,57157.17658733,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.176858,213.214007,
301.5643424,44.4568544,0.0357,0.0307,-0.0113,10.426,0.016,67.5,9.585e-01,10.427,0.019,57.8,1.129e+00,1,0,0000,AA,10,57520.86173464,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.177152,223.662749,
301.5643740,44.4568420,0.0342,0.0311,-0.0119,10.440,0.016,66.0,2.229e+00,10.438,0.020,54.5,1.121e+00,1,0,0000,AA,10,57886.94657667,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.177631,193.383325,
301.5643415,44.4568548,0.0337,0.0319,0.0078,10.403,0.017,63.8,4.260e+00,10.469,0.018,60.4,2.129e+00,1,0,0000,AA,10,58252.73729297,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.177737,224.522599,
301.5643620,44.4568447,0.0346,0.0342,-0.0030,10.415,0.017,63.5,2.190e+00,10.444,0.023,46.5,1.305e+00,1,0,0000,AA,10,58416.77708236,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.178241,203.806469,
301.5643549,44.4568468,0.0358,0.0324,-0.0115,10.427,0.016,68.4,3.355e+00,10.443,0.021,52.6,1.292e+00,1,0,0000,AA,5,58053.81647948,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.179772,210.111367,
301.5643946,44.4568401,0.0327,0.0343,-0.0037,10.383,0.019,58.1,2.910e+00,10.427,0.017,63.4,1.750e+00,1,0,0000,AA,10,56792.89352758,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.180034,176.235411,
301.5643424,44.4568533,0.0366,0.0318,-0.0056,10.413,0.017,63.8,1.024e+00,10.435,0.021,52.8,1.516e+00,1,0,0000,AA,10,57332.91312280,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.180034,222.792664,
301.5643864,44.4568400,0.0369,0.0349,-0.0157,10.399,0.018,61.4,1.289e+00,10.427,0.019,55.9,5.369e-01,1,0,0000,AA,10,56973.83971255,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.180244,182.941958,
301.5643536,44.4568471,0.0361,0.0363,-0.0085,10.402,0.019,57.8,1.183e+00,10.406,0.020,53.0,7.386e-01,1,0,0000,AA,10,58055.84586529,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.180558,211.200356,
301.5643608,44.4568443,0.0315,0.0302,-0.0108,10.430,0.016,70.0,1.939e+00,10.456,0.017,62.3,1.162e+00,1,0,0000,AA,10,56793.28840259,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.180820,204.516229,
301.5643844,44.4568398,0.0329,0.0320,-0.0111,10.416,0.016,66.2,1.471e+00,10.449,0.020,55.6,8.616e-01,1,0,0000,AA,10,56793.02519486,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.181289,184.552552,
301.5643556,44.4568460,0.0323,0.0314,-0.0061,10.424,0.016,68.3,4.908e-01,10.439,0.019,57.3,1.013e+00,1,0,0000,AA,10,56974.76011706,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.181394,209.163475,
301.5643539,44.4568467,0.0341,0.0299,-0.0051,10.420,0.015,70.1,1.320e+00,10.436,0.018,61.1,5.885e-01,1,0,0000,AA,10,57693.41192731,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.181394,210.756451,
301.5643679,44.4568421,0.0388,0.0353,-0.0073,10.414,0.020,55.7,1.174e+00,10.422,0.019,55.9,9.709e-01,1,0,0000,AA,10,57522.63084194,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.181550,198.227825,
301.5643325,44.4568607,0.0327,0.0284,-0.0073,10.427,0.016,66.2,2.753e+00,10.422,0.018,60.4,1.290e+00,1,0,gg00,AA,10,57158.42348032,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.181550,234.477019,
301.5643445,44.4568513,0.0341,0.0363,-0.0134,10.437,0.018,59.0,8.961e+00,10.468,0.020,53.9,1.518e+00,1,0,0000,AA,5,58053.22728667,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.181888,220.003262,
301.5643365,44.4568568,0.0329,0.0293,-0.0042,10.400,0.017,65.5,2.531e+00,10.412,0.018,58.7,9.952e-01,1,0,0000,AA,10,56975.22031681,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.182173,228.996217,
301.5643558,44.4568456,0.0338,0.0321,-0.0084,10.403,0.016,67.1,7.695e-01,10.414,0.018,59.1,9.634e-01,1,0,0000,AA,10,56792.95936125,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.182406,208.802090,
301.5643611,44.4568436,0.0348,0.0303,-0.0096,10.399,0.016,67.4,1.942e+00,10.448,0.018,59.7,8.774e-01,1,0,0000,AA,10,58053.88193123,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.182794,203.968644,
301.5643408,44.4568531,0.0321,0.0293,-0.0073,10.404,0.015,71.8,1.659e+00,10.433,0.018,61.3,8.094e-01,1,0,0000,AA,10,57693.28089617,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.183388,223.582484,
301.5643687,44.4568413,0.0334,0.0298,0.0074,10.414,0.016,68.1,3.830e+00,10.473,0.019,57.9,1.370e+00,1,0,0000,AA,10,57885.17887116,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.183671,197.337653,
301.5643595,44.4568435,0.0369,0.0309,-0.0114,10.418,0.017,62.7,1.717e+00,10.424,0.018,60.6,7.510e-01,1,0,0000,AA,10,57692.62587075,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.184850,205.087919,
301.5643371,44.4568550,0.0315,0.0304,-0.0081,10.428,0.016,66.5,1.974e+00,10.421,0.018,60.4,1.411e+00,1,0,0000,AA,10,58053.94738297,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.185335,227.171502,
301.5643192,44.4568800,0.0421,0.0396,-0.0120,10.401,0.021,50.8,6.116e+00,10.605,0.024,45.5,2.903e+00,1,0,0000,AA,5,57521.91010837,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.185462,258.806888,
301.5644121,44.4568405,0.0384,0.0340,-0.0107,10.414,0.021,51.8,3.908e+00,10.433,0.020,54.0,1.880e+00,1,0,0000,AA,10,58052.70367293,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.187035,162.324129,
301.5643350,44.4568559,0.0330,0.0325,0.0056,10.417,0.016,69.7,5.121e+00,10.376,0.023,47.5,7.014e-01,1,0,g000,AA,5,58416.84253405,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.187211,229.021863,
301.5643442,44.4568486,0.0342,0.0311,0.0028,10.412,0.016,66.0,9.766e-01,10.370,0.023,46.9,5.186e-01,1,0,0000,AA,10,57692.88793333,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.189892,218.295990,
301.5643559,44.4568431,0.0325,0.0292,0.0080,10.421,0.015,70.7,1.333e+00,10.437,0.018,58.9,1.302e+00,1,0,0000,AA,10,58053.48922093,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.190215,207.428099,
301.5643622,44.4568409,0.0405,0.0322,-0.0107,10.417,0.019,56.2,1.849e+00,10.416,0.023,47.9,1.444e+00,1,0,0000,AA,10,57691.90538978,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.190637,202.005365,
301.5643707,44.4568388,0.0321,0.0284,-0.0087,10.426,0.015,70.9,3.870e+00,10.435,0.019,57.6,1.565e+00,1,0,0000,AA,10,56974.03695914,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.190884,195.059415,
301.5643520,44.4568443,0.0342,0.0303,0.0069,10.426,0.017,64.8,1.254e+00,10.474,0.021,52.9,1.987e+00,1,0,0000,AA,10,58416.97343738,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.191304,210.689710,
301.5643719,44.4568384,0.0358,0.0298,-0.0090,10.449,0.016,67.8,1.453e+00,10.443,0.018,61.6,7.208e-01,1,0,0000,AA,10,58417.36602010,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.191502,194.056502,
301.5643762,44.4568376,0.0349,0.0328,-0.0025,10.406,0.018,59.1,2.630e+00,10.430,0.022,50.3,9.464e-01,1,0,0000,AA,10,57692.69145010,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.191945,190.646208,
301.5643287,44.4568590,0.0332,0.0281,-0.0096,10.413,0.015,71.8,1.198e+00,10.449,0.018,61.6,5.817e-01,1,0,0000,AA,10,57156.78273122,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.193050,234.682554,
301.5643512,44.4568439,0.0325,0.0304,-0.0093,10.401,0.016,68.0,1.109e+00,10.411,0.018,60.2,6.045e-01,1,0,0000,AA,10,57333.83123089,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.193611,210.995364,
301.5643468,44.4568459,0.0353,0.0334,0.0067,10.418,0.018,62.0,2.051e+00,10.428,0.021,50.7,9.581e-01,1,0,0000,AA,10,58253.39168642,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.193709,214.961684,
301.5643619,44.4568400,0.0349,0.0322,0.0043,10.419,0.015,70.9,5.420e+00,10.435,0.020,53.9,1.365e+00,1,0,0000,AA,5,58417.30056841,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.193953,201.857863,
301.5643528,44.4568430,0.0341,0.0308,-0.0032,10.424,0.015,71.6,4.541e+00,10.464,0.019,55.9,1.595e+00,1,0,0000,AA,5,58252.99897247,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.194342,209.464186,
301.5643522,44.4568431,0.0353,0.0312,-0.0091,10.427,0.015,71.3,8.296e-01,10.453,0.022,49.1,1.191e+00,1,0,0000,AA,10,57157.63589493,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.194779,209.911129,
301.5643526,44.4568426,0.0371,0.0337,-0.0111,10.408,0.019,57.8,1.749e+00,10.479,0.021,52.1,2.509e+00,1,0,0000,AA,10,56793.48590344,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.195843,209.387870,
301.5643599,44.4568400,0.0330,0.0310,-0.0105,10.430,0.017,65.7,1.434e+00,10.456,0.019,56.4,1.058e+00,1,0,g000,AA,10,57332.78196449,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.195915,203.252932,
301.5643369,44.4568507,0.0336,0.0316,-0.0070,10.409,0.017,65.0,1.486e+00,10.458,0.020,55.4,1.580e+00,1,0,0000,AA,10,56793.15686272,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.196565,223.962302,
301.5643402,44.4568485,0.0325,0.0291,-0.0028,10.409,0.014,75.9,3.162e+01,10.521,0.018,59.7,1.144e+01,1,0,0000,AA,0,56792.69615405,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.196709,220.581178,
301.5643645,44.4568384,0.0332,0.0312,-0.0010,10.388,0.016,67.8,2.902e+00,10.470,0.020,55.2,1.908e+00,1,0,0000,AA,5,57886.09544953,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.196973,199.429747,
301.5643544,44.4568414,0.0331,0.0278,-0.0053,10.421,0.016,67.1,2.414e+00,10.426,0.018,61.7,1.354e+00,1,0,g000,AA,10,58052.96547983,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.197429,207.602816,
301.5643671,44.4568376,0.0334,0.0302,0.0027,10.406,0.015,70.5,2.330e+00,10.457,0.019,56.7,1.461e+00,1,0,gg00,AA,10,57521.84465668,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.197596,197.324656,
301.5643459,44.4568449,0.0343,0.0326,-0.0068,10.407,0.017,63.7,8.554e+00,10.457,0.021,52.7,2.469e+00,1,0,0000,AA,5,58252.67184132,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.198002,214.913181,
301.5643828,44.4568352,0.0342,0.0314,0.0020,10.446,0.020,55.3,3.111e+00,10.450,0.019,58.0,1.502e+00,1,0,0000,AA,10,58056.69699222,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.198145,185.357591,
301.5643612,44.4568386,0.0378,0.0324,-0.0123,10.408,0.018,60.2,1.174e+00,10.456,0.019,57.2,9.490e-01,1,0,0000,AA,10,57885.50612961,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.199286,201.798349,
301.5643837,44.4568348,0.0368,0.0355,-0.0151,10.421,0.018,61.4,1.971e+00,10.466,0.020,54.5,1.394e+00,1,0,0000,AA,10,57886.16090124,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.199381,184.657249,
301.5643822,44.4568349,0.0364,0.0330,-0.0071,10.439,0.015,71.0,1.764e+00,10.466,0.024,44.5,1.065e+00,1,0,0000,AA,10,57157.43903062,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.199381,185.769756,
301.5643607,44.4568387,0.0363,0.0302,-0.0065,10.431,0.016,69.1,1.728e+00,10.432,0.019,56.1,1.279e+00,1,0,0000,AA,10,58057.08970247,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.199428,202.179472,
301.5643566,44.4568399,0.0357,0.0299,-0.0071,10.401,0.015,71.5,1.861e+00,10.467,0.020,55.3,1.181e+00,1,0,g000,AA,10,57885.30977453,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.199736,205.447544,
301.5643438,44.4568452,0.0367,0.0323,-0.0119,10.414,0.017,64.1,3.143e+00,10.450,0.023,46.9,1.150e+00,1,0,0000,AA,5,58053.03093157,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.200255,216.356186,
301.5643486,44.4568425,0.0323,0.0291,0.0066,10.398,0.016,67.0,1.495e+00,10.431,0.018,61.3,1.141e+00,1,0,0000,AA,10,57334.42157054,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.201384,211.886328,
301.5643283,44.4568555,0.0324,0.0295,0.0019,10.414,0.016,66.7,6.058e+00,10.487,0.017,62.5,2.104e+00,1,0,gg00,AA,0,58253.19533125,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.201408,231.925685,
