ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle,
301.5643612,44.4568379,0.0377,0.0311,-0.0059,10.456,0.017,65.1,2.053e+00,10.455,0.022,49.4,1.065e+00,1,0,0000,AA,10,57885.63716029,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.201642,201.532437,
301.5643454,44.4568439,0.0355,0.0342,-0.0130,10.428,0.019,55.9,1.953e+00,10.453,0.018,61.3,1.064e+00,1,0,0000,AA,10,58416.90798569,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.201689,214.627152,
301.5643398,44.4568468,0.0333,0.0305,-0.0079,10.426,0.016,66.0,2.061e+00,10.460,0.017,63.4,1.290e+00,1,0,0000,AA,10,58056.63141316,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.202063,219.673563,
301.5643454,44.4568437,0.0351,0.0323,-0.0095,10.422,0.016,67.4,1.704e+00,10.446,0.021,52.9,1.071e+00,1,0,g000,AA,10,57885.70261200,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.202274,214.511265,
301.5643620,44.4568369,0.0344,0.0325,0.0094,10.388,0.018,59.3,2.002e+00,10.444,0.020,54.5,7.245e-01,1,0,0000,AA,10,57334.15925402,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.204249,200.625348,
301.5643658,44.4568356,0.0347,0.0302,0.0054,10.402,0.015,70.2,1.438e+00,10.455,0.019,57.3,1.205e+00,1,0,0000,AA,10,56975.08890389,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.205471,197.616017,
301.5643395,44.4568456,0.0365,0.0302,-0.0116,10.438,0.017,63.7,1.069e+00,10.447,0.019,57.5,7.344e-01,1,0,0000,AA,10,57885.04784052,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.205884,219.071159,
301.5643508,44.4568401,0.0371,0.0303,-0.0081,10.417,0.016,67.7,1.918e+00,10.428,0.021,52.4,1.488e+00,1,0,0000,AA,10,58417.69315109,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.205953,209.280381,
301.5643777,44.4568333,0.0328,0.0292,0.0023,10.428,0.016,69.4,1.079e+00,10.422,0.018,61.1,1.157e+00,1,0,0000,AA,10,56792.10391289,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.206549,188.801825,
301.5643250,44.4568562,0.0373,0.0293,-0.0056,10.440,0.016,69.3,2.385e+00,10.461,0.019,58.2,6.890e-01,1,0,0000,AA,10,57891.98852174,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.206640,233.926011,
301.5643765,44.4568332,0.0377,0.0345,0.0105,10.430,0.019,57.1,4.771e+00,10.443,0.019,57.1,2.539e+00,1,0,0000,AA,10,57692.36380823,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.207393,189.628444,
301.5643329,44.4568490,0.0354,0.0319,-0.0069,10.417,0.018,61.2,1.486e+00,10.434,0.020,53.0,1.206e+00,1,0,gg00,AA,10,57886.35738363,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.208121,224.829525,
301.5643458,44.4568413,0.0322,0.0293,-0.0077,10.414,0.016,68.0,2.675e+00,10.437,0.019,56.8,1.087e+00,1,0,gg00,AA,10,57158.09533071,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.208891,212.936113,
301.5643346,44.4568474,0.0385,0.0333,-0.0152,10.417,0.018,59.5,1.659e+00,10.446,0.021,52.1,1.391e+00,1,0,0000,AA,10,57692.29835624,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.209252,222.868920,
301.5643712,44.4568333,0.0332,0.0320,-0.0084,10.416,0.016,65.8,1.456e+00,10.423,0.018,59.4,1.061e+00,1,0,0000,AA,10,57885.44067789,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.209748,193.315044,
301.5643253,44.4568540,0.0313,0.0292,0.0100,10.413,0.016,68.8,6.377e+00,10.429,0.018,61.9,2.899e+00,1,0,0000,AA,5,58417.56237507,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.210804,232.062390,
301.5643258,44.4568534,0.0352,0.0364,-0.0086,10.421,0.018,59.4,1.712e+00,10.453,0.021,52.7,1.552e+00,1,0,0000,AA,10,57333.76565171,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.211117,231.385705,
301.5643298,44.4568499,0.0329,0.0284,-0.0075,10.395,0.014,76.9,1.601e+00,10.422,0.019,56.4,3.672e-01,1,0,gg00,AA,10,56792.49878765,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.211587,226.978375,
301.5643492,44.4568386,0.0344,0.0313,-0.0110,10.415,0.019,58.2,1.326e+00,10.456,0.018,61.8,1.706e+00,1,0,0000,AA,10,58052.90002812,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.212678,209.534977,
301.5643443,44.4568407,0.0323,0.0283,-0.0045,10.415,0.015,70.5,1.549e+00,10.410,0.018,60.7,4.214e-01,1,0,0000,AA,10,57157.96404530,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.212811,213.490877,
301.5643783,44.4568312,0.0374,0.0370,0.0119,10.434,0.020,53.2,2.707e+00,10.388,0.020,54.3,1.422e+00,1,0,0000,AA,10,57693.67398964,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.213808,188.083503,
301.5643655,44.4568331,0.0377,0.0308,-0.0077,10.443,0.016,67.8,1.813e+00,10.473,0.019,56.5,1.568e+00,1,0,g000,AA,5,58252.41003456,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.214293,197.084217,
301.5643706,44.4568321,0.0306,0.0272,0.0093,10.411,0.015,73.6,4.083e+00,10.425,0.016,65.8,7.657e-01,1,0,0000,AA,10,56792.56461418,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.214315,193.450157,
301.5643414,44.4568414,0.0353,0.0296,-0.0074,10.409,0.015,71.0,1.722e+00,10.454,0.019,58.4,9.770e-01,1,0,0000,AA,10,58252.54093794,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.214953,215.518425,
301.5643380,44.4568431,0.0356,0.0320,0.0068,10.404,0.017,63.1,1.396e+00,10.401,0.021,52.4,8.077e-01,1,0,0000,AA,10,56974.43145282,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.215327,218.357953,
301.5643249,44.4568521,0.0369,0.0351,0.0070,10.439,0.020,53.7,1.976e+00,10.438,0.020,55.3,1.209e+00,1,0,0000,AA,10,57333.89681002,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.215874,230.798179,
301.5643643,44.4568329,0.0347,0.0308,-0.0068,10.414,0.015,70.7,4.504e+00,10.455,0.021,51.9,2.290e+00,1,0,0000,AA,5,58417.43147175,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.215918,197.810278,
301.5643323,44.4568463,0.0403,0.0338,-0.0060,10.426,0.020,53.7,3.020e+00,10.422,0.021,52.6,1.654e+00,1,0,0000,AA,10,58254.04607684,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.216180,223.302928,
301.5643673,44.4568321,0.0351,0.0300,-0.0064,10.444,0.016,68.9,2.192e+00,10.440,0.019,57.6,1.385e+00,1,0,0000,AA,10,58252.27913119,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.216442,195.633775,
301.5643389,44.4568422,0.0322,0.0296,-0.0065,10.423,0.016,68.9,2.691e+00,10.434,0.018,59.7,1.345e+00,1,0,0000,AA,10,57333.17543943,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.216464,217.345658,
301.5643565,44.4568342,0.0319,0.0289,-0.0018,10.414,0.015,70.7,7.070e-01,10.461,0.017,62.4,1.198e+00,1,0,0000,AA,10,56974.23420571,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.218549,203.196239,
301.5643451,44.4568384,0.0360,0.0304,-0.0055,10.394,0.015,72.2,1.481e+00,10.454,0.019,57.4,8.415e-01,1,0,0000,AA,10,57156.91401662,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.218679,211.844327,
301.5643538,44.4568348,0.0358,0.0321,-0.0061,10.438,0.018,61.0,3.265e+00,10.463,0.019,57.5,2.370e+00,1,0,0000,AA,10,58055.91131694,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.219412,205.084002,
301.5643374,44.4568418,0.0349,0.0326,-0.0108,10.435,0.017,64.7,8.939e-01,10.477,0.020,54.1,1.176e+00,1,0,0000,AA,10,57333.30659770,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.219949,217.916329,
301.5643937,44.4568281,0.0358,0.0310,-0.0030,10.433,0.015,70.7,1.007e+01,10.432,0.020,53.8,2.738e+00,1,0,0000,AA,0,58056.36960631,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.223041,177.556942,
301.5643459,44.4568365,0.0345,0.0296,0.0028,10.413,0.015,70.9,5.420e+00,10.435,0.020,54.5,2.279e+00,1,0,0000,AA,5,58056.95879907,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.223465,210.471145,
301.5643310,44.4568443,0.0359,0.0343,-0.0083,10.421,0.018,61.6,2.028e+00,10.451,0.019,56.3,1.524e+00,1,0,0000,AA,5,57886.55373924,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.223718,222.660823,
301.5643401,44.4568390,0.0363,0.0316,-0.0062,10.403,0.017,62.8,2.017e+00,10.442,0.017,62.1,9.110e-01,1,0,0000,AA,10,58253.65336597,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.223950,214.929800,
301.5643482,44.4568354,0.0385,0.0317,0.0044,10.416,0.018,59.0,1.776e+00,10.435,0.020,55.3,1.914e+00,1,0,0000,AA,10,57521.71362585,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.223992,208.654210,
301.5643651,44.4568302,0.0349,0.0319,-0.0079,10.454,0.017,63.9,2.115e+00,10.443,0.021,52.7,1.282e+00,1,0,gg00,AA,10,58253.26078295,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.224582,196.552409,
301.5643459,44.4568358,0.0355,0.0293,-0.0058,10.427,0.015,72.5,3.209e+00,10.436,0.018,58.7,1.168e+00,1,0,0000,AA,5,57692.95338531,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.225631,210.146650,
301.5643492,44.4568344,0.0339,0.0320,-0.0097,10.436,0.016,67.6,1.030e+00,10.412,0.023,47.6,1.088e+00,1,0,0000,AA,10,58053.55467263,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.225945,207.644640,
301.5643353,44.4568406,0.0346,0.0349,0.0115,10.405,0.019,57.9,8.975e-01,10.432,0.019,58.6,6.176e-01,1,0,0000,AA,10,56974.56287043,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.226676,218.321359,
301.5643367,44.4568396,0.0362,0.0351,0.0050,10.405,0.019,56.7,6.170e+00,10.468,0.019,56.6,2.274e+00,1,0,0000,AA,5,58416.58072730,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.227321,217.047293,
301.5643098,44.4569168,0.0336,0.0328,-0.0121,10.316,0.017,64.7,3.685e+00,10.403,0.018,59.4,2.185e+00,1,0,0000,AA,10,57333.43775601,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.227549,295.087309,
301.5643334,44.4568413,0.0370,0.0317,-0.0109,10.466,0.020,55.2,1.430e+00,10.446,0.019,57.3,1.891e+00,1,0,0000,AA,10,58416.38449960,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.227798,219.677943,
301.5643926,44.4568267,0.0340,0.0318,-0.0092,10.410,0.018,58.9,2.910e+00,10.416,0.018,60.3,1.190e+00,1,0,0000,AA,10,57520.99276547,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.227985,178.320688,
301.5643462,44.4568349,0.0338,0.0323,-0.0055,10.403,0.018,60.0,1.598e+00,10.464,0.019,58.0,1.706e+00,1,0,g000,AA,10,57886.81567329,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.228067,209.570383,
301.5643384,44.4568380,0.0330,0.0304,-0.0118,10.428,0.016,66.7,1.126e+00,10.434,0.019,57.9,1.051e+00,1,0,0000,AA,10,58052.44173872,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.229410,215.309477,
301.5643463,44.4568342,0.0335,0.0310,0.0092,10.425,0.016,69.8,1.835e+00,10.473,0.018,61.3,1.743e+00,1,0,gg00,AA,10,57521.38598521,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.230129,209.205125,
301.5643405,44.4568367,0.0385,0.0333,-0.0091,10.497,0.019,58.5,2.240e+00,10.440,0.019,56.3,6.799e-01,1,0,0000,AA,10,57521.77907758,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.230211,213.539996,
301.5643462,44.4568340,0.0355,0.0303,-0.0071,10.434,0.016,67.9,2.400e+00,10.436,0.019,56.1,1.078e+00,1,0,g000,AA,10,56973.97125272,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.230887,209.173605,
301.5643169,44.4568521,0.0378,0.0315,-0.0098,10.430,0.016,67.9,3.955e+00,10.467,0.020,54.9,1.482e+00,1,0,0000,AA,5,58417.23511672,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.232152,234.006442,
301.5643423,44.4568352,0.0339,0.0325,-0.0040,10.393,0.017,64.7,1.840e+00,10.426,0.019,57.7,7.223e-01,1,0,0000,AA,10,57700.81384698,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.232254,211.852677,
301.5643243,44.4568450,0.0365,0.0309,-0.0114,10.423,0.016,66.2,1.875e+00,10.447,0.020,53.4,1.460e+00,1,0,0000,AA,10,57692.42938752,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.233976,226.181499,
301.5643432,44.4568341,0.0374,0.0335,-0.0106,10.445,0.019,57.8,1.855e+00,10.435,0.020,54.8,1.350e+00,1,0,0000,AA,10,57522.49981116,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.234440,210.861777,
301.5643200,44.4568479,0.0403,0.0339,-0.0109,10.409,0.017,62.2,1.482e+00,10.448,0.024,44.6,1.191e+00,1,0,g000,AA,10,58253.78426993,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.235205,229.882567,
301.5643681,44.4568265,0.0362,0.0378,-0.0105,10.323,0.022,48.5,1.756e+00,10.491,0.021,52.4,7.876e-01,1,0,0000,AA,10,57158.02975167,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.235425,193.829483,
301.5643405,44.4568349,0.0375,0.0363,-0.0108,10.423,0.017,64.4,1.888e+00,10.489,0.022,48.3,1.780e+00,1,0,0000,AA,10,58416.71163063,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.235646,212.669402,
301.5643564,44.4568285,0.0325,0.0290,0.0098,10.408,0.015,71.3,1.168e+00,10.427,0.018,60.7,1.011e+00,1,0,0000,AA,10,56792.82782133,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.237642,201.304130,
301.5642973,44.4568891,0.0380,0.0355,-0.0073,10.446,0.018,59.1,2.510e+00,10.407,0.022,49.8,1.228e+00,1,0,0000,AA,10,57885.96454611,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.238218,269.220749,
301.5643226,44.4568439,0.0407,0.0379,-0.0086,10.494,0.019,57.4,1.565e+01,10.529,0.022,49.8,1.022e+01,1,0,0000,AA,5,58253.45701084,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.239878,226.221447,
301.5643537,44.4568286,0.0333,0.0302,-0.0025,10.457,0.017,62.3,3.111e+00,10.446,0.017,63.1,1.544e+00,1,0,g000,AA,10,56793.35423620,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.239917,202.879236,
301.5643305,44.4568384,0.0308,0.0288,0.0098,10.411,0.016,69.9,2.141e+00,10.425,0.017,65.0,1.403e+00,1,0,0000,AA,10,57334.29041223,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.240585,219.456379,
301.5643708,44.4568239,0.0335,0.0358,-0.0115,10.358,0.020,55.4,9.600e-01,10.432,0.018,60.2,8.867e-01,1,0,0000,AA,10,57333.63449345,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.243027,191.713210,
301.5643253,44.4568407,0.0379,0.0364,-0.0041,10.467,0.019,57.7,8.709e+00,10.483,0.020,54.7,3.872e+00,1,0,0000,AA,5,57886.22635289,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.243183,223.129321,
301.5643425,44.4568308,0.0409,0.0360,-0.0135,10.442,0.021,50.6,2.300e+00,10.413,0.021,50.8,1.199e+00,1,0,0000,AA,10,58056.04234775,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.245598,209.800231,
301.5643679,44.4568232,0.0345,0.0348,-0.0145,10.419,0.018,62.0,4.099e+00,10.452,0.020,54.4,9.963e-01,1,0,0000,AA,10,57521.58246774,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.247094,193.286720,
301.5643352,44.4568329,0.0349,0.0306,-0.0083,10.443,0.016,68.3,1.644e+00,10.445,0.019,57.1,1.124e+00,1,0,0000,AA,10,57885.57170863,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.249169,214.412209,
301.5643507,44.4568265,0.0320,0.0293,-0.0102,10.393,0.016,69.0,8.159e+00,10.436,0.018,59.7,2.698e+00,1,0,0000,AA,5,58416.05724130,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.249907,203.833723,
301.5643565,44.4568244,0.0361,0.0345,0.0073,10.425,0.018,59.9,1.279e+00,10.431,0.019,58.5,1.253e+00,1,0,0000,AA,10,58052.57264211,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.251358,200.027090,
301.5643088,44.4568510,0.0348,0.0341,0.0037,10.389,0.018,59.0,2.902e+00,10.448,0.021,51.3,1.265e+00,1,0,0000,AA,5,58253.32623469,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.251490,236.063725,
301.5643311,44.4568339,0.0356,0.0332,-0.0091,10.431,0.017,62.6,1.715e+00,10.435,0.021,51.0,1.279e+00,1,0,g000,AA,10,58056.30415461,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.252371,216.848029,
301.5643552,44.4568244,0.0333,0.0275,-0.0066,10.406,0.015,74.6,8.232e-01,10.426,0.017,63.8,9.826e-01,1,0,0000,AA,10,56792.43295399,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.252521,200.739210,
301.5643603,44.4568229,0.0363,0.0328,-0.0020,10.438,0.020,55.5,2.373e+00,10.542,0.021,51.2,1.717e+00,1,0,0000,AA,5,58416.31904796,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.253324,197.533136,
301.5643199,44.4568398,0.0371,0.0312,-0.0106,10.421,0.016,67.5,1.863e+00,10.452,0.018,58.9,1.380e+00,1,0,g000,AA,10,58253.12987951,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.255163,224.906185,
301.5643393,44.4568284,0.0374,0.0362,0.0073,10.428,0.018,59.5,4.576e+00,10.477,0.020,54.7,1.755e+00,1,0,0000,AA,10,57158.55463831,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.257191,210.433247,
301.5643330,44.4568308,0.0334,0.0294,0.0020,10.435,0.016,69.5,2.169e+00,10.462,0.018,61.8,9.415e-01,1,0,0000,AA,10,57521.25495442,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.258602,214.498911,
301.5643584,44.4568218,0.0436,0.0378,0.0135,10.414,0.023,47.4,5.629e+00,10.491,0.020,54.4,3.649e+00,1,0,0000,AA,10,57885.50625697,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.258602,198.300308,
301.5643072,44.4568489,0.0403,0.0316,0.0065,10.373,0.017,62.2,2.731e+00,10.466,0.022,48.7,1.641e+00,1,0,g000,AA,5,58253.06442782,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.259149,235.184429,
301.5643441,44.4568259,0.0323,0.0307,-0.0103,10.427,0.016,67.0,3.732e+00,10.457,0.021,51.6,1.745e+00,1,0,0000,AA,5,58253.58791424,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.259149,207.072230,
301.5643286,44.4568314,0.0334,0.0311,-0.0037,10.419,0.016,68.1,1.593e+00,10.454,0.019,58.0,1.435e+00,1,0,0000,AA,10,58056.43505806,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.263433,216.792226,
301.5643208,44.4568360,0.0323,0.0296,-0.0080,10.398,0.017,62.7,5.453e+00,10.427,0.019,56.2,3.203e+00,1,0,0000,AA,5,58053.42376924,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.263451,222.448969,
