HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457964.88630,2017-07-30.3836718,bd,1.55,15.507,11.901,0.009,66.563,0.535,V
2457964.88756,2017-07-30.3849357,bd,1.48,15.523,11.907,0.009,66.265,0.515,V
2457964.88884,2017-07-30.3862120,bd,1.46,15.532,11.900,0.009,66.681,0.508,V
2457969.84258,2017-08-04.3399012,bd,1.53,15.419,11.890,0.009,67.263,0.580,V
2457969.84385,2017-08-04.3411719,bd,1.49,15.455,11.906,0.009,66.318,0.554,V
2457969.84513,2017-08-04.3424525,bd,1.45,15.471,11.918,0.009,65.606,0.552,V
2457971.93291,2017-08-06.4302137,bd,1.52,15.386,11.914,0.010,65.807,0.600,V
2457971.93419,2017-08-06.4314934,bd,1.54,15.367,11.920,0.010,65.476,0.603,V
2457971.93546,2017-08-06.4327663,bd,1.50,15.447,11.914,0.009,65.819,0.574,V
2457977.97535,2017-08-12.4726298,bd,1.54,15.482,11.907,0.009,66.217,0.543,V
2457977.97662,2017-08-12.4738921,bd,1.53,15.473,11.937,0.009,64.458,0.550,V
2457977.97787,2017-08-12.4751531,bd,1.50,15.442,11.915,0.009,65.720,0.562,V
2457979.90642,2017-08-14.4036949,bd,1.52,15.500,11.911,0.009,65.990,0.543,V
2457979.90769,2017-08-14.4049637,bd,1.47,15.516,11.920,0.009,65.451,0.533,V
2457979.90897,2017-08-14.4062420,bd,1.49,15.511,11.903,0.009,66.487,0.534,V
2457981.87819,2017-08-16.3754609,bd,1.46,15.528,11.923,0.009,65.258,0.514,V
2457981.87945,2017-08-16.3767275,bd,1.50,15.530,11.916,0.009,65.671,0.521,V
2457981.88073,2017-08-16.378,bd,1.50,15.534,11.902,0.009,66.562,0.526,V
2457988.95282,2017-08-23.4501145,bd,1.54,15.496,11.902,0.009,66.545,0.533,V
2457988.95408,2017-08-23.4513800,bd,1.51,15.491,11.898,0.009,66.809,0.539,V
2457988.95536,2017-08-23.4526539,bd,1.56,15.507,11.903,0.009,66.517,0.529,V
2457990.83025,2017-08-25.3275637,bd,1.51,15.543,11.906,0.009,66.314,0.520,V
2457990.83152,2017-08-25.3288337,bd,1.54,15.530,11.899,0.009,66.722,0.522,V
2457990.83278,2017-08-25.3300952,bd,1.53,15.520,11.892,0.009,67.115,0.528,V
2457995.89518,2017-08-30.3925475,bd,1.67,15.442,11.922,0.009,65.334,0.568,V
2457995.89645,2017-08-30.3938072,bd,1.61,15.468,11.901,0.009,66.626,0.551,V
2457995.89771,2017-08-30.3950763,bd,1.59,15.407,11.910,0.010,66.079,0.582,V
2457999.84342,2017-09-03.3408313,bd,1.53,15.447,11.904,0.009,66.431,0.562,V
2457999.84469,2017-09-03.3421052,bd,1.55,15.443,11.896,0.009,66.879,0.565,V
2457999.84596,2017-09-03.3433682,bd,1.54,15.381,11.907,0.010,66.260,0.600,V
2458001.82233,2017-09-05.3197844,bd,1.59,15.393,11.922,0.010,65.313,0.600,V
2458001.82361,2017-09-05.3210532,bd,1.68,15.426,11.900,0.009,66.671,0.579,V
2458001.82489,2017-09-05.3223346,bd,1.73,15.399,11.915,0.010,65.710,0.590,V
2458002.90197,2017-09-06.3994318,bd,1.58,15.440,11.904,0.009,66.383,0.574,V
2458002.90324,2017-09-06.4007002,bd,1.57,15.439,11.910,0.009,66.066,0.570,V
2458002.90452,2017-09-06.4019767,bd,1.54,15.349,11.918,0.010,65.591,0.621,V
2458004.77108,2017-09-08.2685774,bd,1.49,15.464,11.920,0.009,65.453,0.548,V
2458004.77237,2017-09-08.2698597,bd,1.52,15.513,11.922,0.009,65.305,0.527,V
2458004.77364,2017-09-08.2711344,bd,1.51,15.469,11.932,0.009,64.726,0.548,V
2458009.89501,2017-09-13.3926034,bd,1.53,15.496,11.905,0.009,66.397,0.529,V
2458009.89628,2017-09-13.3938761,bd,1.46,15.513,11.892,0.009,67.172,0.522,V
2458009.89756,2017-09-13.3951528,bd,1.53,15.520,11.912,0.009,65.941,0.528,V
2458012.88877,2017-09-16.3864364,bd,1.49,15.490,11.910,0.009,66.058,0.544,V
2458012.89005,2017-09-16.3877100,bd,1.50,15.471,11.904,0.009,66.434,0.552,V
2458012.89131,2017-09-16.3889743,bd,1.54,15.431,11.939,0.010,64.296,0.603,V
2458015.87917,2017-09-19.3769126,bd,1.71,15.478,11.907,0.009,66.217,0.546,V
2458015.88046,2017-09-19.3782013,bd,1.76,15.467,11.897,0.009,66.836,0.547,V
2458015.88184,2017-09-19.3795754,bd,1.74,15.457,11.900,0.009,66.652,0.548,V
2458018.86917,2017-09-22.3669870,bd,1.61,15.491,11.892,0.009,67.159,0.524,V
2458018.87044,2017-09-22.3682591,bd,1.66,15.488,11.907,0.009,66.231,0.540,V
2458018.87171,2017-09-22.3695265,bd,1.65,15.495,11.901,0.009,66.624,0.547,V
2458022.73535,2017-09-26.2332782,bd,1.59,15.499,11.901,0.009,66.585,0.527,V
2458022.73661,2017-09-26.2345453,bd,1.55,15.511,11.903,0.009,66.469,0.528,V
2458022.73790,2017-09-26.2358232,bd,1.62,15.501,11.906,0.009,66.266,0.533,V
2458028.78557,2017-10-02.2836894,bd,1.59,15.473,11.907,0.009,66.233,0.548,V
2458028.78684,2017-10-02.2849677,bd,1.47,15.477,11.911,0.009,65.980,0.543,V
2458028.78812,2017-10-02.2862428,bd,1.55,15.446,11.911,0.009,65.997,0.565,V
2458034.79515,2017-10-08.2934922,bd,1.54,15.442,11.892,0.009,67.149,0.568,V
2458034.79642,2017-10-08.2947539,bd,1.55,15.349,11.908,0.010,66.222,0.610,V
2458034.79770,2017-10-08.2960460,bd,1.47,15.350,11.881,0.010,67.858,0.612,V
2458044.79577,2017-10-18.2944950,bd,2.43,15.364,11.886,0.010,67.551,0.601,V
2458044.79704,2017-10-18.2957746,bd,2.20,15.435,11.904,0.009,66.422,0.567,V
2458044.79832,2017-10-18.2970476,bd,2.12,15.397,11.893,0.010,67.101,0.591,V
2458048.78675,2017-10-22.2856487,bd,1.54,15.490,11.911,0.009,65.964,0.538,V
2458048.78803,2017-10-22.2869258,bd,1.54,15.484,11.904,0.009,66.435,0.547,V
2458048.78930,2017-10-22.2882004,bd,1.56,15.473,11.902,0.009,66.549,0.551,V
2458053.76403,2017-10-27.2631407,bd,1.51,15.473,11.907,0.009,66.275,0.567,V
2458053.76529,2017-10-27.2644037,bd,1.46,15.463,11.908,0.009,66.146,0.556,V
2458053.76656,2017-10-27.2656678,bd,1.54,15.477,11.893,0.009,67.107,0.550,V
2458054.73581,2017-10-28.2349744,bd,1.47,15.445,11.896,0.009,66.894,0.588,V
2458054.73708,2017-10-28.2362339,bd,1.44,15.433,11.897,0.009,66.823,0.582,V
2458054.73834,2017-10-28.2374981,bd,1.46,15.437,11.896,0.009,66.873,0.570,V
2458056.74163,2017-10-30.2408797,bd,1.46,15.435,11.894,0.009,67.019,0.584,V
2458056.74292,2017-10-30.2421681,bd,1.51,15.457,11.891,0.009,67.234,0.556,V
2458056.74421,2017-10-30.2434540,bd,1.47,15.479,11.911,0.009,66.011,0.549,V
2458059.74568,2017-11-02.2450666,bd,1.53,15.330,11.897,0.010,66.882,0.612,V
2458059.74909,2017-11-02.2484729,bd,1.56,15.403,11.905,0.010,66.333,0.584,V
2458059.75035,2017-11-02.2497354,bd,1.52,15.380,11.879,0.010,67.955,0.593,V
2458060.74521,2017-11-03.2446379,bd,1.73,15.375,11.895,0.010,66.969,0.600,V
2458060.74648,2017-11-03.2459030,bd,1.61,15.360,11.904,0.010,66.407,0.616,V
2458060.74774,2017-11-03.2471665,bd,1.64,15.400,11.883,0.010,67.727,0.609,V
2458061.74088,2017-11-04.2403559,bd,1.70,15.266,11.905,0.011,66.376,0.656,V
2458061.74214,2017-11-04.2416153,bd,1.79,15.261,11.893,0.011,67.100,0.656,V
2458061.74341,2017-11-04.2428809,bd,1.73,15.286,11.915,0.011,65.716,0.656,V
2458062.73682,2017-11-05.2363408,bd,1.66,15.357,11.875,0.010,68.211,0.613,V
2458062.73812,2017-11-05.2376415,bd,1.61,15.374,11.890,0.010,67.275,0.606,V
2458062.73939,2017-11-05.2389038,bd,1.62,15.414,11.893,0.009,67.152,0.579,V
2458063.73656,2017-11-06.2361299,bd,1.58,15.473,11.906,0.009,66.245,0.553,V
2458063.73783,2017-11-06.2373959,bd,1.47,15.464,11.895,0.009,66.977,0.546,V
2458063.73908,2017-11-06.2386494,bd,1.46,15.456,11.891,0.009,67.239,0.554,V
2458065.72817,2017-11-08.2278282,bd,1.64,13.506,11.811,0.046,72.375,3.056,V
2458065.72943,2017-11-08.2290878,bd,1.70,15.009,11.897,0.013,66.850,0.807,V
2458065.73068,2017-11-08.2303396,bd,1.59,14.970,11.905,0.014,66.342,0.834,V
2458066.72242,2017-11-09.2221273,bd,1.54,15.475,11.891,0.009,67.217,0.547,V
2458066.72367,2017-11-09.2233806,bd,1.51,15.476,11.887,0.009,67.435,0.550,V
2458066.72495,2017-11-09.2246462,bd,1.50,15.466,11.871,0.009,68.444,0.554,V
2458067.72007,2017-11-10.2198167,bd,1.45,15.500,11.905,0.009,66.377,0.540,V
2458067.72133,2017-11-10.2210785,bd,1.43,15.472,11.881,0.009,67.848,0.539,V
2458067.72259,2017-11-10.2223371,bd,1.54,15.494,11.900,0.009,66.643,0.533,V
2458068.71790,2017-11-11.2176946,bd,1.43,14.982,11.907,0.014,66.229,0.843,V
2458068.71916,2017-11-11.2189548,bd,1.49,15.054,11.885,0.013,67.631,0.778,V
2458068.72042,2017-11-11.2202115,bd,1.44,15.053,11.903,0.013,66.463,0.788,V
2458070.71186,2017-11-13.2117460,bd,1.57,15.473,11.891,0.009,67.213,0.547,V
2458070.71311,2017-11-13.2130100,bd,1.57,15.497,11.900,0.009,66.666,0.538,V
2458070.71438,2017-11-13.2142682,bd,1.54,15.472,11.885,0.009,67.595,0.545,V
2458071.71149,2017-11-14.2114289,bd,1.50,15.478,11.896,0.009,66.903,0.550,V
2458071.71275,2017-11-14.2126836,bd,1.46,15.491,11.904,0.009,66.457,0.549,V
2458071.71400,2017-11-14.2139370,bd,1.47,15.477,11.892,0.009,67.132,0.551,V
2458072.70736,2017-11-15.2073451,bd,1.54,15.497,11.899,0.009,66.765,0.539,V
2458072.70863,2017-11-15.2086143,bd,1.50,15.487,11.891,0.009,67.239,0.542,V
2458072.70989,2017-11-15.2098743,bd,1.40,15.490,11.889,0.009,67.344,0.545,V
2458073.70343,2017-11-16.2034549,bd,1.50,15.495,11.905,0.009,66.393,0.534,V
2458073.70468,2017-11-16.2047098,bd,1.46,15.487,11.904,0.009,66.370,0.544,V
2458073.70595,2017-11-16.2059732,bd,1.53,15.493,11.903,0.009,66.509,0.531,V
2458076.69536,2017-11-19.1955273,bd,1.70,14.648,11.893,0.018,67.112,1.138,V
2458076.69662,2017-11-19.1967855,bd,1.66,14.851,11.915,0.017,65.751,1.011,V
2458076.69788,2017-11-19.1980467,bd,1.62,15.225,11.888,0.011,67.378,0.688,V
2458079.68733,2017-11-22.1876377,bd,1.78,15.307,11.901,0.010,66.595,0.646,V
2458079.68859,2017-11-22.1889026,bd,1.67,15.351,11.902,0.010,66.514,0.617,V
2458079.68986,2017-11-22.1901672,bd,1.65,15.405,11.893,0.010,67.083,0.594,V
2458180.15977,2018-03-02.6623065,bd,2.11,15.067,11.910,0.013,66.090,0.769,V
2458180.16105,2018-03-02.6635828,bd,2.13,15.053,11.898,0.013,66.828,0.781,V
2458180.16232,2018-03-02.6648607,bd,2.14,15.042,11.876,0.013,68.149,0.780,V
2458184.14915,2018-03-06.6516166,bd,1.62,15.283,11.898,0.011,66.789,0.651,V
2458184.15043,2018-03-06.6529038,bd,1.53,15.175,11.891,0.012,67.215,0.690,V
2458184.15171,2018-03-06.6541791,bd,1.61,15.121,11.887,0.012,67.488,0.729,V
2458185.14159,2018-03-07.6440458,bd,1.59,15.385,11.907,0.010,66.200,0.606,V
2458185.14287,2018-03-07.6453223,bd,1.59,15.394,11.893,0.010,67.089,0.570,V
2458185.14414,2018-03-07.6465940,bd,1.60,15.385,11.895,0.010,66.942,0.582,V
2458186.14191,2018-03-08.6443483,bd,1.65,15.228,11.882,0.011,67.736,0.660,V
2458186.14321,2018-03-08.6456491,bd,1.61,15.215,11.912,0.011,65.958,0.674,V
2458186.14449,2018-03-08.6469214,bd,1.64,15.160,11.905,0.012,66.389,0.703,V
2458187.14215,2018-03-09.6445668,bd,1.24,99.990,99.990,99.990,99.990,99.990,V
2458187.14344,2018-03-09.6458515,bd,1.38,99.990,99.990,99.990,99.990,99.990,V
2458187.14472,2018-03-09.6471299,bd,1.40,99.990,99.990,99.990,99.990,99.990,V
2458200.13060,2018-03-22.6327052,bd,1.47,15.151,11.921,0.012,65.380,0.703,V
2458200.13189,2018-03-22.6339923,bd,1.46,15.257,11.900,0.011,66.649,0.659,V
2458200.13316,2018-03-22.6352671,bd,1.43,15.281,11.916,0.011,65.678,0.645,V
2458207.10806,2018-03-29.6099462,bd,2.16,15.363,11.922,0.010,65.339,0.603,V
2458207.10936,2018-03-29.6112498,bd,2.13,15.383,11.902,0.010,66.541,0.593,V
2458207.11064,2018-03-29.6125313,bd,2.14,15.342,11.890,0.010,67.289,0.610,V
2458220.92482,2018-04-12.4262133,bt,1.48,14.749,12.108,0.020,52.128,0.968,g
2458220.92608,2018-04-12.4274744,bt,1.54,14.697,12.141,0.022,50.523,1.015,g
2458220.92730,2018-04-12.4286956,bt,1.50,14.267,12.165,0.032,49.445,1.472,g
2458223.91913,2018-04-15.4204032,bt,1.56,15.824,12.135,0.009,50.805,0.426,g
2458223.92156,2018-04-15.4228412,bt,1.51,15.821,12.134,0.009,50.910,0.441,g
2458224.91594,2018-04-16.4171704,bt,1.55,15.783,12.136,0.010,50.766,0.435,g
2458224.91716,2018-04-16.4183883,bt,1.54,15.763,12.132,0.010,50.949,0.441,g
2458224.91838,2018-04-16.4196164,bt,1.56,15.775,12.122,0.010,51.422,0.442,g
2458227.05393,2018-04-18.5550824,bd,1.62,99.990,99.990,99.990,99.990,99.990,V
2458227.05520,2018-04-18.5563527,bd,1.50,99.990,99.990,99.990,99.990,99.990,V
2458228.06386,2018-04-19.5649708,bd,1.51,99.990,99.990,99.990,99.990,99.990,V
2458228.06514,2018-04-19.5662454,bd,1.47,99.990,99.990,99.990,99.990,99.990,V
2458228.06641,2018-04-19.5675167,bd,1.46,99.990,99.990,99.990,99.990,99.990,V
2458229.89952,2018-04-21.4005437,bt,2.14,15.662,12.106,0.010,52.161,0.477,g
2458229.90073,2018-04-21.4017605,bt,2.13,15.665,12.142,0.010,50.519,0.497,g
2458231.92002,2018-04-23.4209625,bt,1.98,15.727,12.122,0.010,51.434,0.455,g
2458231.92247,2018-04-23.4234082,bt,1.62,14.981,12.120,0.018,51.529,0.853,g
2458233.03247,2018-04-24.5333613,bd,1.48,15.453,11.888,0.009,67.424,0.551,V
2458233.03374,2018-04-24.5346355,bd,1.53,15.425,11.894,0.009,67.046,0.569,V
2458233.03502,2018-04-24.5359149,bd,1.50,15.466,11.903,0.009,66.475,0.544,V
2458234.89486,2018-04-26.3956668,bt,2.09,15.605,12.109,0.011,52.065,0.507,g
2458234.89607,2018-04-26.3968821,bt,2.12,15.587,12.136,0.011,50.738,0.507,g
2458234.89728,2018-04-26.3980978,bt,2.12,15.595,12.111,0.010,51.943,0.490,g
2458239.91332,2018-05-01.4139079,bt,1.49,15.670,12.149,0.011,50.136,0.484,g
2458239.91455,2018-05-01.4151370,bt,1.51,15.627,12.152,0.011,50.051,0.502,g
2458239.91577,2018-05-01.4163563,bt,1.50,15.621,12.149,0.011,50.172,0.501,g
2458241.91983,2018-05-03.4203287,bt,1.66,15.744,12.157,0.010,49.792,0.466,g
2458241.92105,2018-05-03.4215471,bt,1.67,15.746,12.149,0.010,50.143,0.461,g
2458244.85272,2018-05-06.3530851,bt,1.52,15.765,12.121,0.010,51.479,0.447,g
2458244.85394,2018-05-06.3543062,bt,1.50,15.758,12.137,0.010,50.702,0.463,g
2458244.85515,2018-05-06.3555204,bt,1.52,15.731,12.130,0.010,51.077,0.462,g
2458245.99931,2018-05-07.4996253,bd,1.54,15.188,11.900,0.012,66.661,0.681,V
2458246.00059,2018-05-07.5009042,bd,1.52,15.227,11.891,0.011,67.202,0.670,V
2458246.00187,2018-05-07.5021818,bd,1.52,15.293,11.897,0.011,66.835,0.636,V
2458246.84625,2018-05-08.3465222,bt,1.52,15.453,12.112,0.012,51.874,0.568,g
2458246.84748,2018-05-08.3477553,bt,1.52,15.601,12.117,0.011,51.661,0.492,g
2458246.84871,2018-05-08.3489824,bt,1.51,15.612,12.114,0.010,51.790,0.485,g
2458247.85852,2018-05-09.3587541,bt,1.56,15.785,12.127,0.009,51.187,0.436,g
2458248.09922,2018-05-09.5994435,bd,1.60,15.488,11.893,0.009,67.082,0.526,V
2458248.87456,2018-05-10.3747478,bt,1.52,15.785,12.129,0.009,51.126,0.432,g
2458248.87579,2018-05-10.3759761,bt,1.51,15.794,12.124,0.009,51.301,0.442,g
2458249.84162,2018-05-11.3417603,bt,1.52,15.770,12.141,0.010,50.552,0.453,g
2458249.84285,2018-05-11.3429908,bt,1.47,15.771,12.127,0.010,51.175,0.450,g
2458249.84407,2018-05-11.3442086,bt,1.49,15.782,12.127,0.010,51.182,0.448,g
2458251.96864,2018-05-13.4686775,bd,1.71,15.420,11.895,0.009,66.938,0.572,V
2458251.96991,2018-05-13.4699518,bd,1.70,15.412,11.904,0.010,66.380,0.575,V
2458251.97119,2018-05-13.4712296,bd,1.73,15.419,11.885,0.009,67.626,0.563,V
2458253.83422,2018-05-15.3341733,bt,1.49,15.373,12.180,0.015,48.736,0.670,g
2458253.83543,2018-05-15.3353887,bt,1.57,15.093,12.090,0.016,52.975,0.752,g
2458253.83665,2018-05-15.3366050,bt,1.50,15.173,12.074,0.014,53.741,0.693,g
2458254.83116,2018-05-16.3310723,bt,1.64,15.771,12.128,0.010,51.172,0.456,g
2458254.83238,2018-05-16.3322932,bt,1.61,15.786,12.142,0.010,50.525,0.464,g
2458254.83361,2018-05-16.3335155,bt,1.60,15.768,12.144,0.010,50.391,0.456,g
2458257.81251,2018-05-19.3122797,bt,1.52,15.739,12.141,0.010,50.539,0.472,g
2458257.81371,2018-05-19.3134890,bt,1.51,15.739,12.123,0.010,51.408,0.474,g
2458257.81494,2018-05-19.3147125,bt,1.53,15.745,12.146,0.010,50.304,0.472,g
2458258.81304,2018-05-20.3127648,bt,1.51,15.748,12.141,0.010,50.537,0.469,g
2458258.81426,2018-05-20.3139857,bt,1.49,15.751,12.139,0.010,50.654,0.438,g
2458258.81547,2018-05-20.3152034,bt,1.54,15.786,12.169,0.010,49.247,0.444,g
2458260.05725,2018-05-21.5569184,bd,1.70,15.463,11.888,0.009,67.413,0.551,V
2458260.05852,2018-05-21.5581917,bd,1.61,15.472,11.904,0.009,66.470,0.556,V
2458260.05980,2018-05-21.5594695,bd,1.67,15.472,11.896,0.009,66.900,0.546,V
2458261.95396,2018-05-23.4535537,bd,1.57,15.416,11.908,0.010,66.197,0.571,V
2458261.95524,2018-05-23.4548260,bd,2.05,15.416,11.895,0.009,66.993,0.573,V
2458261.95652,2018-05-23.4561024,bd,1.58,15.413,11.887,0.009,67.444,0.574,V
2458263.90766,2018-05-25.4071604,bc,1.49,99.990,99.990,99.990,99.990,99.990,V
2458264.10434,2018-05-25.6038337,bc,1.54,99.990,99.990,99.990,99.990,99.990,V
2458264.10562,2018-05-25.6051104,bc,1.58,99.990,99.990,99.990,99.990,99.990,V
2458264.10690,2018-05-25.6063870,bc,1.56,99.990,99.990,99.990,99.990,99.990,V
2458265.11635,2018-05-26.6157920,bd,1.43,15.146,11.870,0.012,68.586,0.714,V
2458265.12169,2018-05-26.6211370,bd,1.55,15.082,11.884,0.012,67.659,0.782,V
2458266.87952,2018-05-28.3788888,bt,1.60,15.648,12.126,0.011,51.229,0.478,g
2458266.88074,2018-05-28.3801002,bt,1.52,15.671,12.130,0.010,51.021,0.487,g
2458266.88195,2018-05-28.3813150,bt,1.57,15.651,12.134,0.011,50.885,0.490,g
2458270.77521,2018-06-01.2743952,bt,1.63,15.498,12.141,0.012,50.519,0.545,g
2458270.77642,2018-06-01.2756149,bt,1.56,15.525,12.111,0.011,51.934,0.542,g
2458270.77764,2018-06-01.2768310,bt,1.57,15.515,12.154,0.012,49.940,0.546,g
2458271.79490,2018-06-02.2940483,bt,1.57,15.467,12.112,0.012,51.910,0.568,g
2458271.79612,2018-06-02.2952685,bt,1.52,15.467,12.138,0.012,50.655,0.545,g
2458271.79735,2018-06-02.2964931,bt,1.52,15.385,12.098,0.013,52.595,0.603,g
2458274.77274,2018-06-05.2717594,bt,1.46,99.990,99.990,99.990,99.990,99.990,g
2458274.77396,2018-06-05.2729793,bt,1.52,99.990,99.990,99.990,99.990,99.990,g
2458274.77518,2018-06-05.2741981,bt,1.60,99.990,99.990,99.990,99.990,99.990,g
2458275.76653,2018-06-06.2655020,bt,1.49,99.990,99.990,99.990,99.990,99.990,g
2458275.76774,2018-06-06.2667196,bt,1.64,99.990,99.990,99.990,99.990,99.990,g
2458275.76896,2018-06-06.2679370,bt,1.50,99.990,99.990,99.990,99.990,99.990,g
2458276.08161,2018-06-06.5805726,bd,1.59,15.482,11.901,0.009,66.615,0.530,V
2458276.79340,2018-06-07.2923292,bt,1.67,15.596,12.140,0.011,50.581,0.501,g
2458276.79461,2018-06-07.2935444,bt,1.69,15.603,12.102,0.011,52.418,0.500,g
2458276.79583,2018-06-07.2947608,bt,1.60,15.503,12.121,0.013,51.485,0.608,g
2458277.08920,2018-06-07.5881200,bd,2.41,15.158,11.905,0.012,66.339,0.749,V
2458277.09051,2018-06-07.5894317,bd,2.34,15.179,11.896,0.012,66.909,0.693,V
2458277.09181,2018-06-07.5907238,bd,2.35,15.152,11.897,0.012,66.867,0.726,V
2458277.93329,2018-06-08.4321746,bd,1.43,15.516,11.906,0.009,66.323,0.534,V
2458281.74255,2018-06-12.2412770,bt,1.53,15.724,12.120,0.010,51.555,0.462,g
2458281.74378,2018-06-12.2425034,bt,1.57,15.732,12.127,0.010,51.193,0.455,g
2458281.74499,2018-06-12.2437222,bt,1.61,15.718,12.132,0.010,50.949,0.455,g
2458282.83943,2018-06-13.3381212,bt,2.14,15.651,12.108,0.010,52.107,0.492,g
2458282.84065,2018-06-13.3393385,bt,2.14,15.674,12.122,0.010,51.454,0.489,g
2458282.84188,2018-06-13.3405678,bt,2.16,15.681,12.116,0.010,51.695,0.481,g
2458284.92369,2018-06-15.4222930,bt,1.55,14.734,12.168,0.021,49.328,0.968,g
2458284.92490,2018-06-15.4235023,bt,1.57,15.171,12.236,0.018,46.311,0.757,g
2458284.92612,2018-06-15.4247255,bt,1.55,15.114,12.097,0.019,52.646,0.894,g
2458287.87269,2018-06-18.3711805,bd,1.57,15.405,11.882,0.009,67.779,0.583,V
2458287.87397,2018-06-18.3724548,bd,1.58,15.400,11.900,0.010,66.666,0.585,V
2458290.91324,2018-06-21.4116133,bd,1.52,15.442,11.888,0.009,67.462,0.563,V
2458290.91451,2018-06-21.4128924,bd,1.64,15.453,11.891,0.009,67.215,0.569,V
2458290.91580,2018-06-21.4141751,bd,1.55,15.457,11.886,0.009,67.568,0.555,V
2458291.76044,2018-06-22.2587861,bt,1.51,15.748,12.147,0.010,50.264,0.462,g
2458291.76287,2018-06-22.2612197,bt,1.50,15.721,12.111,0.010,51.969,0.447,g
2458292.08074,2018-06-22.5790722,bd,1.56,15.491,11.898,0.009,66.815,0.540,V
2458292.08202,2018-06-22.5803524,bd,1.57,15.474,11.899,0.009,66.705,0.548,V
2458294.95295,2018-06-25.4511781,bd,1.43,15.430,11.900,0.009,66.656,0.559,V
2458294.95423,2018-06-25.4524601,bd,1.45,15.439,11.893,0.009,67.117,0.569,V
2458294.95551,2018-06-25.4537401,bd,1.47,15.384,11.892,0.010,67.133,0.589,V
2458297.79863,2018-06-28.2967677,bt,1.55,15.503,12.139,0.012,50.638,0.540,g
2458297.79985,2018-06-28.2979885,bt,1.58,15.422,12.085,0.012,53.203,0.584,g
2458297.80107,2018-06-28.2992033,bt,1.59,15.525,12.112,0.012,51.916,0.570,g
2458298.96245,2018-06-29.4605516,bd,1.49,15.387,11.895,0.010,67.005,0.579,V
2458298.96374,2018-06-29.4618304,bd,1.53,15.385,11.903,0.010,66.492,0.582,V
2458298.96506,2018-06-29.4631548,bd,1.47,15.377,11.896,0.010,66.898,0.598,V
2458302.85352,2018-07-03.3514917,bt,1.51,15.727,12.124,0.010,51.322,0.470,g
2458302.85474,2018-07-03.3527090,bt,1.51,15.690,12.115,0.010,51.762,0.466,g
2458304.83870,2018-07-05.3366143,bt,1.55,15.767,12.135,0.010,50.794,0.446,g
2458304.83994,2018-07-05.3378458,bt,1.57,15.774,12.127,0.010,51.178,0.453,g
2458304.84116,2018-07-05.3390644,bt,1.51,15.747,12.111,0.010,51.925,0.454,g
2458307.94745,2018-07-08.4452719,bd,1.56,15.492,11.894,0.009,67.018,0.532,V
2458307.94873,2018-07-08.4465553,bd,1.56,15.538,11.905,0.009,66.319,0.510,V
2458307.95001,2018-07-08.4478342,bd,1.56,15.513,11.894,0.009,67.068,0.528,V
2458309.99341,2018-07-10.4911809,bd,1.99,15.476,11.909,0.009,66.122,0.557,V
2458309.99471,2018-07-10.4924712,bd,2.00,15.455,11.917,0.009,65.578,0.566,V
2458309.99608,2018-07-10.4938430,bd,2.01,15.460,11.917,0.009,65.636,0.553,V
2458311.85859,2018-07-12.3563062,bt,1.97,15.715,12.128,0.010,51.124,0.465,g
2458311.85982,2018-07-12.3575354,bt,1.97,15.704,12.125,0.010,51.294,0.469,g
2458311.86104,2018-07-12.3587552,bt,1.59,15.710,12.128,0.010,51.183,0.465,g
2458315.81722,2018-07-16.3148425,bd,1.50,15.449,11.894,0.009,67.053,0.549,V
2458315.81849,2018-07-16.3161199,bd,1.46,15.425,11.902,0.009,66.531,0.560,V
2458315.81977,2018-07-16.3173925,bd,1.51,15.424,11.887,0.009,67.439,0.562,V
2458317.84459,2018-07-18.3421783,bd,1.61,99.990,99.990,99.990,99.990,99.990,V
2458317.84587,2018-07-18.3434531,bd,1.62,99.990,99.990,99.990,99.990,99.990,V
2458317.84716,2018-07-18.3447417,bd,2.05,99.990,99.990,99.990,99.990,99.990,V
2458318.90723,2018-07-19.4047871,bd,1.64,15.512,11.900,0.009,66.712,0.535,V
2458318.90979,2018-07-19.4073459,bd,1.57,15.495,11.892,0.009,67.165,0.537,V
2458320.85116,2018-07-21.3486769,bt,1.49,15.793,12.130,0.009,51.067,0.429,g
2458320.85238,2018-07-21.3498957,bt,1.49,15.781,12.128,0.010,51.165,0.443,g
2458320.85360,2018-07-21.3511142,bt,1.50,15.780,12.107,0.009,52.127,0.455,g
2458322.89910,2018-07-23.3965881,bd,1.53,15.425,11.898,0.009,66.748,0.571,V
2458322.90039,2018-07-23.3978731,bd,1.54,15.414,11.883,0.009,67.711,0.585,V
2458322.90167,2018-07-23.3991489,bd,1.49,15.456,11.899,0.009,66.765,0.555,V
2458325.80189,2018-07-26.2993263,bt,1.50,15.346,12.140,0.013,50.589,0.596,g
2458325.80312,2018-07-26.3005564,bt,1.49,15.416,12.126,0.012,51.264,0.557,g
2458325.80435,2018-07-26.3017768,bt,1.51,15.472,12.132,0.012,50.968,0.558,g
2458326.94258,2018-07-27.4400031,bd,1.54,15.368,11.905,0.010,66.341,0.614,V
2458326.94386,2018-07-27.4412785,bd,1.50,15.312,11.878,0.010,68.017,0.624,V
2458326.94513,2018-07-27.4425538,bd,1.58,15.313,11.902,0.010,66.564,0.648,V
