MJD,V-mag,SE,air.mass
58037.11814,12.0872,0.0011,1.037
58037.11863,12.0822,0.0011,1.038
58037.11914,12.0805,0.0011,1.038
58037.11965,12.0813,0.0011,1.039
58037.12016,12.0861,0.0011,1.039
58037.12066,12.0761,0.0011,1.039
58037.12116,12.0754,0.0011,1.040
58037.12167,12.0879,0.0012,1.040
58037.12216,12.0890,0.0013,1.041
58037.12267,12.0830,0.0014,1.041
58037.12317,12.0809,0.0015,1.042
58037.12368,12.0791,0.0016,1.042
58037.12418,12.0782,0.0016,1.043
58037.12469,12.0778,0.0017,1.043
58037.12520,12.0788,0.0017,1.043
58037.12569,12.0811,0.0018,1.044
58037.12620,12.0776,0.0018,1.044
58037.12670,12.0856,0.0018,1.045
58037.12721,12.0772,0.0018,1.045
58037.12771,12.0781,0.0018,1.046
58037.12822,12.0783,0.0018,1.046
58037.12873,12.0788,0.0018,1.047
58037.12924,12.0785,0.0019,1.048
58037.12975,12.0768,0.0019,1.048
58037.13025,12.0793,0.0019,1.049
58037.13076,12.0814,0.0020,1.049
58037.13126,12.0777,0.0020,1.050
58037.13176,12.0765,0.0020,1.050
58037.13226,12.0921,0.0019,1.051
58037.13277,12.0853,0.0019,1.051
58037.13326,12.0793,0.0019,1.052
58037.13377,12.0777,0.0018,1.053
58037.13428,12.0811,0.0017,1.053
58037.13478,12.0750,0.0017,1.054
58037.13528,12.0817,0.0016,1.054
58037.13578,12.0837,0.0016,1.055
58037.13627,12.0765,0.0015,1.056
58037.13677,12.0804,0.0014,1.056
58037.13728,12.0795,0.0014,1.057
58037.13778,12.0765,0.0013,1.058
58037.13829,12.0797,0.0013,1.058
58037.13878,12.0825,0.0013,1.059
58037.13929,12.0817,0.0013,1.060
58037.13980,12.0763,0.0014,1.060
58037.14030,12.0812,0.0014,1.061
58037.14080,12.0780,0.0015,1.062
58037.14131,12.0781,0.0015,1.062
58037.14182,12.0849,0.0016,1.063
58037.14231,12.0806,0.0016,1.064
58037.14282,12.0725,0.0017,1.065
58037.14333,12.0809,0.0017,1.065
58037.14383,12.0757,0.0017,1.066
58037.14433,12.0762,0.0018,1.067
58037.14485,12.0770,0.0018,1.068
58037.14535,12.0771,0.0018,1.068
58037.14584,12.0735,0.0017,1.069
58037.14634,12.0829,0.0017,1.070
58037.14684,12.0789,0.0017,1.071
58037.14735,12.0762,0.0017,1.071
58037.14786,12.0729,0.0017,1.072
58037.14837,12.0826,0.0017,1.073
58037.14887,12.0877,0.0016,1.074
58037.14936,12.0831,0.0016,1.075
58037.14987,12.0851,0.0016,1.076
58037.15038,12.0795,0.0016,1.076
58037.15089,12.0802,0.0016,1.077
58037.15140,12.0730,0.0016,1.078
58037.15191,12.0819,0.0016,1.079
58037.15242,12.0715,0.0016,1.080
58037.15293,12.0798,0.0016,1.081
58037.15343,12.0689,0.0016,1.082
58037.15394,12.0814,0.0016,1.083
58037.15444,12.0820,0.0017,1.084
58037.15494,12.0734,0.0017,1.084
58037.15545,12.0880,0.0017,1.085
58037.15595,12.0774,0.0018,1.086
58037.15646,12.0772,0.0018,1.087
58037.15697,12.0794,0.0019,1.088
58037.15747,12.0786,0.0019,1.089
58037.15796,12.0797,0.0020,1.090
58037.15847,12.0804,0.0020,1.091
58037.15898,12.0791,0.0020,1.092
58037.15949,12.0769,0.0020,1.093
58037.15999,12.0833,0.0020,1.094
58037.16049,12.0830,0.0020,1.095
58037.16100,12.0754,0.0019,1.096
58037.16150,12.0837,0.0019,1.097
58037.16201,12.0742,0.0018,1.098
58037.16251,12.0800,0.0018,1.099
58037.16301,12.0721,0.0017,1.100
58037.16402,12.0752,0.0016,1.102
58037.16453,12.0812,0.0015,1.103
58037.16503,12.0861,0.0015,1.105
58037.16553,12.0825,0.0014,1.106
58037.16604,12.0766,0.0014,1.107
58037.16654,12.0756,0.0013,1.108
58037.16701,12.0758,0.0013,1.109
58037.16751,12.0823,0.0013,1.110
58037.16802,12.0785,0.0013,1.111
58037.16853,12.0817,0.0013,1.112
58037.16903,12.0788,0.0013,1.114
58037.16954,12.0808,0.0013,1.115
58037.17003,12.0780,0.0012,1.116
58037.17054,12.0859,0.0012,1.117
58037.17104,12.0887,0.0011,1.118
58037.17155,12.0813,0.0011,1.119
58037.17205,12.0805,0.0010,1.121
58037.17256,12.0839,0.0010,1.122
58037.17307,12.0808,0.0010,1.123
58037.17356,12.0773,0.0009,1.124
58037.17406,12.0793,0.0009,1.126
58037.17457,12.0805,0.0009,1.127
58037.17508,12.0769,0.0009,1.128
58037.17558,12.0800,0.0009,1.129
58037.17609,12.0749,0.0010,1.131
58037.17659,12.0786,0.0010,1.132
58037.17709,12.0821,0.0010,1.133
58037.17759,12.0885,0.0010,1.135
58037.17810,12.0799,0.0011,1.136
58037.17861,12.0774,0.0011,1.137
58037.17911,12.0844,0.0012,1.139
58037.17961,12.0876,0.0012,1.140
58037.18010,12.0805,0.0013,1.141
58037.18061,12.0844,0.0014,1.143
58037.18111,12.0851,0.0015,1.144
58037.18162,12.0822,0.0016,1.145
58037.18212,12.0729,0.0017,1.147
58037.18262,12.0719,0.0017,1.148
58037.18312,12.0819,0.0018,1.150
58037.18359,12.0759,0.0018,1.151
58037.18410,12.0839,0.0019,1.153
58037.18461,12.0801,0.0019,1.154
58037.18512,12.0888,0.0019,1.155
58037.18561,12.0786,0.0018,1.157
58037.18612,12.0773,0.0018,1.158
58037.18663,12.0771,0.0018,1.160
58037.18714,12.0778,0.0017,1.161
58037.18765,12.0751,0.0017,1.163
58037.18815,12.0817,0.0017,1.165
58037.18866,12.0839,0.0016,1.166
58037.18917,12.0715,0.0015,1.168
58037.18968,12.0894,0.0015,1.169
58037.19017,12.0885,0.0014,1.171
58037.19068,12.0760,0.0014,1.172
58037.19118,12.0817,0.0014,1.174
58037.19169,12.0802,0.0014,1.176
58037.19219,12.0762,0.0014,1.177
58037.19269,12.0816,0.0015,1.179
58037.19319,12.0814,0.0015,1.180
58037.19370,12.0692,0.0016,1.182
58037.19420,12.0789,0.0017,1.184
58037.19471,12.0704,0.0018,1.185
58037.19522,12.0821,0.0019,1.187
58037.19573,12.0802,0.0019,1.189
58037.19624,12.0879,0.0020,1.191
58037.19674,12.0843,0.0020,1.192
58037.19726,12.0701,0.0020,1.194
58037.19775,12.0773,0.0019,1.196
58037.19825,12.0785,0.0019,1.198
58037.19876,12.0839,0.0018,1.199
58037.19927,12.0793,0.0018,1.201
58037.19978,12.0829,0.0017,1.203
58037.20029,12.0815,0.0016,1.205
58037.20079,12.0848,0.0016,1.207
58037.20128,12.0864,0.0016,1.208
58037.20178,12.0830,0.0015,1.210
58037.20229,12.0786,0.0015,1.212
58037.20280,12.0858,0.0015,1.214
58037.20331,12.0843,0.0015,1.216
58037.20382,12.0834,0.0014,1.218
58037.20432,12.0897,0.0014,1.220
58037.20481,12.0834,0.0013,1.222
58037.20532,12.0771,0.0013,1.224
58037.20583,12.0903,0.0012,1.226
58037.20634,12.0873,0.0012,1.228
58037.20684,12.0868,0.0011,1.229
58037.20735,12.0837,0.0011,1.231
58037.20786,12.0789,0.0011,1.233
58037.20837,12.0771,0.0012,1.236
58037.20888,12.0817,0.0012,1.238
58037.20938,12.0748,0.0013,1.240
58037.20988,12.0832,0.0013,1.242
58037.21039,12.0880,0.0014,1.244
58037.21090,12.0835,0.0015,1.246
58037.21141,12.0724,0.0015,1.248
58037.21192,12.0855,0.0016,1.250
58037.21242,12.0848,0.0017,1.252
58037.21292,12.0821,0.0017,1.254
58037.21343,12.0753,0.0018,1.256
58037.21390,12.0865,0.0018,1.259
58037.21440,12.0782,0.0018,1.261
58037.21491,12.0891,0.0018,1.263
58037.21542,12.0739,0.0018,1.265
58037.21591,12.0800,0.0018,1.267
58037.21641,12.0800,0.0018,1.270
58037.21692,12.0883,0.0017,1.272
58037.21743,12.0780,0.0017,1.274
58037.21845,12.0880,0.0016,1.279
58037.21895,12.0765,0.0016,1.281
58037.21946,12.0856,0.0016,1.283
58037.21995,12.0810,0.0016,1.286
58037.22045,12.0751,0.0016,1.288
58037.22096,12.0749,0.0016,1.290
58037.22146,12.0831,0.0016,1.293
58037.22196,12.0742,0.0016,1.295
58037.22245,12.0794,0.0016,1.298
58037.22296,12.0827,0.0015,1.300
58037.22347,12.0779,0.0015,1.302
58037.22397,12.0833,0.0014,1.305
58037.22448,12.0777,0.0013,1.307
58037.22499,12.0844,0.0012,1.310
58037.22550,12.0699,0.0011,1.313
58037.22601,12.0865,0.0011,1.315
58037.22650,12.0834,0.0010,1.318
58037.22701,12.0727,0.0010,1.320
58037.22751,12.0869,0.0010,1.323
58037.22802,12.0766,0.0010,1.325
58037.22853,12.0820,0.0010,1.328
58037.22903,12.0753,0.0009,1.331
58037.22953,12.0782,0.0009,1.333
58037.23003,12.0828,0.0009,1.336
58037.23053,12.0787,0.0009,1.339
58037.23104,12.0773,0.0010,1.341
58037.23154,12.0820,0.0011,1.344
58037.23205,12.0736,0.0012,1.347
58037.23255,12.0825,0.0013,1.350
58037.23306,12.0859,0.0014,1.352
58037.23356,12.0858,0.0015,1.355
58037.23406,12.0744,0.0016,1.358
58037.23457,12.0917,0.0017,1.361
58037.23507,12.0890,0.0018,1.364
58037.23558,12.0778,0.0018,1.367
58037.23609,12.0860,0.0018,1.369
58037.23660,12.0901,0.0018,1.372
58037.23711,12.0799,0.0018,1.375
58037.23762,12.0754,0.0018,1.378
58037.23811,12.0765,0.0017,1.381
58037.23862,12.0819,0.0017,1.384
58037.23912,12.0864,0.0017,1.387
58037.23962,12.0806,0.0016,1.390
58037.24013,12.0847,0.0017,1.393
58037.24063,12.0829,0.0017,1.396
58037.24113,12.0778,0.0018,1.400
58037.24166,12.0896,0.0018,1.403
58037.24215,12.0855,0.0019,1.406
58037.24265,12.0821,0.0019,1.409
58037.24315,12.0869,0.0019,1.412
58037.24366,12.0917,0.0019,1.415
58037.24417,12.0858,0.0019,1.419
58037.24468,12.0757,0.0018,1.422
58037.24517,12.0854,0.0018,1.425
58037.24567,12.0694,0.0017,1.428
58037.24618,12.0858,0.0017,1.432
58037.24669,12.0782,0.0018,1.435
58037.24720,12.0849,0.0019,1.438
58037.24771,12.0737,0.0020,1.442
58037.24821,12.0881,0.0020,1.445
58037.24872,12.0966,0.0021,1.449
58037.24921,12.0838,0.0022,1.452
58037.24971,12.0889,0.0022,1.455
58037.25022,12.0774,0.0021,1.459
58037.25073,12.0792,0.0030,1.463
58038.07369,12.0862,0.0013,1.028
58038.07420,12.0759,0.0013,1.028
58038.07471,12.0857,0.0013,1.028
58038.07521,12.0767,0.0009,1.028
58038.07572,12.0812,0.0010,1.028
58038.07622,12.0812,0.0011,1.028
58038.07671,12.0791,0.0012,1.027
58038.07722,12.0819,0.0013,1.027
58038.07773,12.0855,0.0013,1.027
58038.07824,12.0778,0.0014,1.027
58038.07874,12.0874,0.0014,1.027
58038.07924,12.0839,0.0014,1.027
58038.07971,12.0848,0.0014,1.027
58038.08017,12.0857,0.0013,1.027
58038.08068,12.0801,0.0013,1.027
58038.08119,12.0863,0.0012,1.027
58038.08170,12.0838,0.0012,1.027
58038.08220,12.0800,0.0011,1.027
58038.08271,12.0868,0.0011,1.026
58038.08322,12.0778,0.0011,1.026
58038.08373,12.0750,0.0011,1.026
58038.08424,12.0802,0.0011,1.026
58038.08473,12.0792,0.0011,1.026
58038.08523,12.0881,0.0012,1.026
58038.08573,12.0872,0.0012,1.026
58038.08623,12.0783,0.0012,1.026
58038.08674,12.0844,0.0012,1.026
58038.08723,12.0793,0.0012,1.026
58038.08774,12.0820,0.0013,1.026
58038.08824,12.0855,0.0013,1.026
58038.08875,12.0825,0.0014,1.026
58038.08926,12.0856,0.0014,1.026
58038.08976,12.0814,0.0015,1.027
58038.09027,12.0840,0.0016,1.027
58038.09076,12.0879,0.0016,1.027
58038.09126,12.0817,0.0016,1.027
58038.09177,12.0850,0.0016,1.027
58038.09227,12.0840,0.0016,1.027
58038.09278,12.0810,0.0016,1.027
58038.09328,12.0842,0.0015,1.027
58038.09377,12.0765,0.0014,1.027
58038.09428,12.0776,0.0013,1.027
58038.09479,12.0814,0.0012,1.027
58038.09530,12.0792,0.0010,1.027
58038.09580,12.0872,0.0010,1.028
58038.09631,12.0849,0.0009,1.028
58038.09681,12.0822,0.0008,1.028
58038.09730,12.0819,0.0008,1.028
58038.09781,12.0788,0.0008,1.028
58038.09831,12.0888,0.0008,1.028
58038.09881,12.0796,0.0008,1.028
58038.09932,12.0838,0.0009,1.029
58038.09983,12.0840,0.0009,1.029
58038.10034,12.0830,0.0010,1.029
58038.10083,12.0774,0.0010,1.029
58038.10133,12.0796,0.0010,1.029
58038.10184,12.0873,0.0011,1.030
58038.10234,12.0848,0.0011,1.030
58038.10284,12.0848,0.0011,1.030
58038.10334,12.0895,0.0011,1.030
58038.10384,12.0849,0.0011,1.030
58038.10434,12.0891,0.0011,1.031
58038.10485,12.0803,0.0011,1.031
58038.10536,12.0759,0.0011,1.031
58038.10587,12.0746,0.0012,1.031
58038.10638,12.0848,0.0012,1.032
58038.10688,12.0789,0.0013,1.032
58038.10738,12.0792,0.0014,1.032
58038.10788,12.0838,0.0014,1.032
58038.10838,12.0779,0.0015,1.033
58038.10888,12.0767,0.0016,1.033
58038.10939,12.0851,0.0016,1.033
58038.10988,12.0845,0.0016,1.034
58038.11038,12.0855,0.0016,1.034
58038.11089,12.0845,0.0016,1.034
58038.11139,12.0831,0.0015,1.035
58038.11189,12.0877,0.0015,1.035
58038.11238,12.0867,0.0014,1.035
58038.11288,12.0891,0.0013,1.036
58038.11338,12.0842,0.0013,1.036
58038.11389,12.0879,0.0012,1.036
58038.11439,12.0807,0.0012,1.037
58038.11490,12.0845,0.0012,1.037
58038.11539,12.0785,0.0012,1.037
58038.11589,12.0827,0.0013,1.038
58038.11640,12.0846,0.0013,1.038
58038.11690,12.0859,0.0012,1.039
58038.11741,12.0824,0.0012,1.039
58038.11791,12.0839,0.0011,1.039
58038.11840,12.0861,0.0011,1.040
58038.11890,12.0847,0.0010,1.040
58038.11941,12.0812,0.0010,1.041
58038.11991,12.0881,0.0010,1.041
58038.12042,12.0879,0.0010,1.042
58038.12093,12.0826,0.0011,1.042
58038.12142,12.0879,0.0011,1.042
58038.12193,12.0793,0.0012,1.043
58038.12243,12.0909,0.0013,1.043
58038.12294,12.0773,0.0013,1.044
58038.12344,12.0763,0.0013,1.044
58038.12394,12.0887,0.0014,1.045
58038.12444,12.0859,0.0014,1.045
58038.12495,12.0869,0.0013,1.046
58038.12545,12.0888,0.0013,1.046
58038.12595,12.0820,0.0013,1.047
58038.12646,12.0862,0.0013,1.047
58038.12697,12.0789,0.0012,1.048
58038.12748,12.0799,0.0012,1.049
58038.12797,12.0875,0.0012,1.049
58038.12848,12.0852,0.0012,1.050
58038.12898,12.0937,0.0011,1.050
58038.12949,12.0817,0.0011,1.051
58038.12999,12.0885,0.0011,1.051
58038.13050,12.0780,0.0010,1.052
58038.13101,12.0827,0.0010,1.053
58038.13150,12.0859,0.0010,1.053
58038.13200,12.0797,0.0011,1.054
58038.13250,12.0831,0.0012,1.054
58038.13301,12.0826,0.0013,1.055
58038.13352,12.0828,0.0014,1.056
58038.13402,12.0825,0.0015,1.056
58038.13451,12.0843,0.0016,1.057
58038.13502,12.0834,0.0016,1.058
58038.13552,12.0927,0.0017,1.058
58038.13603,12.0851,0.0017,1.059
58038.13653,12.0813,0.0017,1.060
58038.13704,12.0845,0.0017,1.060
58038.13753,12.0791,0.0016,1.061
58038.13804,12.0787,0.0015,1.062
58038.13854,12.0818,0.0014,1.062
58038.13905,12.0813,0.0014,1.063
58038.13955,12.0879,0.0013,1.064
58038.14005,12.0817,0.0012,1.065
58038.14054,12.0747,0.0012,1.065
58038.14104,12.0869,0.0011,1.066
58038.14155,12.0852,0.0011,1.067
58038.14205,12.0834,0.0011,1.068
58038.14256,12.0846,0.0011,1.068
58038.14304,12.0845,0.0011,1.069
58038.14355,12.0852,0.0011,1.070
58038.14405,12.0846,0.0011,1.071
58038.14456,12.0874,0.0011,1.071
58038.14506,12.0766,0.0011,1.072
58038.14557,12.0795,0.0011,1.073
58038.14608,12.0799,0.0011,1.074
58038.14659,12.0868,0.0011,1.075
58038.14708,12.0883,0.0011,1.076
58038.14759,12.0830,0.0011,1.076
58038.14809,12.0809,0.0011,1.077
58038.14860,12.0841,0.0011,1.078
58038.14911,12.0855,0.0011,1.079
58038.14961,12.0803,0.0012,1.080
58038.15012,12.0800,0.0012,1.081
58038.15061,12.0842,0.0013,1.082
58038.15111,12.0866,0.0013,1.082
58038.15161,12.0787,0.0014,1.083
58038.15212,12.0846,0.0014,1.084
58038.15262,12.0838,0.0014,1.085
58038.15313,12.0802,0.0014,1.086
58038.15362,12.0811,0.0015,1.087
58038.15413,12.0832,0.0016,1.088
58038.15464,12.0933,0.0017,1.089
58038.15514,12.0831,0.0018,1.090
58038.15564,12.0835,0.0019,1.091
58038.15615,12.0799,0.0020,1.092
58038.15664,12.0823,0.0021,1.093
58038.15715,12.0799,0.0022,1.094
58038.15766,12.0798,0.0023,1.095
58038.15816,12.0902,0.0023,1.096
58038.15867,12.0866,0.0023,1.097
58038.15917,12.0804,0.0022,1.098
58038.15966,12.0796,0.0021,1.099
58038.16017,12.0846,0.0020,1.100
58038.16068,12.0846,0.0019,1.101
58038.16119,12.0793,0.0018,1.102
58038.16169,12.0775,0.0017,1.103
58038.16220,12.0826,0.0016,1.104
58038.16270,12.0874,0.0015,1.105
58038.16321,12.0867,0.0015,1.107
58038.16370,12.0833,0.0014,1.108
58038.16420,12.0850,0.0013,1.109
58038.16471,12.0741,0.0013,1.110
58038.16522,12.0812,0.0012,1.111
58038.16573,12.0911,0.0012,1.112
58038.16624,12.0853,0.0011,1.113
58038.16675,12.0882,0.0011,1.115
58038.16725,12.0903,0.0011,1.116
58038.16775,12.0893,0.0011,1.117
58038.16825,12.0832,0.0010,1.118
58038.16875,12.0931,0.0011,1.119
58038.16926,12.0816,0.0011,1.121
58038.16976,12.0829,0.0011,1.122
58038.17027,12.0906,0.0011,1.123
58038.17076,12.0886,0.0012,1.124
58038.17127,12.0780,0.0012,1.125
58038.17178,12.0883,0.0012,1.127
58038.17229,12.0829,0.0012,1.128
58038.17280,12.0775,0.0012,1.129
58038.17331,12.0884,0.0011,1.131
58038.17382,12.0806,0.0011,1.132
58038.17432,12.0765,0.0011,1.133
58038.17481,12.0814,0.0011,1.134
58038.17531,12.0861,0.0011,1.136
58038.17581,12.0785,0.0011,1.137
58038.17631,12.0766,0.0011,1.138
58038.17681,12.0808,0.0011,1.140
58038.17730,12.0828,0.0011,1.141
58038.17781,12.0802,0.0011,1.143
58038.17832,12.0832,0.0011,1.144
58038.17882,12.0773,0.0011,1.145
58038.17933,12.0907,0.0012,1.147
58038.17983,12.0851,0.0012,1.148
58038.18032,12.0902,0.0013,1.150
58038.18083,12.0892,0.0014,1.151
58038.18133,12.0812,0.0015,1.152
58038.18184,12.0844,0.0016,1.154
58038.18234,12.0841,0.0016,1.155
58038.18284,12.0840,0.0017,1.157
58038.18334,12.0824,0.0018,1.158
58038.18384,12.0893,0.0019,1.160
58038.18434,12.0866,0.0019,1.161
58038.18485,12.0834,0.0019,1.163
58038.18535,12.0833,0.0019,1.164
58038.18584,12.0857,0.0019,1.166
58038.18635,12.0815,0.0018,1.167
58038.18686,12.0837,0.0017,1.169
58038.18736,12.0847,0.0017,1.171
58038.18787,12.0834,0.0016,1.172
58038.18837,12.0780,0.0016,1.174
58038.18888,12.0830,0.0015,1.175
58038.18939,12.0798,0.0015,1.177
58038.18988,12.0790,0.0014,1.179
58038.19038,12.0846,0.0014,1.180
58038.19086,12.0853,0.0014,1.182
58038.19137,12.0759,0.0014,1.183
58038.19183,12.0840,0.0014,1.185
58038.19234,12.0786,0.0013,1.187
58038.19284,12.0823,0.0013,1.188
58038.19333,12.0823,0.0014,1.190
58038.19384,12.0849,0.0014,1.192
58038.19435,12.0837,0.0014,1.194
58038.19486,12.0836,0.0015,1.195
58038.19536,12.0861,0.0015,1.197
58038.19587,12.0912,0.0016,1.199
58038.19637,12.0869,0.0016,1.201
58038.19686,12.0741,0.0016,1.202
58038.19736,12.0798,0.0016,1.204
58038.19787,12.0873,0.0016,1.206
58038.19837,12.0850,0.0016,1.208
58038.19888,12.0830,0.0017,1.210
58038.19937,12.0804,0.0017,1.211
58038.19987,12.0859,0.0016,1.213
58038.20038,12.0804,0.0016,1.215
58038.20089,12.0813,0.0016,1.217
58038.20139,12.0819,0.0016,1.219
58038.20190,12.0856,0.0015,1.221
58038.20240,12.0803,0.0015,1.223
58038.20291,12.0817,0.0015,1.225
58038.20341,12.0845,0.0015,1.227
58038.20391,12.0893,0.0014,1.229
58038.20442,12.0785,0.0014,1.231
58038.20493,12.0826,0.0014,1.233
58038.20544,12.0885,0.0014,1.235
58038.20595,12.0799,0.0013,1.237
58038.20645,12.0855,0.0014,1.239
58038.20696,12.0861,0.0014,1.241
58038.20745,12.0834,0.0014,1.243
58038.20796,12.0824,0.0014,1.245
58038.20847,12.0828,0.0015,1.247
58038.20897,12.0842,0.0016,1.249
58038.20947,12.0734,0.0017,1.251
58038.20998,12.0887,0.0018,1.253
58038.21047,12.0790,0.0018,1.256
58038.21098,12.0829,0.0019,1.258
58038.21148,12.0822,0.0019,1.260
58038.21198,12.0891,0.0019,1.262
58038.21248,12.0850,0.0018,1.264
58038.21299,12.0876,0.0018,1.266
58038.21350,12.0915,0.0017,1.269
58038.21400,12.0818,0.0017,1.271
58038.21450,12.0835,0.0016,1.273
58038.21501,12.0892,0.0015,1.276
58038.21551,12.0859,0.0015,1.278
58038.21602,12.0835,0.0015,1.280
58038.21653,12.0790,0.0015,1.282
58038.21703,12.0745,0.0014,1.285
58038.21752,12.0895,0.0014,1.287
58038.21803,12.0873,0.0014,1.289
58038.21854,12.0794,0.0014,1.292
58038.21904,12.0853,0.0014,1.294
58038.21955,12.0898,0.0014,1.297
58038.22005,12.0876,0.0013,1.299
58038.22054,12.0781,0.0013,1.302
58038.22154,12.0829,0.0013,1.306
58038.22205,12.0818,0.0013,1.309
58038.22255,12.0777,0.0013,1.311
58038.22304,12.0847,0.0014,1.314
58038.22355,12.0874,0.0014,1.316
58038.22406,12.0791,0.0014,1.319
58038.22457,12.0851,0.0014,1.322
58038.22507,12.0889,0.0014,1.324
58038.22558,12.0853,0.0014,1.327
58038.22608,12.0797,0.0014,1.329
58038.22659,12.0949,0.0013,1.332
58038.22708,12.0892,0.0013,1.335
58038.22759,12.0889,0.0013,1.337
58038.22810,12.0813,0.0013,1.340
58038.22856,12.0762,0.0013,1.343
58038.22906,12.0822,0.0013,1.345
58038.22957,12.0899,0.0014,1.348
58038.23007,12.0856,0.0015,1.351
58038.23057,12.0827,0.0016,1.354
58038.23108,12.0895,0.0017,1.357
58038.23208,12.0962,0.0019,1.362
58038.23259,12.0726,0.0019,1.365
58038.23310,12.0875,0.0020,1.368
58038.23360,12.0785,0.0019,1.371
58038.23410,12.0950,0.0029,1.374
58039.07434,12.0861,0.0015,1.027
58039.07485,12.0775,0.0015,1.027
58039.07536,12.0825,0.0015,1.027
58039.07586,12.0739,0.0009,1.027
58039.07637,12.0781,0.0010,1.027
58039.07687,12.0745,0.0011,1.027
58039.07737,12.0852,0.0011,1.027
58039.07787,12.0730,0.0012,1.027
58039.07838,12.0799,0.0013,1.027
58039.07889,12.0702,0.0014,1.027
58039.07940,12.0835,0.0015,1.027
58039.07991,12.0817,0.0015,1.026
58039.08041,12.0833,0.0015,1.026
58039.08091,12.0803,0.0016,1.026
58039.08142,12.0717,0.0016,1.026
58039.08192,12.0773,0.0016,1.026
58039.08243,12.0764,0.0016,1.026
58039.08293,12.0848,0.0016,1.026
58039.08343,12.0836,0.0016,1.026
58039.08392,12.0819,0.0015,1.026
58039.08443,12.0774,0.0015,1.026
58039.08493,12.0778,0.0015,1.026
58039.08544,12.0742,0.0015,1.026
58039.08595,12.0783,0.0015,1.026
58039.08646,12.0811,0.0016,1.026
58039.08697,12.0848,0.0016,1.026
58039.08748,12.0820,0.0016,1.027
58039.08797,12.0759,0.0016,1.027
58039.08848,12.0796,0.0016,1.027
58039.08899,12.0756,0.0016,1.027
58039.08949,12.0763,0.0016,1.027
58039.09000,12.0681,0.0016,1.027
58039.09050,12.0861,0.0016,1.027
58039.09101,12.0755,0.0016,1.027
58039.09150,12.0776,0.0016,1.027
58039.09201,12.0726,0.0016,1.027
58039.09252,12.0769,0.0015,1.027
58039.09302,12.0809,0.0015,1.028
58039.09350,12.0726,0.0014,1.028
58039.09400,12.0841,0.0014,1.028
58039.09451,12.0865,0.0013,1.028
58039.09502,12.0841,0.0013,1.028
58039.09552,12.0677,0.0014,1.028
58039.09602,12.0768,0.0014,1.028
58039.09654,12.0812,0.0015,1.029
58039.09704,12.0763,0.0016,1.029
58039.09755,12.0706,0.0016,1.029
58039.09806,12.0743,0.0017,1.029
58039.09856,12.0680,0.0018,1.029
58039.09907,12.0778,0.0018,1.030
58039.09957,12.0740,0.0019,1.030
58039.10008,12.0780,0.0019,1.030
58039.10059,12.0772,0.0019,1.030
58039.10110,12.0700,0.0019,1.030
58039.10161,12.0781,0.0019,1.031
58039.10211,12.0806,0.0018,1.031
58039.10262,12.0774,0.0018,1.031
58039.10314,12.0740,0.0018,1.031
58039.10363,12.0774,0.0017,1.032
58039.10413,12.0703,0.0017,1.032
58039.10463,12.0712,0.0016,1.032
58039.10514,12.0760,0.0015,1.032
58039.10565,12.0774,0.0015,1.033
58039.10616,12.0734,0.0014,1.033
58039.10666,12.0748,0.0014,1.033
58039.10715,12.0759,0.0013,1.034
58039.10765,12.0694,0.0013,1.034
58039.10816,12.0741,0.0012,1.034
58039.10867,12.0734,0.0012,1.035
58039.10918,12.0794,0.0011,1.035
58039.10968,12.0805,0.0011,1.035
58039.11019,12.0832,0.0011,1.036
58039.11069,12.0834,0.0011,1.036
58039.11119,12.0810,0.0012,1.036
58039.11170,12.0765,0.0012,1.037
58039.11221,12.0733,0.0012,1.037
58039.11271,12.0834,0.0013,1.037
58039.11322,12.0819,0.0013,1.038
58039.11372,12.0769,0.0014,1.038
58039.11422,12.0851,0.0014,1.039
58039.11472,12.0669,0.0015,1.039
58039.11523,12.0857,0.0016,1.039
58039.11574,12.0761,0.0016,1.040
58039.11624,12.0736,0.0017,1.040
58039.11675,12.0734,0.0017,1.041
58039.11725,12.0708,0.0017,1.041
58039.11919,12.0771,0.0017,1.043
58039.11970,12.0778,0.0017,1.043
58039.12021,12.0841,0.0018,1.044
58039.12071,12.0828,0.0017,1.044
58039.12122,12.0814,0.0017,1.045
58039.12171,12.0846,0.0017,1.045
58039.12223,12.0817,0.0016,1.046
58039.12274,12.0754,0.0016,1.046
58039.12324,12.0740,0.0016,1.047
58039.12374,12.0733,0.0015,1.047
58039.12424,12.0792,0.0016,1.048
58039.12475,12.0825,0.0016,1.049
58039.12527,12.0776,0.0016,1.049
58039.12578,12.0734,0.0017,1.050
58039.12627,12.0812,0.0018,1.050
58039.12678,12.0804,0.0019,1.051
58039.12728,12.0781,0.0020,1.051
58039.12779,12.0825,0.0021,1.052
58039.12830,12.0774,0.0022,1.053
58039.12881,12.0722,0.0023,1.053
58039.12931,12.0737,0.0024,1.054
58039.12981,12.0792,0.0025,1.054
58039.13031,12.0791,0.0025,1.055
58039.13082,12.0827,0.0026,1.056
58039.13133,12.0823,0.0027,1.056
58039.13184,12.0773,0.0028,1.057
58039.13235,12.0777,0.0028,1.058
58039.13286,12.0754,0.0028,1.058
58039.13337,12.0779,0.0029,1.059
58039.13387,12.0735,0.0028,1.060
58039.13437,12.0751,0.0028,1.060
58039.13487,12.0719,0.0027,1.061
58039.13538,12.0852,0.0026,1.062
