Time,n_flux
518.42254,0.99961896
518.44297,0.99955140
518.46341,0.99941165
518.48384,0.99952539
518.50427,0.99958585
518.52471,0.99957152
518.54514,0.99940581
518.58601,0.99944663
518.60645,0.99947433
518.62688,0.99985452
518.64732,0.99963432
518.66775,0.99943091
518.68818,0.99939503
518.70862,0.99948559
518.72905,0.99938955
518.74949,0.99947288
518.79036,0.99947337
518.81079,0.99953551
518.83123,0.99958783
518.85166,0.99956826
518.87210,0.99964347
518.89253,0.99969146
518.91296,0.99970959
518.93340,0.99982682
518.95383,0.99987843
518.97427,0.99988204
518.99470,0.99980617
519.01514,0.99987584
519.03557,0.99980756
519.05601,0.99995936
519.07644,0.99997074
519.09687,0.99995357
519.11731,1.0000352
519.13774,1.0000405
519.15818,1.0000836
519.17861,1.0001189
519.19905,1.0001570
519.21948,1.0000010
519.23992,1.0001615
519.26035,0.99997489
519.28079,0.99986867
519.30122,0.99978907
519.32165,0.99977155
519.34209,0.99984964
519.36252,0.99979780
519.38296,0.99971579
519.40339,0.99974493
519.42383,0.99967249
519.44426,0.99965425
519.46470,0.99969815
519.48513,0.99967478
519.50556,0.99955586
519.52600,0.99969297
519.54643,0.99958862
519.56687,0.99948697
519.58730,0.99965594
519.60774,0.99932494
519.62817,0.99995496
519.64861,0.99946427
519.66904,0.99960813
519.68948,0.99960517
519.70991,0.99969315
519.73034,0.99971862
519.75078,0.99976468
519.77121,0.99977064
519.79165,0.99993473
519.81208,0.99982797
519.83252,0.99996809
519.85295,0.99985452
519.87339,0.99996718
519.89382,0.99992744
519.91425,0.99995159
519.93469,0.99985109
519.95512,0.99988866
519.97556,1.0000999
519.99599,0.99994177
520.01643,0.99995996
520.03686,0.99999037
520.05730,0.99998531
520.07773,1.0000095
520.09816,1.0002288
520.11860,1.0000044
520.13903,1.0001811
520.15947,0.99998151
520.17990,0.99999109
520.20034,0.99988692
520.22077,1.0000209
520.24121,0.99996929
520.26164,1.0000195
520.28208,1.0000049
520.30251,1.0000618
520.32294,0.99990781
520.34338,0.99994852
520.36381,0.99999807
520.38425,0.99993948
520.40468,0.99997363
520.42512,0.99964383
520.44555,0.99968357
520.46599,0.99954671
520.48642,0.99974078
520.50685,0.99975101
520.52729,0.99966298
520.54772,0.99962137
520.56816,0.99966322
520.58859,0.99973169
520.60903,0.99973247
520.62946,0.99974632
520.64990,0.99966473
520.67033,0.99981821
520.69077,0.99984766
520.71120,0.99991239
520.73163,1.0000044
520.75207,1.0000668
520.77250,1.0000664
520.79294,0.99990884
520.81337,1.0000909
520.83381,1.0002120
520.85424,1.0001213
520.87468,1.0002531
520.89511,1.0002188
520.91554,1.0002039
520.93598,1.0003612
520.95641,1.0004019
520.97685,1.0003678
520.99728,1.0002194
521.01772,1.0002822
521.03815,1.0001773
521.05859,1.0001628
521.07902,1.0001817
521.09945,1.0002090
521.11989,1.0002522
521.14032,1.0001262
521.16076,1.0000538
521.18119,1.0001405
521.20163,1.0001070
521.22206,1.0001812
521.24250,1.0001154
521.26293,1.0000683
521.28337,1.0001431
521.30380,0.99979118
521.32423,0.99984910
521.34467,0.99978275
521.36510,0.99979798
521.38554,0.99985916
521.40597,0.99988403
521.42641,0.99996321
521.44684,0.99981809
521.46728,1.0000490
521.48771,0.99993665
521.50814,0.99988638
521.52858,0.99998717
521.54901,0.99993696
521.56945,0.99997248
521.58988,1.0000432
521.61032,1.0001808
521.63075,1.0000818
521.65119,1.0002153
521.67162,1.0003970
521.69205,1.0002576
521.71249,1.0002931
521.73292,1.0002324
521.77379,1.0003354
521.79423,1.0001265
521.81466,1.0001143
521.83510,1.0002153
521.85553,1.0003544
521.87597,1.0003028
521.89640,1.0002271
521.91683,1.0003282
521.93727,1.0001887
521.95770,1.0003644
521.97814,1.0003066
521.99857,1.0003952
522.01901,1.0004636
522.03944,1.0004029
522.05988,1.0004730
522.08031,1.0004238
522.10074,1.0004321
522.12118,1.0004414
522.14161,1.0003562
522.16205,1.0004206
522.18248,1.0003255
522.20292,1.0003294
522.22335,1.0001178
522.24379,1.0002330
522.26422,1.0000621
522.28465,1.0000612
522.30509,1.0000202
522.32552,0.99988577
522.34596,0.99998567
522.36639,1.0001091
522.38683,1.0000248
522.40726,1.0002617
522.42770,1.0001923
522.44813,1.0002481
522.46857,1.0000718
522.48900,1.0001306
522.50943,1.0000137
522.52987,1.0001452
522.55030,1.0001364
522.57074,1.0001814
522.59117,1.0002543
522.61161,1.0003359
522.63204,1.0003663
522.65248,1.0003864
522.67291,1.0003031
522.69334,1.0001873
522.71378,1.0001591
522.73421,1.0002702
522.75465,1.0001324
522.77508,1.0002127
522.79552,1.0000921
522.81595,1.0002610
522.83639,1.0000440
522.85682,1.0001277
522.87725,1.0000948
522.89769,1.0001260
522.91812,1.0003385
522.93856,1.0003290
522.95899,1.0002464
522.97943,1.0003317
522.99986,1.0001663
523.02030,1.0003159
523.04073,1.0002409
523.06117,1.0002444
523.08160,1.0002944
523.10203,1.0002645
523.12247,1.0003935
523.14290,1.0002156
523.16334,0.99998916
523.18377,0.99999494
523.20421,0.99995538
523.22464,0.99998880
523.24508,1.0000206
523.26551,0.99990643
523.28594,0.99991859
523.30638,0.99984236
523.32681,0.99987843
523.34725,0.99968658
523.36768,0.99971982
523.38812,0.99987746
523.40855,0.99977937
523.42899,0.99999753
523.44942,0.99982249
523.46985,0.99990625
523.49029,0.99989721
523.51072,0.99991781
523.53116,0.99975734
523.55159,0.99961631
523.57203,0.99978654
523.59246,0.99969140
523.61290,0.99978220
523.63333,0.99977937
523.65377,0.99971073
523.67420,0.99966894
523.69463,0.99969212
523.71507,0.99972145
523.73550,0.99970724
523.75594,0.99970459
523.77637,0.99969538
523.79681,0.99980882
523.81724,0.99978973
523.83768,0.99990263
523.85811,0.99986476
523.87854,0.99987361
523.89898,1.0000216
523.91941,1.0001496
523.93985,0.99996261
523.96028,0.99993154
523.98072,1.0000243
524.00115,1.0000691
524.02159,1.0000358
524.04202,1.0000462
524.06245,0.99996538
524.08289,0.99990131
524.10332,0.99992792
524.12376,0.99976017
524.14419,0.99972133
524.16463,0.99968014
524.18506,0.99960391
524.20550,0.99951226
524.22593,0.99958795
524.24636,0.99959518
524.26680,0.99963661
524.28723,0.99961234
524.30767,0.99984621
524.32810,0.99985296
524.34854,0.99986741
524.36897,0.99981520
524.38941,0.99980918
524.40984,0.99975210
524.43028,0.99979280
524.45071,0.99977986
524.47114,0.99964329
524.49158,0.99965419
524.51201,0.99973548
524.53245,0.99955466
524.55288,0.99970296
524.57332,0.99964889
524.59375,0.99960481
524.61419,0.99956838
524.63462,0.99936618
524.65505,0.99961336
524.67549,0.99952364
524.69592,0.99960505
524.71636,0.99965280
524.75723,0.99980244
524.77766,0.99997923
524.79810,1.0000927
524.81853,1.0000609
524.83896,1.0000037
524.85940,1.0002203
524.87983,1.0002171
524.90027,1.0001680
524.92070,1.0001492
524.94114,1.0000127
524.96157,0.99985013
524.98201,0.99993726
525.00244,0.99985880
525.02287,0.99989812
525.04331,0.99982110
525.06374,0.99976595
525.08418,0.99972645
525.10461,0.99993635
525.12505,1.0000682
525.14548,0.99994129
525.16592,0.99984525
525.18635,0.99990245
525.20678,1.0000481
525.22722,1.0000510
525.24765,1.0001206
525.26809,0.99995749
525.28852,0.99979371
525.30896,0.99982195
525.32939,0.99982303
525.34983,0.99972458
525.37026,0.99988957
525.39070,0.99991817
525.41113,0.99977673
525.43156,0.99977233
525.45200,0.99964534
525.47243,0.99983525
525.49287,0.99977913
525.51330,0.99989204
525.53374,0.99974716
525.55417,0.99977841
525.57461,0.99980460
525.59504,0.99977703
525.61547,0.99981207
525.63591,0.99978750
525.65634,0.99996809
525.67678,1.0001469
525.69721,1.0000026
525.71765,1.0001725
525.73808,1.0001700
525.75852,1.0002713
525.77895,1.0002501
525.79938,1.0002094
525.81982,1.0002439
525.84025,1.0001909
525.86069,1.0001992
525.88112,1.0002299
525.90156,1.0001868
525.92199,1.0002433
525.94243,1.0001600
525.96286,1.0002292
525.98329,1.0002275
526.00373,1.0002063
526.02416,1.0001525
526.04460,1.0003264
526.06503,1.0002985
526.08547,1.0000449
526.10590,1.0001310
526.12634,1.0002537
526.14677,1.0001602
526.16720,1.0000356
526.18764,1.0000238
526.20807,0.99984964
526.22851,0.99998290
526.24894,0.99980647
526.26938,0.99975836
526.28981,0.99984266
526.31025,0.99983158
526.33068,0.99982688
526.35111,0.99989601
526.37155,0.99976528
526.39198,0.99971181
526.41242,0.99976221
526.43285,0.99976215
526.45329,0.99970375
526.47372,0.99983700
526.49416,0.99993425
526.51459,1.0000784
526.53503,1.0000376
526.55546,0.99996297
526.57589,1.0000037
526.59633,0.99995827
526.61676,1.0002733
526.63720,1.0001479
526.65763,1.0002831
526.67807,1.0003750
526.69850,1.0003026
526.71894,1.0004005
526.73937,1.0003867
526.75980,1.0004579
526.78024,1.0005450
526.80067,1.0006654
526.82111,1.0006600
526.84154,1.0006562
526.86198,1.0005735
526.88241,1.0004974
526.90285,1.0004620
526.92328,1.0004157
526.94371,1.0003725
526.96415,1.0004881
526.98458,1.0002466
527.00502,1.0003287
527.02545,1.0002257
527.04589,1.0002422
527.06632,1.0001278
527.08676,0.99985217
527.10719,0.99986867
527.12762,0.99971844
527.14806,0.99978371
527.16849,0.99980725
527.18893,0.99970146
527.20936,0.99966135
527.22980,0.99977883
527.25023,0.99972717
527.27067,0.99986355
527.29110,0.99997218
527.31153,0.99991155
527.33197,1.0000375
527.35240,0.99994852
527.37284,1.0000481
527.39327,1.0001435
527.41371,1.0001500
527.43414,1.0002307
527.45458,1.0001877
527.47501,0.99998892
527.49544,1.0001311
527.51588,0.99983050
527.53631,0.99997742
527.55675,1.0000854
527.57718,1.0002198
527.59762,1.0001642
527.61805,1.0001962
527.63849,1.0002435
527.65892,1.0001911
527.67935,1.0003026
527.69979,1.0003408
527.74066,1.0004099
527.76109,1.0004365
527.78153,1.0004419
527.80196,1.0003198
527.82240,1.0004185
527.84283,1.0004898
527.86326,1.0003627
527.88370,1.0003983
527.90413,1.0003293
527.92457,1.0003194
527.94500,1.0004043
527.96544,1.0003809
527.98587,1.0001799
528.00631,1.0001542
528.02674,1.0000054
528.04717,0.99979888
528.06761,0.99977347
528.08804,0.99979106
528.10848,0.99988939
528.12891,0.99990661
528.14935,0.99993166
528.16978,0.99975505
528.19022,0.99972338
528.21065,0.99977697
528.23109,0.99987506
528.25152,1.0000605
528.27195,1.0000411
528.29239,1.0001119
528.31282,1.0001289
528.33326,1.0001587
528.35369,0.99999633
528.37413,1.0000248
528.39456,1.0001303
528.41500,0.99994292
528.43543,0.99996026
528.45586,1.0000708
528.47630,1.0002003
528.49673,1.0002136
528.51717,1.0003905
528.53760,1.0006211
528.55804,1.0004399
528.57847,1.0004049
528.59891,1.0006000
528.61934,1.0005109
528.63977,1.0005336
528.66021,1.0003047
528.68064,1.0003354
528.70108,1.0004448
528.72151,1.0003929
528.74195,1.0003464
528.76238,1.0003952
528.78282,1.0003135
528.80325,1.0003182
528.82368,1.0001464
528.84412,1.0002509
528.86455,1.0000185
528.88499,1.0000403
528.90542,0.99996742
528.92586,1.0001246
528.94629,0.99987277
528.96673,0.99984591
528.98716,0.99978510
529.00759,0.99959982
529.02803,0.99975306
529.04846,0.99966388
529.06890,0.99974861
529.08933,0.99984380
529.10977,0.99990227
529.13020,0.99980563
529.15064,1.0000022
529.17107,1.0000953
529.19150,0.99999591
529.21194,1.0001455
529.23237,1.0002569
529.25281,1.0003153
529.27324,1.0002622
529.29368,1.0003402
529.31411,1.0004833
529.33455,1.0002967
529.35498,1.0003418
529.37541,1.0002474
529.39585,1.0002549
529.41628,1.0004044
529.43672,1.0003760
529.45715,1.0003361
529.47759,1.0002832
529.49802,1.0003509
529.51846,1.0002250
529.53889,1.0003196
529.55932,1.0002430
529.57976,1.0001994
529.60019,1.0001402
529.62063,1.0002280
529.64106,1.0001524
529.66150,1.0002493
529.68193,1.0002412
529.70237,1.0002568
529.72280,1.0003047
529.74323,1.0001587
529.76367,1.0001564
529.78410,0.99987554
529.80454,1.0000353
529.82497,0.99983507
529.84541,0.99977486
529.86584,0.99971507
529.88628,0.99980683
529.90671,0.99966954
529.92714,0.99972566
529.94758,0.99957471
529.96801,0.99959223
529.98845,0.99965973
530.00888,0.99980418
530.02932,0.99993545
530.04975,0.99982658
530.07019,0.99995905
530.09062,0.99978636
530.11105,0.99997025
530.13149,1.0000058
530.15192,1.0001239
530.17236,0.99997170
530.19279,1.0000830
530.21323,0.99996670
530.23366,1.0001254
530.25410,1.0003362
530.27453,1.0003029
530.29496,1.0002543
530.31540,1.0004273
530.33583,1.0005193
530.35627,1.0003407
530.37670,1.0002506
530.39714,1.0001419
530.41757,1.0001005
530.43801,1.0002018
530.45844,0.99999554
530.47887,0.99988300
530.49931,0.99999898
530.51974,0.99997158
530.54018,1.0001238
530.56061,1.0000735
530.58105,1.0000396
530.60148,1.0002792
530.62192,1.0001139
530.64235,1.0000644
530.66278,0.99993882
530.68322,0.99983495
530.72409,0.99973704
530.74452,0.99981219
530.76496,0.99985103
530.78539,0.99986367
530.80583,0.99976522
530.82626,0.99980334
530.84669,0.99987849
530.86713,0.99979702
530.88756,0.99979858
530.90800,0.99993250
530.92843,0.99983917
530.94887,0.99986097
530.96930,0.99990372
530.98974,0.99996297
531.01017,0.99982339
531.03060,0.99984790
531.05104,0.99989625
531.07147,0.99991082
531.09191,0.99993190
531.11234,0.99990679
531.13278,1.0001265
531.15321,1.0000799
531.17364,1.0002518
531.19408,1.0002153
531.21451,1.0002382
531.23495,1.0002754
531.25538,1.0002656
531.27582,1.0002469
531.29625,1.0001321
531.31669,0.99998705
531.33712,1.0001779
531.35755,1.0000317
531.37799,1.0000396
531.39842,0.99998013
531.41886,0.99996556
531.43929,0.99982086
531.45973,0.99975896
531.48016,0.99989511
531.50060,0.99970591
531.52103,0.99985091
531.54146,0.99993563
531.56190,0.99985254
531.58233,0.99992967
531.60277,0.99979599
531.62320,0.99980244
531.64364,0.99978985
531.66407,0.99969146
531.68451,0.99976824
531.70494,0.99959777
531.72537,0.99991949
531.74581,0.99988156
531.76624,0.99979997
531.78668,0.99989812
531.80711,1.0000063
531.82755,0.99995695
531.84798,1.0001720
531.86842,0.99995056
531.88885,1.0001882
531.90928,1.0000267
531.92972,1.0001024
531.95015,1.0000958
531.97059,1.0001085
531.99102,1.0000974
532.01146,1.0001697
532.03189,1.0002817
532.05233,1.0002710
532.07276,1.0003226
532.09319,1.0002602
532.11363,1.0002938
532.13406,1.0002984
532.15450,1.0003224
532.17493,1.0002808
532.19537,1.0001546
532.21580,1.0002913
532.23624,1.0000437
532.25667,1.0000697
532.27710,1.0000116
532.29754,0.99991185
532.31797,1.0000317
532.35884,0.99987102
532.37928,0.99990619
532.39971,0.99977046
532.42015,0.99982466
532.44058,0.99984465
532.46101,0.99974373
532.48145,0.99986861
532.50188,0.99988553
532.52232,0.99983706
532.54275,1.0000462
532.56319,0.99980376
532.58362,0.99982562
532.60406,0.99996809
532.62449,0.99988487
532.64492,0.99985248
532.66536,0.99998820
532.68579,0.99988927
532.70623,0.99993726
532.72666,1.0000757
532.74710,1.0000703
532.76753,1.0000426
532.78796,0.99995677
532.80840,0.99991010
532.82883,0.99995990
532.84927,0.99989541
532.86970,0.99994912
532.89014,1.0001809
532.91057,1.0000299
532.93101,1.0001245
532.95144,1.0001687
532.97187,1.0000810
532.99231,1.0001985
533.01274,1.0002047
533.03318,1.0001337
533.05361,0.99994918
533.09448,0.99994978
533.11492,0.99994689
533.13535,0.99998446
533.15578,0.99982857
533.17622,0.99998091
533.19665,0.99984868
533.21709,1.0000143
533.23752,0.99997796
533.25796,1.0000507
533.27839,1.0000645
533.29883,0.99999777
533.31926,0.99991992
533.33969,0.99998055
533.36013,1.0000511
533.38056,0.99997013
533.40100,0.99998043
533.42143,1.0000029
533.44187,1.0000500
533.46230,1.0001116
533.48274,0.99998422
533.50317,1.0000644
533.52360,1.0001743
533.54404,1.0000300
533.56447,1.0002905
533.58491,1.0002843
533.60534,1.0001651
533.62578,1.0001331
533.64621,1.0001569
533.66665,1.0001560
533.70751,1.0001079
533.72795,1.0000149
533.74838,1.0000422
533.76882,1.0000640
533.78925,0.99996411
533.80969,1.0000376
533.83012,1.0001797
533.85055,1.0000566
533.87099,1.0000807
533.89142,1.0001611
533.91186,1.0002014
533.93229,1.0001750
533.95273,1.0003013
533.97316,1.0001189
533.99360,1.0002224
534.01403,1.0001846
534.03446,1.0001911
534.05490,1.0002099
534.07533,1.0000073
534.09577,1.0002346
534.11620,0.99999940
534.13664,1.0000220
534.15707,1.0000366
534.17751,1.0000410
534.19794,1.0000314
534.21837,1.0000449
534.23881,1.0000214
534.25924,1.0000075
534.27968,0.99990564
534.30011,0.99979100
534.32055,0.99987584
534.34098,0.99992142
534.36142,1.0001488
534.38185,1.0001895
534.40228,1.0000271
534.42272,1.0000994
534.44315,1.0000111
534.46359,1.0001145
534.48402,1.0000926
534.50446,1.0001088
534.52489,1.0003448
534.54532,1.0002799
534.56576,1.0003200
534.58619,1.0002424
534.60663,1.0001705
534.62706,1.0002537
534.64750,1.0002570
534.66793,1.0001923
534.68837,1.0001130
534.70880,1.0002897
534.72923,1.0003547
534.74967,1.0001991
534.77010,1.0002848
534.79054,1.0001015
534.81097,1.0001484
534.83141,1.0000023
534.85184,1.0000173
534.87228,1.0001818
534.89271,1.0002371
534.91314,1.0001308
534.93358,1.0001889
534.95401,1.0000525
534.97445,1.0001265
534.99488,1.0000880
535.01532,0.99996309
535.03575,0.99998657
535.05619,0.99986861
535.07662,0.99979401
535.09705,0.99995388
535.11749,0.99983586
535.13792,0.99993196
535.15836,0.99990227
535.17879,1.0000300
535.19923,0.99987933
535.21966,0.99994978
535.24009,1.0000451
535.26053,0.99998242
535.28096,1.0002028
535.30140,1.0000515
535.32183,1.0002748
535.34227,1.0000309
535.36270,1.0001733
535.38314,1.0001555
535.40357,1.0001371
535.42400,1.0000589
535.44444,1.0000983
535.46487,0.99992232
535.48531,0.99986331
535.50574,1.0000589
535.52618,1.0001200
535.54661,1.0001248
535.56705,1.0000279
535.58748,1.0001004
535.60791,0.99999843
535.62835,0.99986386
535.64878,0.99985109
535.66922,0.99999259
535.68965,0.99980491
535.71009,0.99997194
535.73052,0.99977817
535.75096,0.99982875
535.77139,0.99978859
535.79182,0.99985464
535.81226,1.0000332
535.83269,1.0000125
535.85313,0.99995141
535.87356,0.99998356
535.89400,1.0000282
535.91443,0.99987921
535.93486,0.99987656
535.95530,0.99998970
535.97573,0.99991070
535.99617,0.99990516
536.01660,0.99972217
536.03704,0.99974656
536.05747,0.99994340
536.07791,0.99989396
536.09834,0.99997953
536.11877,0.99982104
536.13921,0.99976534
536.15964,0.99991299
536.18008,0.99992383
536.20051,1.0000480
536.22095,0.99987975
536.24138,1.0001062
536.26182,0.99997308
536.28225,0.99998766
536.30268,0.99991901
536.32312,0.99988607
536.34355,0.99995261
536.36399,1.0000358
536.38442,1.0000122
536.40486,1.0000152
536.42529,1.0000392
536.44572,1.0000792
536.46616,1.0002636
536.48659,1.0001712
536.50703,1.0002307
536.52746,1.0001531
536.54790,1.0000525
536.56833,1.0000912
536.58877,0.99995183
536.60920,0.99980972
536.62963,0.99987590
536.65007,0.99978305
536.69094,0.99972747
536.71137,0.99964570
536.73181,0.99973319
536.75224,0.99979563
536.77268,0.99982429
536.79311,0.99984320
536.81354,0.99995809
536.83398,0.99993220
536.85441,1.0000239
536.87485,0.99989041
536.89528,0.99985055
536.91572,0.99989758
536.93615,0.99991540
536.95658,1.0000134
536.97702,0.99984796
536.99745,0.99995839
537.01789,1.0001046
537.03832,0.99995382
537.05876,1.0000501
537.07919,1.0000104
537.09963,1.0000599
537.12006,1.0001283
537.14049,0.99997718
537.16093,0.99993190
537.18136,0.99992317
537.20180,0.99989776
537.22223,0.99992491
537.24267,1.0000440
537.26310,0.99993401
537.28353,0.99988806
537.30397,1.0000933
537.32440,1.0001085
537.34484,1.0001716
537.36527,1.0002539
537.38571,1.0001704
537.40614,1.0001819
537.42658,1.0000163
537.44701,0.99997597
537.46744,0.99994858
537.48788,0.99983646
537.50831,0.99977239
537.52875,0.99968333
537.54918,0.99977679
537.56962,0.99962655
537.59005,0.99979063
537.61049,0.99974692
537.63092,0.99975649
537.65135,0.99979395
537.67179,0.99985549
537.69222,0.99974397
537.71266,0.99982520
537.73309,0.99984031
537.75353,0.99979473
537.77396,0.99992955
537.79439,0.99993473
537.81483,0.99995496
537.83526,0.99994749
537.85570,1.0001178
537.87613,1.0001588
537.89657,1.0001053
537.91700,0.99999693
537.93744,1.0000554
537.95787,1.0001206
537.97830,0.99998483
537.99874,1.0000000
538.01917,1.0001178
538.03961,1.0000525
538.06004,1.0000057
538.08048,1.0001744
538.10091,1.0002820
538.12135,1.0003336
538.16221,1.0000979
539.46999,0.99955848
539.49042,0.99969297
539.51086,0.99973286
539.53129,0.99970402
539.55173,0.99976649
539.57216,0.99977424
539.59259,0.99982824
539.61303,0.99964017
539.63346,0.99964234
539.65390,0.99975814
539.67433,0.99994351
539.69477,0.99985197
539.71520,1.0001686
539.73563,1.0001945
539.75607,1.0003545
539.77650,1.0002396
539.79694,1.0002637
539.81737,1.0003625
539.83781,1.0001685
539.85824,1.0003755
539.87868,1.0003283
539.89911,1.0002136
539.91954,1.0001761
539.93998,1.0004535
539.96041,1.0002374
539.98085,1.0005871
540.00128,1.0003374
540.02172,1.0001921
540.04215,1.0003627
540.06258,1.0000763
540.08302,1.0004039
540.10345,1.0000370
540.12389,1.0001441
540.14432,1.0000865
540.16476,1.0002992
540.18519,0.99999534
540.20563,0.99997859
540.22606,1.0001207
540.24649,0.99992879
540.26693,1.0000639
540.28736,0.99998225
540.30780,1.0000934
540.32823,1.0002734
540.34867,1.0003195
540.36910,1.0000324
540.38953,1.0000548
540.40997,1.0000444
540.43040,0.99973598
540.45084,0.99998321
540.47127,0.99975202
540.49171,1.0000667
540.51214,0.99995804
540.53258,1.0002637
540.55301,1.0000698
540.57344,1.0000919
540.59388,1.0001831
540.61431,1.0002665
540.63475,1.0004034
540.65518,1.0003056
540.67562,1.0003534
540.69605,1.0002992
540.71648,1.0003712
540.73692,1.0002632
540.75735,1.0002320
540.77779,1.0002732
540.79822,1.0003414
540.81866,1.0004064
540.83909,1.0003985
540.85953,1.0005263
540.87996,1.0003187
540.90039,1.0003391
540.92083,1.0002371
540.94126,1.0002509
540.96170,1.0002978
540.98213,1.0003452
541.00257,1.0002422
541.02300,1.0002478
541.04343,1.0003009
541.06387,1.0001384
541.08430,1.0000492
541.12517,1.0001124
541.14561,1.0000319
541.16604,1.0002220
541.18647,1.0000375
541.20691,1.0000176
541.22734,1.0000403
541.24778,0.99979695
541.26821,0.99989065
541.28865,0.99975154
541.30908,0.99967075
541.32952,0.99970583
541.34995,0.99969712
541.37038,0.99986098
541.39082,0.99994315
541.41125,1.0000289
541.43169,1.0000212
541.45212,0.99999456
541.47256,1.0000418
541.49299,1.0000355
541.51342,0.99990939
541.53386,1.0000725
541.55429,1.0002494
541.57473,1.0001222
541.59516,1.0002747
541.61560,0.99998934
541.63603,1.0002161
541.65647,1.0000989
541.67690,1.0001952
541.69733,1.0003763
541.71777,1.0001820
541.73820,1.0004843
541.75864,1.0002983
541.77907,1.0004689
541.79951,1.0002052
541.81994,1.0002797
541.84037,1.0003181
541.86081,1.0001840
541.88124,1.0000190
541.90168,1.0001263
541.92211,1.0001154
541.94255,0.99991792
541.96298,1.0002208
541.98341,0.99995228
542.00385,1.0000695
542.02428,1.0000983
542.04472,1.0001465
542.06515,1.0001531
542.08559,0.99998099
542.10602,1.0001423
542.12646,1.0000341
542.14689,1.0000131
542.16732,0.99988963
542.18776,0.99989203
542.20819,0.99993810
542.22863,0.99971159
542.24906,0.99993570
542.26950,0.99990290
542.28993,1.0000460
542.31036,0.99985797
542.33080,0.99997288
542.35123,0.99991936
542.37167,0.99998381
542.39210,1.0000408
542.41254,0.99995024
542.43297,0.99993570
542.45341,0.99994315
542.47384,0.99999264
542.49427,1.0000101
542.51471,1.0000233
542.53514,1.0003131
542.55558,1.0001727
542.57601,1.0002604
542.59645,1.0002017
542.61688,1.0003816
542.63731,1.0003942
542.65775,1.0003918
542.67818,1.0003085
542.69862,1.0002667
542.71905,1.0002114
542.73949,1.0002341
542.75992,1.0001398
542.78035,1.0002082
542.80079,1.0001717
542.82122,1.0001434
542.84166,1.0001566
542.86209,1.0002731
542.88253,1.0001386
542.90296,1.0001573
542.92340,1.0000292
542.94383,1.0002082
542.96426,0.99982157
542.98470,1.0000003
543.00513,1.0001109
543.02557,0.99994669
543.04600,1.0001170
543.06644,0.99987437
543.08687,0.99999048
543.10730,0.99986122
543.12774,0.99981917
543.14817,1.0000081
543.16861,1.0000448
543.18904,1.0001194
543.20948,0.99987053
543.22991,1.0000026
543.25034,0.99991233
543.27078,1.0000810
543.29121,1.0000710
543.31165,0.99972793
543.33208,1.0000244
543.35252,0.99983677
543.37295,1.0000464
543.39339,1.0000196
543.41382,0.99999498
543.43425,1.0001767
543.45469,1.0000098
543.47512,1.0003087
543.49556,1.0000213
543.51599,1.0001490
543.53643,1.0001590
543.55686,1.0001480
543.57729,1.0001942
543.59773,1.0000886
543.61816,1.0001525
543.63860,1.0000024
543.65903,1.0000365
543.67947,0.99991786
543.69990,0.99986873
543.72033,0.99980085
543.74077,0.99973135
543.76120,0.99991191
543.78164,0.99970402
543.80207,0.99985016
543.82251,0.99990699
543.84294,0.99993522
543.86337,0.99995552
543.88381,0.99993732
543.90424,1.0000065
543.92468,0.99983293
543.94511,0.99994615
543.96555,0.99987101
543.98598,1.0000172
544.00642,1.0000659
544.02685,0.99994351
544.04728,1.0001653
544.06772,0.99995354
544.10859,0.99999186
544.12902,1.0000199
544.14946,0.99994219
544.16989,0.99987143
544.19032,0.99986993
544.21076,1.0000431
544.23119,0.99992891
544.25163,0.99993924
544.27206,0.99975670
544.29250,0.99988272
544.31293,0.99973940
544.33336,0.99995510
544.35380,0.99999883
544.37423,1.0000052
544.39467,1.0002296
544.41510,1.0000149
544.43554,1.0001548
544.45597,0.99996441
544.47641,0.99994363
544.49684,1.0000163
544.51727,0.99991155
544.53771,0.99998597
544.55814,1.0000584
544.57858,1.0001470
544.59901,0.99980560
544.61945,1.0000003
544.63988,0.99986344
544.66031,0.99985383
544.68075,0.99982896
544.70118,0.99977929
544.72162,1.0000644
544.74205,0.99998639
544.76249,0.99988921
544.78292,0.99987545
544.80335,0.99987774
544.82379,0.99985653
544.84422,0.99973988
544.86466,0.99980752
544.88509,0.99995985
544.90553,0.99975298
544.92596,0.99991594
544.94639,0.99987281
544.96683,0.99996393
544.98726,1.0001131
545.00770,1.0001083
545.02813,1.0002756
545.04857,1.0001033
545.06900,1.0001363
545.08944,1.0001720
545.10987,1.0001424
545.13030,1.0001874
545.15074,1.0000725
545.17117,1.0000963
545.19161,1.0000922
545.21204,1.0002078
545.23248,1.0002376
545.25291,1.0002358
545.27334,1.0002046
545.29378,1.0001075
545.31421,1.0002331
545.33465,1.0001270
545.35508,1.0001168
545.37552,1.0000078
545.39595,0.99993306
545.41638,0.99996994
545.43682,0.99987263
545.45725,0.99994507
545.47769,0.99987695
545.49812,0.99994795
545.51856,0.99998381
545.53899,0.99983178
545.55942,1.0001291
545.57986,1.0000375
545.60029,1.0000385
545.62073,1.0000695
545.64116,0.99993330
545.66160,0.99992369
545.68203,0.99999150
545.70246,0.99994579
545.72290,0.99993684
545.74333,0.99995774
545.76377,1.0001097
545.78420,1.0000293
545.80464,1.0000372
545.82507,1.0002348
545.84551,1.0002103
545.86594,1.0002447
545.88637,1.0001287
545.90681,1.0001693
545.92724,1.0000012
545.94768,1.0000689
