1472.0973466,-6.954638E-04,66712,NULL,NULL,NULL,NULL,NULL,NULL,0000000000016384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1472.1177793,-6.962750E-04,66713,2.3517091E+05,1.4885230E+01,8.2710332E+03,1.6060382E+00,2.4934681E+05,1.5619054E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92393,9.4695795E-05,131.12746,1.2298094E-04,-8.8325627E-02,-2.2839059E-01
1472.1382122,-6.970861E-04,66714,2.3508855E+05,1.4883338E+01,8.2706211E+03,1.6062998E+00,2.4933455E+05,1.5617356E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92371,9.4732124E-05,131.12675,1.2301806E-04,-8.9142591E-02,-2.2940683E-01
1472.1586449,-6.978969E-04,66715,2.3508609E+05,1.4883114E+01,8.2705430E+03,1.6062924E+00,2.4936173E+05,1.5616757E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92323,9.4735879E-05,131.12644,1.2302202E-04,-8.9603089E-02,-2.2954892E-01
1472.1790778,-6.987075E-04,66716,2.3505853E+05,1.4882700E+01,8.2724678E+03,1.6062926E+00,2.4935280E+05,1.5618553E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92321,9.4748924E-05,131.12623,1.2304749E-04,-8.9720465E-02,-2.2977999E-01
1472.1995106,-6.995180E-04,66717,2.3501027E+05,1.4881609E+01,8.2695957E+03,1.6066966E+00,2.4936155E+05,1.5614577E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92278,9.4777854E-05,131.12610,1.2306892E-04,-9.0254135E-02,-2.3013355E-01
1472.2199433,-7.003283E-04,66718,2.3499025E+05,1.4881196E+01,8.2733633E+03,1.6059997E+00,2.4933073E+05,1.5609715E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92317,9.4781586E-05,131.12601,1.2307674E-04,-8.9912944E-02,-2.3015389E-01
1472.2403762,-7.011383E-04,66719,2.3499352E+05,1.4881416E+01,8.2672949E+03,1.6073506E+00,2.4935536E+05,1.5612826E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92294,9.4776049E-05,131.12577,1.2307594E-04,-9.0078205E-02,-2.3024146E-01
1472.2608090,-7.019482E-04,66720,2.3494838E+05,1.4880662E+01,8.2729248E+03,1.6059856E+00,2.4935522E+05,1.5611194E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92278,9.4801391E-05,131.12546,1.2310775E-04,-9.0462036E-02,-2.3061776E-01
1472.2812417,-7.027579E-04,66721,2.3495059E+05,1.4880466E+01,8.2758145E+03,1.6065274E+00,2.4932773E+05,1.5609294E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92305,9.4813578E-05,131.12614,1.2311956E-04,-9.0201959E-02,-2.3033968E-01
1472.3016746,-7.035673E-04,66722,2.3492384E+05,1.4880423E+01,8.2746484E+03,1.6061444E+00,2.4933017E+05,1.5610748E+01,0000000000008192,NULL,NULL,NULL,NULL,231.92284,9.4815900E-05,131.12580,1.2311109E-04,-9.0453327E-02,-2.3052351E-01
1472.3221073,-7.043766E-04,66723,2.3491223E+05,1.4879619E+01,8.2744971E+03,1.6071147E+00,2.4934289E+05,1.5611377E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92297,9.4813477E-05,131.12583,1.2312597E-04,-9.0628155E-02,-2.3056364E-01
1472.3425401,-7.051857E-04,66724,2.3491472E+05,1.4879526E+01,8.2715352E+03,1.6057124E+00,2.4932223E+05,1.5612350E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92282,9.4814321E-05,131.12553,1.2310952E-04,-9.0335608E-02,-2.3037349E-01
1472.3629729,-7.059945E-04,66725,2.3493789E+05,1.4879992E+01,8.2692822E+03,1.6069543E+00,2.4937166E+05,1.5608394E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92279,9.4801726E-05,131.12559,1.2309378E-04,-9.0504624E-02,-2.3056722E-01
1472.3834057,-7.068032E-04,66726,2.3495119E+05,1.4880555E+01,8.2720420E+03,1.6066763E+00,2.4935330E+05,1.5611911E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92322,9.4803436E-05,131.12599,1.2310168E-04,-9.0333164E-02,-2.3029262E-01
1472.4038386,-7.076117E-04,66727,2.3497848E+05,1.4880850E+01,8.2692559E+03,1.6058838E+00,2.4936944E+05,1.5612387E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92262,9.4790892E-05,131.12611,1.2307751E-04,-9.0615854E-02,-2.3029599E-01
1472.4242713,-7.084200E-04,66728,2.3495117E+05,1.4880536E+01,8.2779951E+03,1.6065681E+00,2.4936569E+05,1.5609610E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92314,9.4800751E-05,131.12601,1.2309453E-04,-9.0403929E-02,-2.3024186E-01
1472.4447041,-7.092281E-04,66729,2.3495914E+05,1.4880608E+01,8.2746348E+03,1.6057017E+00,2.4933692E+05,1.5612591E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92321,9.4790244E-05,131.12638,1.2308247E-04,-9.0077981E-02,-2.2975992E-01
1472.4651370,-7.100360E-04,66730,2.3500988E+05,1.4881860E+01,8.2702002E+03,1.6075356E+00,2.4939834E+05,1.5613956E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92309,9.4785362E-05,131.12662,1.2306677E-04,-9.0208307E-02,-2.2982836E-01
1472.4855698,-7.108437E-04,66731,2.3499823E+05,1.4881857E+01,8.2867959E+03,1.6081710E+00,2.4942212E+05,1.5613540E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92315,9.4788076E-05,131.12670,1.2308030E-04,-9.0372071E-02,-2.2985694E-01
1472.5060025,-7.116512E-04,66732,2.3501656E+05,1.4882075E+01,8.2715205E+03,1.6069140E+00,2.4938689E+05,1.5611181E+01,0000000000000000,NULL,NULL,NULL,NULL,231.92328,9.4776049E-05,131.12679,1.2305450E-04,-8.9868069E-02,-2.2941126E-01
