ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle,ROWID,
301.5643424,44.4568533,0.0366,0.0318,-0.0056,10.413,0.017,63.8,1.024e+00,10.435,0.021,52.8,1.516e+00,1,0,0000,AA,10,57332.91312280,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.198407,228.246370,80,
301.5643636,44.4568607,0.0394,0.0317,-0.0145,10.432,0.018,59.6,1.609e+00,10.436,0.019,56.3,8.974e-01,1,0,0000,AA,10,57333.04428112,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.140983,221.564733,16,
301.5643389,44.4568422,0.0322,0.0296,-0.0065,10.423,0.016,68.9,2.691e+00,10.434,0.018,59.7,1.345e+00,1,0,0000,AA,10,57333.17543943,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.232945,222.376764,112,
301.5643663,44.4568532,0.0310,0.0289,-0.0089,10.436,0.015,70.6,3.522e+00,10.479,0.018,59.1,8.427e-01,1,0,0000,AA,10,57333.24101852,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.158282,213.170642,33,
301.5643374,44.4568418,0.0349,0.0326,-0.0108,10.435,0.017,64.7,8.939e-01,10.477,0.020,54.1,1.176e+00,1,0,0000,AA,10,57333.30659770,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.236606,222.831241,115,
301.5643630,44.4568582,0.0380,0.0324,-0.0056,10.438,0.017,62.3,2.418e+00,10.437,0.019,56.1,1.015e+00,1,0,0000,AA,10,57333.37217683,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.148807,219.709515,23,
301.5643098,44.4569168,0.0336,0.0328,-0.0121,10.316,0.017,64.7,3.685e+00,10.403,0.018,59.4,2.185e+00,1,0,0000,AA,10,57333.43775601,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.251058,292.600075,128,
301.5643847,44.4568619,0.0339,0.0308,-0.0086,10.447,0.016,68.0,1.224e+00,10.442,0.018,58.9,7.929e-01,1,0,0000,AA,10,57333.56891427,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.108537,201.238152,4,
301.5643708,44.4568239,0.0335,0.0358,-0.0115,10.358,0.020,55.4,9.600e-01,10.432,0.018,60.2,8.867e-01,1,0,0000,AA,10,57333.63449345,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.249510,197.500852,126,
301.5644116,44.4568506,0.0308,0.0293,-0.0064,10.418,0.015,70.6,1.466e+00,10.422,0.017,63.1,1.080e+00,1,0,0000,AA,10,57333.70007263,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.144948,168.132107,19,
301.5643258,44.4568534,0.0352,0.0364,-0.0086,10.421,0.018,59.4,1.712e+00,10.453,0.021,52.7,1.552e+00,1,0,0000,AA,10,57333.76565171,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.231765,235.353327,110,
301.5643512,44.4568439,0.0325,0.0304,-0.0093,10.401,0.016,68.0,1.109e+00,10.411,0.018,60.2,6.045e-01,1,0,0000,AA,10,57333.83123089,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.208007,217.074080,90,
301.5643249,44.4568521,0.0369,0.0351,0.0070,10.439,0.020,53.7,1.976e+00,10.438,0.020,55.3,1.209e+00,1,0,0000,AA,10,57333.89681002,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.236347,234.738671,114,
301.5642956,44.4568541,0.0360,0.0313,-0.0102,10.358,0.019,57.0,1.422e+00,10.428,0.019,58.5,1.490e+00,1,0,0000,AA,10,57333.96238921,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.297773,244.277122,137,
301.5643274,44.4568144,0.0301,0.0311,0.0075,10.456,0.017,62.2,1.293e+00,10.441,0.017,62.3,7.820e-01,1,0,0000,AA,10,57333.96251653,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.329963,214.428852,141,
301.5643658,44.4568740,0.0336,0.0335,-0.0127,10.373,0.017,62.3,8.461e+00,10.455,0.019,57.5,1.739e+00,1,0,0000,AA,5,57334.02796839,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.105088,236.757699,2,
301.5643016,44.4568026,0.0358,0.0332,0.0050,10.423,0.019,57.5,1.141e+01,10.464,0.021,51.4,4.937e+00,1,0,0000,AA,5,57334.02809571,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.403647,218.785843,144,
301.5643499,44.4568696,0.0399,0.0327,-0.0094,10.497,0.019,58.0,4.296e+00,10.430,0.018,58.7,1.291e+00,1,0,0000,AA,10,57334.09354752,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.148203,240.296748,22,
301.5643872,44.4568424,0.0434,0.0365,0.0085,10.421,0.021,52.7,1.013e+00,10.509,0.023,47.8,1.044e+00,1,0,0000,AA,10,57334.09367488,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.174492,190.865230,53,
301.5643706,44.4568524,0.0333,0.0341,-0.0087,10.413,0.017,63.6,1.995e+00,10.427,0.020,53.3,7.678e-01,1,0,0000,AA,10,57334.15912666,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.155026,209.166488,28,
301.5643620,44.4568369,0.0344,0.0325,0.0094,10.388,0.018,59.3,2.002e+00,10.444,0.020,54.5,7.245e-01,1,0,0000,AA,10,57334.15925402,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.214645,207.058029,99,
301.5643305,44.4568384,0.0308,0.0288,0.0098,10.411,0.016,69.9,2.141e+00,10.425,0.017,65.0,1.403e+00,1,0,0000,AA,10,57334.29041223,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.257687,223.872211,131,
301.5643486,44.4568425,0.0323,0.0291,0.0066,10.398,0.016,67.0,1.495e+00,10.431,0.018,61.3,1.141e+00,1,0,0000,AA,10,57334.42157054,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.216071,217.681900,101,
301.5643906,44.4568541,0.0403,0.0338,0.0091,10.447,0.020,55.6,1.496e+00,10.471,0.020,54.3,1.188e+00,1,0,0000,AA,10,57334.55272885,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.131483,190.586139,12,
301.5643424,44.4568544,0.0357,0.0307,-0.0113,10.426,0.016,67.5,9.585e-01,10.427,0.019,57.8,1.129e+00,1,0,0000,AA,10,57520.86173464,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.195795,229.110946,76,
301.5643926,44.4568267,0.0340,0.0318,-0.0092,10.410,0.018,58.9,2.910e+00,10.416,0.018,60.3,1.190e+00,1,0,0000,AA,10,57520.99276547,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.228667,184.769898,107,
301.5643609,44.4568595,0.0346,0.0343,0.0114,10.433,0.020,54.0,1.825e+00,10.439,0.017,63.6,1.984e+00,1,0,0000,AA,10,57520.99289280,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.148839,222.459767,24,
301.5643566,44.4568496,0.0357,0.0329,-0.0087,10.444,0.019,57.9,1.671e+00,10.439,0.018,60.3,1.257e+00,1,0,0000,AA,10,57521.12392363,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.183285,217.480327,65,
301.5643330,44.4568308,0.0334,0.0294,0.0020,10.435,0.016,69.5,2.169e+00,10.462,0.018,61.8,9.415e-01,1,0,0000,AA,10,57521.25495442,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.273963,218.932100,134,
301.5643765,44.4568455,0.0346,0.0291,-0.0095,10.402,0.017,64.6,8.838e-01,10.413,0.017,63.3,7.056e-01,1,0,0000,AA,10,57521.32040616,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.171213,200.653385,51,
301.5643463,44.4568342,0.0335,0.0310,0.0092,10.425,0.016,69.8,1.835e+00,10.473,0.018,61.3,1.743e+00,1,0,gg00,AA,10,57521.38598521,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.243706,214.485789,120,
301.5643672,44.4568514,0.0347,0.0317,-0.0084,10.431,0.017,65.2,2.214e+00,10.436,0.018,59.2,5.730e-01,1,0,0000,AA,10,57521.45143694,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.162523,211.237923,38,
301.5643768,44.4568615,0.0354,0.0322,-0.0101,10.415,0.017,65.2,1.379e+00,10.424,0.020,54.6,9.662e-01,1,0,g000,AA,10,57521.51701601,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.118682,210.158316,8,
301.5643679,44.4568232,0.0345,0.0348,-0.0145,10.419,0.018,62.0,4.099e+00,10.452,0.020,54.4,9.963e-01,1,0,0000,AA,10,57521.58246774,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.254236,198.931883,130,
301.5643187,44.4568107,0.0369,0.0413,0.0180,10.291,0.022,50.3,3.678e+00,10.442,0.020,55.3,1.636e+00,1,0,0000,AA,10,57521.58259506,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.353756,216.195951,142,
301.5643772,44.4568536,0.0347,0.0318,-0.0097,10.426,0.016,67.0,1.568e+00,10.445,0.021,51.6,8.625e-01,1,0,0000,AA,10,57521.64804675,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.143540,204.089026,18,
301.5643482,44.4568354,0.0385,0.0317,0.0044,10.416,0.018,59.0,1.776e+00,10.435,0.020,55.3,1.914e+00,1,0,0000,AA,10,57521.71362585,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.237383,214.104852,116,
301.5643405,44.4568367,0.0385,0.0333,-0.0091,10.497,0.019,58.5,2.240e+00,10.440,0.019,56.3,6.799e-01,1,0,0000,AA,10,57521.77907758,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.245348,218.548086,122,
301.5643671,44.4568376,0.0334,0.0302,0.0027,10.406,0.015,70.5,2.330e+00,10.457,0.019,56.7,1.461e+00,1,0,gg00,AA,10,57521.84465668,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.206709,204.139762,87,
301.5643192,44.4568800,0.0421,0.0396,-0.0120,10.401,0.021,50.8,6.116e+00,10.605,0.024,45.5,2.903e+00,1,0,0000,AA,5,57521.91010837,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.210714,260.163276,93,
301.5643704,44.4568502,0.0360,0.0327,-0.0065,10.431,0.016,66.7,1.698e+00,10.466,0.023,47.5,9.621e-01,1,0,gg00,AA,10,57521.97568748,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.162203,207.961602,37,
301.5643544,44.4568586,0.0367,0.0336,-0.0050,10.391,0.017,62.4,4.397e+00,10.457,0.021,52.9,1.600e+00,1,0,0000,AA,10,57522.04113921,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.162813,226.028720,39,
301.5643722,44.4568676,0.0375,0.0319,-0.0069,10.414,0.017,64.6,3.050e+00,10.425,0.021,51.0,1.494e+00,1,0,g000,AA,5,57522.10671831,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.107751,221.536111,3,
301.5643626,44.4568522,0.0384,0.0373,-0.0090,10.417,0.020,55.0,2.610e+00,10.435,0.020,55.3,1.248e+00,1,0,0000,AA,10,57522.17217061,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.166599,215.230694,44,
301.5643610,44.4568509,0.0366,0.0337,-0.0062,10.411,0.020,54.8,1.482e+00,10.434,0.020,53.4,8.990e-01,1,0,0000,AA,10,57522.17229797,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.172778,215.449068,52,
301.5643656,44.4568445,0.0380,0.0317,-0.0059,10.408,0.018,60.6,1.542e+00,10.425,0.020,54.9,1.280e+00,1,0,0000,AA,10,57522.23774962,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.186123,208.353417,68,
301.5643754,44.4568536,0.0378,0.0323,-0.0068,10.448,0.019,56.1,1.112e+00,10.439,0.020,53.8,8.766e-01,1,0,0000,AA,10,57522.30332867,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.145501,205.752127,21,
301.5643576,44.4568188,0.0351,0.0310,-0.0097,10.398,0.016,66.1,1.091e+00,10.441,0.019,56.9,1.533e+00,1,0,0000,AA,10,57522.36878042,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.278512,203.028362,135,
301.5643432,44.4568341,0.0374,0.0335,-0.0106,10.445,0.019,57.8,1.855e+00,10.435,0.020,54.8,1.350e+00,1,0,0000,AA,10,57522.49981116,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.248600,215.952267,125,
301.5643679,44.4568421,0.0388,0.0353,-0.0073,10.414,0.020,55.7,1.174e+00,10.422,0.019,55.9,9.709e-01,1,0,0000,AA,10,57522.63084194,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.191156,205.563457,70,
301.5643622,44.4568409,0.0405,0.0322,-0.0107,10.417,0.019,56.2,1.849e+00,10.416,0.023,47.9,1.444e+00,1,0,0000,AA,10,57691.90538978,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.201689,208.789126,82,
301.5646271,44.4570023,0.0372,0.0371,-0.0037,10.212,0.018,59.7,1.067e+02,10.550,0.021,52.6,1.330e+01,1,0,0000,AA,10,57692.03629370,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.709912,55.286183,147,
301.5643404,44.4568722,0.0366,0.0323,-0.0100,10.419,0.018,61.5,1.200e+00,10.438,0.019,55.8,1.214e+00,1,0,0000,AA,10,57692.16732500,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.166002,247.294691,42,
301.5643475,44.4568565,0.0376,0.0318,-0.0084,10.423,0.020,54.9,1.279e+00,10.437,0.020,55.5,7.542e-01,1,0,0000,AA,10,57692.23290431,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.180950,228.204292,62,
301.5643346,44.4568474,0.0385,0.0333,-0.0152,10.417,0.018,59.5,1.659e+00,10.446,0.021,52.1,1.391e+00,1,0,0000,AA,10,57692.29835624,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.227508,227.617214,105,
301.5643765,44.4568332,0.0377,0.0345,0.0105,10.430,0.019,57.1,4.771e+00,10.443,0.019,57.1,2.539e+00,1,0,0000,AA,10,57692.36380823,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.213210,196.452567,95,
301.5643243,44.4568450,0.0365,0.0309,-0.0114,10.423,0.016,66.2,1.875e+00,10.447,0.020,53.4,1.460e+00,1,0,0000,AA,10,57692.42938752,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.253137,230.211662,129,
301.5642938,44.4568467,0.0344,0.0325,0.0061,10.477,0.018,60.9,1.381e+01,10.512,0.020,54.7,7.274e+00,1,0,0000,AA,5,57692.56041882,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.314273,240.264342,138,
301.5643595,44.4568435,0.0369,0.0309,-0.0114,10.418,0.017,62.7,1.717e+00,10.424,0.018,60.6,7.510e-01,1,0,0000,AA,10,57692.62587075,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.197117,211.868302,78,
301.5643740,44.4568474,0.0330,0.0332,-0.0103,10.426,0.020,53.6,1.640e+00,10.454,0.017,62.5,1.069e+00,1,0,0000,AA,10,57692.69132274,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.167278,203.539832,45,
301.5643762,44.4568376,0.0349,0.0328,-0.0025,10.406,0.018,59.1,2.630e+00,10.430,0.022,50.3,9.464e-01,1,0,0000,AA,10,57692.69145010,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.198312,197.962539,79,
301.5642750,44.4568329,0.0354,0.0321,-0.0072,10.447,0.016,68.1,1.739e+01,10.609,0.026,42.4,4.978e+00,1,0,g000,AA,0,57692.75690209,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.381348,237.381820,143,
301.5643806,44.4568534,0.0312,0.0299,-0.0060,10.408,0.016,69.3,2.164e+00,10.413,0.017,62.2,8.076e-01,1,0,0000,AA,5,57692.82235407,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.140883,200.723705,15,
301.5643442,44.4568486,0.0342,0.0311,0.0028,10.412,0.016,66.0,9.766e-01,10.370,0.023,46.9,5.186e-01,1,0,0000,AA,10,57692.88793333,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.206823,223.891895,88,
301.5643459,44.4568358,0.0355,0.0293,-0.0058,10.427,0.015,72.5,3.209e+00,10.436,0.018,58.7,1.168e+00,1,0,0000,AA,5,57692.95338531,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.239582,215.468410,117,
301.5643564,44.4568555,0.0320,0.0352,-0.0076,10.429,0.018,59.7,2.703e+00,10.442,0.018,60.5,1.487e+00,1,0,0000,AA,10,57693.01883378,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.167278,222.052044,46,
301.5643663,44.4568470,0.0329,0.0354,-0.0121,10.460,0.021,52.6,2.094e+00,10.451,0.021,51.9,9.161e-01,1,0,0000,AA,10,57693.01896111,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.177365,209.222777,58,
301.5643835,44.4568445,0.0351,0.0293,-0.0022,10.424,0.017,64.9,1.912e+00,10.471,0.018,60.2,1.285e+00,1,0,0000,AA,10,57693.21544424,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.169187,194.512086,48,
301.5643408,44.4568531,0.0321,0.0293,-0.0073,10.404,0.015,71.8,1.659e+00,10.433,0.018,61.3,8.094e-01,1,0,0000,AA,10,57693.28089617,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.201946,228.870737,83,
301.5643539,44.4568467,0.0341,0.0299,-0.0051,10.420,0.015,70.1,1.320e+00,10.436,0.018,61.1,5.885e-01,1,0,0000,AA,10,57693.41192731,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.195795,217.232468,75,
301.5643392,44.4568120,0.0375,0.0298,-0.0066,10.462,0.016,68.5,2.763e+00,10.445,0.018,59.7,9.934e-01,1,0,0000,AA,5,57693.54295845,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.321333,209.090747,140,
301.5643783,44.4568312,0.0374,0.0370,0.0119,10.434,0.020,53.2,2.707e+00,10.388,0.020,54.3,1.422e+00,1,0,0000,AA,10,57693.67398964,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.218895,194.757511,102,
301.5643423,44.4568352,0.0339,0.0325,-0.0040,10.393,0.017,64.7,1.840e+00,10.426,0.019,57.7,7.223e-01,1,0,0000,AA,10,57700.81384698,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.246788,216.926745,123,
