 0,2454249.572431,1.267280e+01 
 0,2454249.580903,1.266893e+01 
 0,2454249.581331,1.267065e+01 
 0,2454249.588519,1.267592e+01 
 0,2454249.588958,1.266900e+01 
 0,2454249.596146,1.264978e+01 
 0,2454249.596609,1.264494e+01 
 0,2454249.602836,1.266942e+01 
 0,2454249.603275,1.266299e+01 
 0,2454249.609352,1.266679e+01 
 0,2454249.609792,1.264244e+01 
 0,2454249.618067,1.265669e+01 
 0,2454249.618530,1.264795e+01 
 0,2454249.629641,1.265150e+01 
 0,2454249.630069,1.267240e+01 
 0,2454249.636053,1.265574e+01 
 0,2454249.636516,1.265448e+01 
 0,2454249.642593,1.266210e+01 
 0,2454249.643021,1.265952e+01 
 0,2454249.648102,1.266498e+01 
 0,2454249.648542,1.264306e+01 
 0,2454249.653519,1.264859e+01 
 0,2454249.653958,1.265061e+01 
 0,2454249.660139,1.265028e+01 
 0,2454249.660579,1.265946e+01 
 0,2454249.719491,1.267601e+01 
 0,2454250.564363,1.267012e+01 
 0,2454250.564826,1.265988e+01 
 0,2454250.572292,1.268217e+01 
 0,2454250.572731,1.266811e+01 
 0,2454250.580949,1.265923e+01 
 0,2454250.581389,1.265288e+01 
 0,2454250.588785,1.263552e+01 
 0,2454250.589225,1.263447e+01 
 0,2454250.596505,1.268362e+01 
 0,2454250.596944,1.265178e+01 
 0,2454250.603171,1.267702e+01 
 0,2454250.603611,1.266786e+01 
 0,2454250.609803,1.269177e+01 
 0,2454250.610255,1.266073e+01 
 0,2454250.616389,1.265124e+01 
 0,2454250.616829,1.266670e+01 
 0,2454250.626389,1.267138e+01 
 0,2454250.626829,1.264869e+01 
 0,2454250.632951,1.266403e+01 
 0,2454250.633391,1.266832e+01 
 0,2454250.638461,1.263910e+01 
 0,2454250.638900,1.267337e+01 
 0,2454250.643889,1.264833e+01 
 0,2454250.644340,1.264460e+01 
 0,2454250.649329,1.264744e+01 
 0,2454250.649769,1.267451e+01 
 0,2454250.650417,1.267021e+01 
 0,2454250.651065,1.264277e+01 
 0,2454250.652118,1.266491e+01 
 0,2454250.658252,1.266204e+01 
 0,2454250.658692,1.265410e+01 
 0,2454250.664734,1.264592e+01 
 0,2454250.665174,1.268032e+01 
 0,2454250.670174,1.266599e+01 
 0,2454250.670590,1.263615e+01 
 0,2454250.676690,1.267602e+01 
 0,2454250.677130,1.267049e+01 
 0,2454250.714745,1.265105e+01 
 0,2454250.715185,1.266679e+01 
 0,2454251.561157,1.266461e+01 
 0,2454251.561609,1.267461e+01 
 0,2454251.568843,1.264636e+01 
 0,2454251.569271,1.266103e+01 
 0,2454251.580579,1.268046e+01 
 0,2454251.581042,1.268362e+01 
 0,2454251.588333,1.265834e+01 
 0,2454251.588762,1.262874e+01 
 0,2454251.596134,1.267514e+01 
 0,2454251.596574,1.265851e+01 
 0,2454251.605012,1.264041e+01 
 0,2454251.607454,1.265612e+01 
 0,2454251.614769,1.266517e+01 
 0,2454251.615231,1.264363e+01 
 0,2454251.622477,1.266370e+01 
 0,2454251.622917,1.265392e+01 
 0,2454251.629051,1.263325e+01 
 0,2454251.629479,1.269569e+01 
 0,2454251.636296,1.265966e+01 
 0,2454251.636759,1.265984e+01 
 0,2454251.643669,1.265686e+01 
 0,2454251.644109,1.264110e+01 
 0,2454251.650370,1.267023e+01 
 0,2454251.650833,1.266344e+01 
 0,2454251.655880,1.266330e+01 
 0,2454251.656308,1.265379e+01 
 0,2454251.664942,1.268249e+01 
 0,2454251.665394,1.266682e+01 
 0,2454251.670359,1.262069e+01 
 0,2454251.670810,1.265640e+01 
 0,2454251.676644,1.264103e+01 
 0,2454251.677083,1.267526e+01 
 0,2454251.704190,1.265063e+01 
 0,2454251.704630,1.266445e+01 
 0,2454251.708565,1.267667e+01 
 0,2454251.709005,1.264741e+01 
 0,2454251.712836,1.266369e+01 
 0,2454251.713299,1.266360e+01 
 0,2454251.718380,1.267822e+01 
 0,2454251.718819,1.265915e+01 
 0,2454252.554688,1.268019e+01 
 0,2454252.561921,1.267224e+01 
 0,2454252.562373,1.267181e+01 
 0,2454252.569537,1.265117e+01 
 0,2454252.569977,1.266067e+01 
 0,2454252.579259,1.263418e+01 
 0,2454252.579722,1.263601e+01 
 0,2454252.586782,1.263470e+01 
 0,2454252.587222,1.265308e+01 
 0,2454252.636620,1.267244e+01 
 0,2454252.637060,1.263729e+01 
 0,2454252.643958,1.266357e+01 
 0,2454252.644398,1.264481e+01 
 0,2454252.650370,1.268271e+01 
 0,2454252.650995,1.265265e+01 
 0,2454252.651644,1.267200e+01 
 0,2454252.652708,1.266350e+01 
 0,2454252.658877,1.267234e+01 
 0,2454252.659340,1.263995e+01 
 0,2454252.664641,1.264333e+01 
 0,2454252.669618,1.264808e+01 
 0,2454252.670058,1.265034e+01 
 0,2454252.674005,1.263935e+01 
 0,2454252.674468,1.265026e+01 
 0,2454252.704826,1.264112e+01 
 0,2454252.705255,1.264784e+01 
 0,2454252.711076,1.266991e+01 
 0,2454252.711516,1.262806e+01 
 0,2454252.716586,1.265123e+01 
 0,2454252.717025,1.265372e+01 
 0,2454252.720046,1.262334e+01 
 0,2454252.720475,1.264802e+01 
 0,2454254.556088,1.264626e+01 
 0,2454254.556528,1.263790e+01 
 0,2454254.563970,1.265240e+01 
 0,2454254.564410,1.267395e+01 
 0,2454254.698495,1.268783e+01 
 0,2454254.718970,1.266595e+01 
 0,2454256.567257,1.265464e+01 
 0,2454256.567720,1.262041e+01 
 0,2454256.574826,1.267829e+01 
 0,2454256.575278,1.265832e+01 
 0,2454256.582407,1.264112e+01 
 0,2454256.582847,1.267481e+01 
 0,2454256.589942,1.267023e+01 
 0,2454256.590382,1.265061e+01 
 0,2454256.596447,1.263163e+01 
 0,2454256.596887,1.265618e+01 
 0,2454256.605139,1.267442e+01 
 0,2454256.605579,1.268038e+01 
 0,2454256.611574,1.264578e+01 
 0,2454256.612014,1.267088e+01 
 0,2454256.618021,1.267432e+01 
 0,2454256.618461,1.268027e+01 
 0,2454256.624491,1.264528e+01 
 0,2454256.624931,1.267580e+01 
 0,2454256.632245,1.266476e+01 
 0,2454256.632685,1.267192e+01 
 0,2454256.639028,1.266549e+01 
 0,2454256.639468,1.260825e+01 
 0,2454256.644352,1.267626e+01 
 0,2454256.644792,1.264634e+01 
 0,2454256.650822,1.265106e+01 
 0,2454256.651285,1.264566e+01 
 0,2454256.656146,1.266242e+01 
 0,2454256.656586,1.266391e+01 
 0,2454256.661400,1.265525e+01 
 0,2454256.661852,1.264519e+01 
 0,2454256.665868,1.263615e+01 
