MJD,V-mag,SE,air mass
57906.26685,11.9159,0.0021,1.601
57906.26735,11.9211,0.0021,1.597
57906.26785,11.9104,0.0021,1.592
57906.26836,11.9128,0.0020,1.588
57906.26887,11.9072,0.0020,1.583
57906.26936,11.9131,0.0020,1.579
57906.26986,11.9255,0.0020,1.575
57906.27037,11.8929,0.0020,1.571
57906.27087,11.9131,0.0020,1.566
57906.27138,11.9095,0.0021,1.562
57906.27188,11.9128,0.0021,1.558
57906.27238,11.9138,0.0022,1.554
57906.27288,11.9012,0.0023,1.550
57906.27338,11.9116,0.0024,1.546
57906.27389,11.9160,0.0025,1.541
57906.27439,11.9179,0.0026,1.537
57906.27488,11.9125,0.0027,1.534
57906.27539,11.9107,0.0028,1.529
57906.27589,11.9026,0.0029,1.526
57906.27640,11.9268,0.0029,1.522
57906.27690,11.9000,0.0029,1.518
57906.27741,11.9125,0.0028,1.514
57906.27791,11.9139,0.0026,1.510
57906.27840,11.9086,0.0025,1.506
57906.27891,11.9030,0.0023,1.502
57906.27941,11.9140,0.0022,1.499
57906.27992,11.9039,0.0020,1.495
57906.28043,11.9166,0.0019,1.491
57906.28093,11.9128,0.0019,1.487
57906.28142,11.9090,0.0019,1.484
57906.28193,11.9006,0.0019,1.480
57906.28243,11.9233,0.0020,1.476
57906.28294,11.9196,0.0021,1.473
57906.28344,11.9111,0.0022,1.469
57906.28394,11.9031,0.0023,1.466
57906.28444,11.9185,0.0024,1.462
57906.28494,11.8988,0.0025,1.459
57906.28545,11.9197,0.0026,1.455
57906.28595,11.9060,0.0026,1.452
57906.28646,11.8936,0.0027,1.448
57906.28696,11.9302,0.0027,1.445
57906.28747,11.9079,0.0028,1.441
57906.28796,11.9071,0.0029,1.438
57906.28847,11.9119,0.0029,1.435
57906.28897,11.9030,0.0030,1.431
57906.28947,11.9109,0.0031,1.428
57906.28998,11.9091,0.0032,1.425
57906.29047,11.9159,0.0032,1.422
57906.29098,11.9079,0.0033,1.418
57906.29148,11.9043,0.0034,1.415
57906.29198,11.9052,0.0034,1.412
57906.29249,11.9154,0.0034,1.409
57906.29297,11.9118,0.0034,1.406
57906.29348,11.9112,0.0033,1.403
57906.29398,11.9092,0.0033,1.400
57906.29449,11.9130,0.0032,1.396
57906.29499,11.9101,0.0031,1.393
57906.29550,11.9153,0.0030,1.390
57906.29601,11.8996,0.0029,1.387
57906.29650,11.9052,0.0028,1.384
57906.29700,11.9034,0.0028,1.381
57906.29750,11.9120,0.0027,1.378
57906.29801,11.9074,0.0026,1.375
57906.29851,11.9140,0.0026,1.373
57906.29902,11.9137,0.0025,1.370
57906.29951,11.9197,0.0025,1.367
57906.30001,11.9183,0.0024,1.364
57906.30052,11.9206,0.0024,1.361
57906.30103,11.9142,0.0024,1.358
57906.30153,11.9087,0.0023,1.355
57906.30204,11.9105,0.0023,1.353
57906.30253,11.9096,0.0023,1.350
57906.30304,11.9080,0.0023,1.347
57906.30354,11.9085,0.0023,1.344
57906.30405,11.9252,0.0023,1.342
57906.30456,11.9260,0.0022,1.339
57906.30506,11.9108,0.0021,1.336
57906.30556,11.9122,0.0021,1.333
57906.30605,11.9057,0.0020,1.331
57906.30656,11.9120,0.0019,1.328
57906.30707,11.9060,0.0019,1.326
57906.30756,11.9074,0.0019,1.323
57906.30807,11.9134,0.0019,1.320
57906.30856,11.9099,0.0019,1.318
57906.30906,11.9188,0.0019,1.315
57906.30957,11.9048,0.0019,1.313
57906.31007,11.9134,0.0019,1.310
57906.31058,11.9063,0.0019,1.308
57906.31108,11.9099,0.0019,1.305
57906.31159,11.9103,0.0018,1.303
57906.31208,11.9192,0.0018,1.300
57906.31259,11.9242,0.0018,1.298
57906.31310,11.9083,0.0018,1.295
57906.31360,11.9184,0.0019,1.293
57906.31410,11.9150,0.0019,1.291
57906.31461,11.9205,0.0020,1.288
57906.31510,11.9044,0.0021,1.286
57906.31561,11.9080,0.0022,1.284
57906.31611,11.9177,0.0023,1.281
57906.31661,11.9007,0.0023,1.279
57906.31712,11.9050,0.0024,1.277
57906.31763,11.9075,0.0024,1.274
57906.31813,11.9190,0.0024,1.272
57906.31863,11.9006,0.0024,1.270
57906.31913,11.9064,0.0023,1.268
57906.31963,11.9104,0.0023,1.265
57906.32014,11.9060,0.0022,1.263
57906.32064,11.9203,0.0021,1.261
57906.32113,11.9113,0.0020,1.259
57906.32164,11.9128,0.0019,1.257
57906.32214,11.9059,0.0018,1.255
57906.32264,11.9072,0.0018,1.252
57906.32315,11.9136,0.0018,1.250
57906.32366,11.9097,0.0018,1.248
57906.32416,11.9204,0.0018,1.246
57906.32465,11.9187,0.0018,1.244
57906.32516,11.9125,0.0018,1.242
57906.32566,11.9120,0.0018,1.240
57906.32617,11.9154,0.0018,1.238
57906.32668,11.9155,0.0017,1.236
57906.32718,11.9148,0.0017,1.234
57906.32769,11.9029,0.0017,1.232
57906.32818,11.9079,0.0017,1.230
57906.32869,11.9148,0.0016,1.228
57906.32919,11.9051,0.0017,1.226
57906.32970,11.9138,0.0017,1.224
57906.33021,11.9026,0.0018,1.222
57906.33071,11.9038,0.0018,1.220
57906.33122,11.9106,0.0019,1.218
57906.33171,11.9115,0.0019,1.216
57906.33222,11.9135,0.0019,1.214
57906.33273,11.9039,0.0020,1.212
57906.33323,11.9087,0.0020,1.211
57906.33374,11.9116,0.0020,1.209
57906.33424,11.9053,0.0020,1.207
57906.33475,11.9093,0.0019,1.205
57906.33524,11.9145,0.0019,1.203
57906.33575,11.9169,0.0019,1.202
57906.33625,11.9146,0.0019,1.200
57906.33676,11.9200,0.0019,1.198
57906.33727,11.9120,0.0019,1.196
57906.33777,11.9018,0.0019,1.194
57906.33828,11.9137,0.0019,1.193
57906.33877,11.9173,0.0019,1.191
57906.33928,11.9148,0.0019,1.189
57906.33978,11.9105,0.0019,1.188
57906.34029,11.9086,0.0019,1.186
57906.34078,11.9133,0.0019,1.184
57906.34128,11.9086,0.0018,1.183
57906.34178,11.9052,0.0018,1.181
57906.34229,11.9100,0.0017,1.179
57906.34279,11.9181,0.0016,1.178
57906.34326,11.9101,0.0016,1.176
57906.34373,11.9139,0.0015,1.175
57906.34422,11.9176,0.0015,1.173
57906.34473,11.9080,0.0015,1.171
57906.34523,11.9167,0.0015,1.170
57906.34574,11.9127,0.0015,1.168
57906.34625,11.9143,0.0015,1.167
57906.34675,11.9097,0.0015,1.165
57906.34725,11.9149,0.0015,1.164
57906.34775,11.9127,0.0015,1.162
57906.34826,11.9169,0.0015,1.161
57906.34876,11.9113,0.0015,1.159
57906.34926,11.9071,0.0015,1.158
57906.34977,11.9123,0.0015,1.156
57906.35027,11.9186,0.0015,1.155
57906.35078,11.9109,0.0014,1.153
57906.35128,11.9070,0.0013,1.152
57906.35178,11.9046,0.0012,1.150
57906.35229,11.9125,0.0011,1.149
57906.35279,11.9076,0.0010,1.147
57906.35330,11.9104,0.0009,1.146
57906.35381,11.9095,0.0008,1.145
57906.35431,11.9087,0.0008,1.143
57906.35480,11.9079,0.0009,1.142
57906.35531,11.9125,0.0010,1.141
57906.35581,11.9145,0.0011,1.139
57906.35632,11.9155,0.0013,1.138
57906.35682,11.9090,0.0015,1.136
57906.35733,11.9109,0.0016,1.135
57906.35784,11.9179,0.0018,1.134
57906.35833,11.9120,0.0019,1.133
57906.35884,11.9027,0.0020,1.131
57906.35934,11.9153,0.0020,1.130
57906.35985,11.9094,0.0021,1.129
57906.36035,11.9163,0.0021,1.127
57906.36086,11.9111,0.0020,1.126
57906.36137,11.9097,0.0019,1.125
57906.36186,11.9048,0.0019,1.124
57906.36237,11.9115,0.0018,1.122
57906.36288,11.9095,0.0016,1.121
57906.36338,11.9165,0.0015,1.120
57906.36389,11.9073,0.0014,1.119
57906.36439,11.9070,0.0013,1.118
57906.36488,11.9128,0.0012,1.116
57906.36538,11.9132,0.0011,1.115
57906.36588,11.9120,0.0011,1.114
57906.36639,11.9184,0.0011,1.113
57906.36689,11.9097,0.0011,1.112
57906.36740,11.9113,0.0012,1.111
57906.36786,11.9181,0.0013,1.110
57906.36837,11.9033,0.0014,1.108
57906.36887,11.9138,0.0014,1.107
57906.36937,11.9056,0.0015,1.106
57906.36987,11.9058,0.0015,1.105
57906.37037,11.9068,0.0016,1.104
57906.37088,11.9040,0.0016,1.103
57906.37139,11.9130,0.0016,1.102
57906.37189,11.9121,0.0016,1.101
57906.37240,11.9085,0.0017,1.100
57906.37289,11.9094,0.0017,1.099
57906.37340,11.9142,0.0017,1.098
57906.37391,11.9106,0.0017,1.097
57906.37441,11.9162,0.0018,1.096
57906.37492,11.9022,0.0018,1.095
57906.37543,11.9190,0.0019,1.094
57906.37593,11.9145,0.0019,1.093
57906.37644,11.9133,0.0020,1.092
57906.37693,11.9097,0.0020,1.091
57906.37743,11.9135,0.0020,1.090
57906.37794,11.9084,0.0020,1.089
57906.37845,11.9120,0.0020,1.088
57906.37895,11.9136,0.0019,1.087
57906.37944,11.9098,0.0019,1.086
57906.37995,11.9151,0.0018,1.085
57906.38045,11.9102,0.0018,1.084
57906.38096,11.9131,0.0018,1.083
57906.38147,11.9145,0.0018,1.082
57906.38198,11.9151,0.0018,1.081
57906.38248,11.9099,0.0019,1.080
57906.38297,11.9071,0.0019,1.079
57906.38348,11.9085,0.0020,1.079
57906.38398,11.9124,0.0020,1.078
57906.38449,11.9091,0.0021,1.077
57906.38499,11.9134,0.0021,1.076
57906.38550,11.9059,0.0021,1.075
57906.38601,11.9056,0.0020,1.074
57906.38650,11.9061,0.0020,1.074
57906.38700,11.9137,0.0020,1.073
57906.38750,11.9148,0.0019,1.072
57906.38801,11.9103,0.0019,1.071
57906.38851,11.9061,0.0019,1.070
57906.38902,11.9153,0.0019,1.070
57906.38951,11.9085,0.0019,1.069
57906.39002,11.9103,0.0019,1.068
57906.39052,11.9085,0.0019,1.067
57906.39103,11.9089,0.0019,1.066
57906.39153,11.9058,0.0020,1.066
57906.39204,11.9137,0.0020,1.065
57906.39253,11.9142,0.0021,1.064
57906.39304,11.9134,0.0021,1.064
57906.39355,11.9087,0.0022,1.063
57906.39405,11.9114,0.0022,1.062
57906.39456,11.9147,0.0023,1.061
57906.39506,11.9173,0.0023,1.061
57906.39556,11.9161,0.0022,1.060
57906.39606,11.9131,0.0022,1.059
57906.39656,11.9071,0.0022,1.059
57906.39707,11.9147,0.0021,1.058
57906.39757,11.9163,0.0020,1.057
57906.39808,11.9061,0.0020,1.057
57906.39858,11.9086,0.0019,1.056
57906.39909,11.9129,0.0018,1.055
57906.39958,11.9112,0.0018,1.055
57906.40008,11.9163,0.0018,1.054
57906.40059,11.9083,0.0018,1.054
57906.40110,11.9086,0.0018,1.053
57906.40161,11.9077,0.0019,1.052
57906.40211,11.9095,0.0019,1.052
57906.40262,11.9116,0.0019,1.051
57906.40311,11.9099,0.0020,1.051
57906.40362,11.9120,0.0020,1.050
57906.40412,11.9174,0.0020,1.049
57906.40463,11.9066,0.0020,1.049
57906.40513,11.9081,0.0020,1.048
57906.40564,11.9080,0.0020,1.048
57906.40615,11.9075,0.0020,1.047
57906.40664,11.9078,0.0020,1.047
57906.40715,11.9076,0.0020,1.046
57906.40765,11.9076,0.0021,1.046
57906.40816,11.9027,0.0021,1.045
57906.40866,11.9066,0.0022,1.045
57906.40917,11.9132,0.0022,1.044
57906.40966,11.9136,0.0022,1.044
57906.41014,11.9135,0.0023,1.043
57906.41064,11.9070,0.0023,1.043
57906.41115,11.9102,0.0022,1.042
57906.41164,11.9079,0.0022,1.042
57906.41214,11.9081,0.0021,1.041
57906.41265,11.9105,0.0020,1.041
57906.41315,11.9110,0.0018,1.041
57906.41365,11.9072,0.0017,1.040
57906.41416,11.9166,0.0016,1.040
57906.41466,11.9143,0.0015,1.039
57906.41516,11.9119,0.0015,1.039
57906.41567,11.9095,0.0015,1.038
57906.41617,11.9075,0.0015,1.038
57906.41667,11.9103,0.0015,1.038
57906.41718,11.9104,0.0016,1.037
57906.41769,11.9121,0.0017,1.037
57906.41818,11.9105,0.0018,1.037
57906.41869,11.9108,0.0018,1.036
57906.41919,11.9079,0.0019,1.036
57906.41970,11.9130,0.0019,1.035
57906.42020,11.9140,0.0019,1.035
57906.42071,11.9102,0.0020,1.035
57906.42122,11.9076,0.0020,1.034
57906.42171,11.9121,0.0020,1.034
57906.42222,11.9150,0.0020,1.034
57906.42272,11.9054,0.0020,1.034
57906.42323,11.9073,0.0020,1.033
57906.42374,11.9080,0.0021,1.033
57906.42424,11.9113,0.0021,1.033
57906.42475,11.9128,0.0021,1.032
57906.42524,11.9129,0.0021,1.032
57906.42574,11.9174,0.0021,1.032
57906.42624,11.9081,0.0020,1.032
57906.42674,11.9111,0.0020,1.031
57906.42725,11.9128,0.0020,1.031
57906.42775,11.9120,0.0019,1.031
57906.42825,11.9115,0.0018,1.031
57906.42875,11.9104,0.0017,1.030
57906.42926,11.9171,0.0016,1.030
57906.42976,11.9053,0.0015,1.030
57906.43027,11.9070,0.0014,1.030
57906.43076,11.9176,0.0014,1.029
57906.43127,11.9181,0.0013,1.029
57906.43177,11.9121,0.0012,1.029
57906.43227,11.9072,0.0011,1.029
57906.43278,11.9061,0.0011,1.029
57906.43328,11.9048,0.0011,1.029
57906.43378,11.9121,0.0011,1.028
57906.43527,11.9146,0.0012,1.028
57906.43578,11.9188,0.0013,1.028
57906.43627,11.9099,0.0015,1.028
57906.43678,11.9113,0.0016,1.028
57906.43728,11.9160,0.0018,1.027
57906.43778,11.9127,0.0019,1.027
57906.43829,11.9177,0.0020,1.027
57906.43878,11.9035,0.0022,1.027
57906.43929,11.9122,0.0023,1.027
57906.43980,11.9016,0.0023,1.027
57906.44030,11.9040,0.0024,1.027
57906.44080,11.9114,0.0024,1.027
57906.44130,11.9096,0.0024,1.027
57906.44179,11.9059,0.0024,1.027
57906.44229,11.9121,0.0024,1.027
57906.44280,11.9105,0.0023,1.026
57906.44330,11.9102,0.0022,1.026
57906.44380,11.9075,0.0021,1.026
57906.44431,11.9131,0.0020,1.026
57906.44480,11.9091,0.0018,1.026
57906.44531,11.9065,0.0017,1.026
57906.44582,11.9137,0.0015,1.026
57906.44632,11.9071,0.0014,1.026
57906.44682,11.9094,0.0013,1.026
57906.44733,11.9105,0.0012,1.026
57906.44782,11.9136,0.0012,1.026
57906.44833,11.9088,0.0013,1.026
57906.44883,11.9118,0.0013,1.026
57906.44934,11.9066,0.0013,1.026
57906.44984,11.9091,0.0014,1.026
57906.45035,11.9100,0.0014,1.027
57906.45084,11.9106,0.0014,1.027
57906.45135,11.9115,0.0013,1.027
57906.45186,11.9086,0.0013,1.027
57906.45236,11.9083,0.0013,1.027
57906.45286,11.9185,0.0013,1.027
57906.45337,11.9059,0.0013,1.027
57906.45387,11.9098,0.0013,1.027
57906.45438,11.9103,0.0013,1.027
57906.45487,11.9067,0.0014,1.027
57906.45538,11.9092,0.0015,1.027
57906.45588,11.9171,0.0015,1.027
57906.45639,11.9147,0.0016,1.028
57906.45690,11.9132,0.0017,1.028
57906.45740,11.9081,0.0018,1.028
57906.45789,11.9098,0.0018,1.028
57906.45839,11.9114,0.0019,1.028
57906.45890,11.9116,0.0019,1.028
57906.45940,11.9059,0.0019,1.028
57906.45991,11.9142,0.0018,1.029
57906.46041,11.9087,0.0018,1.029
57906.46091,11.9102,0.0017,1.029
57906.46141,11.9043,0.0016,1.029
57906.46191,11.9057,0.0016,1.029
57906.46242,11.9091,0.0015,1.030
57906.46293,11.9072,0.0014,1.030
57906.46343,11.9138,0.0014,1.030
57906.46394,11.9099,0.0014,1.030
57906.46443,11.9120,0.0013,1.030
57906.46494,11.9116,0.0013,1.031
57906.46544,11.9053,0.0013,1.031
57906.46595,11.9094,0.0013,1.031
57906.46645,11.9126,0.0013,1.031
57906.46694,11.9137,0.0014,1.032
57906.46745,11.9096,0.0014,1.032
57906.46795,11.9095,0.0014,1.032
57906.46846,11.9070,0.0015,1.033
57906.46896,11.9156,0.0015,1.033
57906.46947,11.9151,0.0016,1.033
57906.46997,11.9140,0.0016,1.033
57906.47047,11.9127,0.0016,1.034
57906.47097,11.9109,0.0016,1.034
57906.47147,11.9121,0.0015,1.034
57906.47198,11.9067,0.0015,1.035
57906.47248,11.9173,0.0031,1.035
57907.20363,11.9222,0.0048,2.494
57907.20413,11.9244,0.0050,2.482
57907.20464,11.8982,0.0051,2.470
57907.20514,11.8727,0.0051,2.458
57907.20564,11.9033,0.0051,2.447
57907.20615,11.8940,0.0052,2.435
57907.20664,11.9001,0.0052,2.424
57907.20715,11.9011,0.0053,2.413
57907.20765,11.8916,0.0054,2.402
57907.20816,11.9187,0.0055,2.390
57907.20866,11.8966,0.0056,2.380
57907.20916,11.8830,0.0058,2.369
57907.20966,11.9122,0.0059,2.358
57907.21017,11.9043,0.0060,2.347
57907.21068,11.9081,0.0061,2.337
57907.21118,11.9087,0.0061,2.326
57907.21168,11.9054,0.0060,2.316
57907.21219,11.9011,0.0058,2.306
57907.21270,11.9113,0.0056,2.295
57907.21319,11.9010,0.0054,2.285
57907.21370,11.9033,0.0051,2.275
57907.21420,11.8948,0.0047,2.266
57907.21471,11.9000,0.0043,2.256
57907.21521,11.9279,0.0040,2.246
57907.21572,11.9077,0.0036,2.236
57907.21622,11.9227,0.0034,2.227
57907.21671,11.9156,0.0034,2.218
57907.21722,11.9046,0.0033,2.208
57907.21773,11.9034,0.0032,2.199
57907.21822,11.9025,0.0031,2.190
57907.21972,11.9103,0.0031,2.163
57907.22023,11.9114,0.0030,2.154
57907.22073,11.8875,0.0030,2.145
57907.22124,11.9134,0.0030,2.136
57907.22175,11.9162,0.0029,2.128
57907.22226,11.8957,0.0028,2.119
57907.22275,11.8971,0.0026,2.111
57907.22326,11.9037,0.0025,2.102
57907.22377,11.8988,0.0026,2.094
57907.22426,11.9040,0.0027,2.086
57907.22477,11.9252,0.0028,2.077
57907.22527,11.9138,0.0030,2.069
57907.22578,11.8967,0.0032,2.061
57907.22627,11.9041,0.0034,2.053
57907.22678,11.9014,0.0035,2.045
57907.22729,11.8996,0.0036,2.037
57907.22779,11.9027,0.0037,2.029
57907.22829,11.9050,0.0038,2.022
57907.22880,11.9080,0.0037,2.014
57907.22929,11.9195,0.0037,2.006
57907.22980,11.9041,0.0035,1.999
57907.23030,11.9014,0.0034,1.991
57907.23080,11.9056,0.0032,1.984
57907.23131,11.9118,0.0030,1.977
57907.23181,11.9139,0.0029,1.969
57907.23231,11.8990,0.0027,1.962
57907.23282,11.9137,0.0026,1.955
57907.23332,11.9035,0.0025,1.948
57907.23383,11.9032,0.0023,1.941
57907.23434,11.9344,0.0022,1.933
57907.23484,11.8938,0.0020,1.927
57907.23534,11.9157,0.0019,1.920
57907.23583,11.9045,0.0019,1.913
57907.23634,11.9095,0.0019,1.906
57907.23684,11.9133,0.0020,1.899
57907.23735,11.9111,0.0022,1.893
57907.23785,11.9056,0.0024,1.886
57907.23834,11.9068,0.0027,1.880
57907.23885,11.9183,0.0029,1.873
57907.23935,11.9054,0.0031,1.867
57907.23985,11.9056,0.0033,1.860
57907.24036,11.9050,0.0034,1.854
57907.24086,11.9231,0.0035,1.847
57907.24135,11.9050,0.0036,1.841
57907.24185,11.8930,0.0037,1.835
57907.24236,11.9063,0.0037,1.829
57907.24287,11.9001,0.0037,1.823
57907.24337,11.9129,0.0037,1.817
57907.24387,11.9091,0.0037,1.811
57907.24437,11.9030,0.0037,1.804
57907.24487,11.9010,0.0037,1.799
57907.24537,11.9034,0.0037,1.793
57907.24588,11.8998,0.0036,1.787
57907.24638,11.9281,0.0035,1.781
57907.24689,11.9072,0.0034,1.775
57907.24738,11.9092,0.0033,1.770
57907.24789,11.9133,0.0032,1.764
57907.24839,11.9156,0.0030,1.758
57907.24890,11.9078,0.0029,1.753
57907.24941,11.8992,0.0027,1.747
57907.24992,11.9025,0.0026,1.741
57907.25043,11.9105,0.0025,1.736
57907.25093,11.9061,0.0024,1.730
57907.25144,11.8976,0.0024,1.725
57907.25193,11.8985,0.0023,1.720
57907.25243,11.9084,0.0023,1.714
57907.25294,11.9155,0.0023,1.709
57907.25345,11.9168,0.0023,1.704
57907.25395,11.8950,0.0023,1.699
57907.25442,11.8893,0.0023,1.694
57907.25492,11.9121,0.0023,1.689
57907.25543,11.8949,0.0024,1.684
57907.25593,11.8998,0.0024,1.679
57907.25644,11.9088,0.0024,1.673
57907.25693,11.9108,0.0024,1.669
57907.25744,11.9047,0.0024,1.664
57907.25794,11.9155,0.0023,1.659
57907.25844,11.9024,0.0023,1.654
57907.25895,11.8990,0.0022,1.649
57907.25944,11.9015,0.0021,1.644
57907.25995,11.9097,0.0020,1.639
57907.26045,11.9096,0.0020,1.635
57907.26095,11.9153,0.0020,1.630
57907.26146,11.9078,0.0020,1.625
57907.26196,11.8978,0.0021,1.621
57907.26247,11.8996,0.0021,1.616
57907.26296,11.9124,0.0022,1.612
57907.26346,11.9152,0.0023,1.607
57907.26397,11.8947,0.0024,1.602
57907.26447,11.9019,0.0025,1.598
57907.26498,11.9049,0.0025,1.594
57907.26547,11.9058,0.0025,1.589
57907.26598,11.8986,0.0024,1.585
57907.26648,11.8982,0.0024,1.580
57907.26699,11.9066,0.0024,1.576
57907.26749,11.9142,0.0024,1.572
57907.26897,11.9060,0.0023,1.559
57907.26947,11.8999,0.0023,1.555
57907.26998,11.8988,0.0023,1.551
57907.27049,11.9099,0.0023,1.547
57907.27098,11.9074,0.0023,1.543
57907.27148,11.8934,0.0023,1.539
57907.27199,11.9110,0.0023,1.535
57907.27250,11.8979,0.0023,1.531
57907.27299,11.9082,0.0023,1.527
57907.27350,11.9032,0.0023,1.523
57907.27399,11.9094,0.0023,1.519
57907.27450,11.9101,0.0023,1.515
57907.27500,11.9080,0.0023,1.511
57907.27550,11.9086,0.0023,1.508
57907.27601,11.9211,0.0022,1.504
57907.27650,11.8964,0.0021,1.500
57907.27701,11.9044,0.0020,1.496
57907.27751,11.9082,0.0019,1.492
57907.27801,11.9025,0.0018,1.489
57907.27852,11.9066,0.0017,1.485
57907.27902,11.9005,0.0017,1.481
57907.27953,11.9030,0.0018,1.478
57907.28002,11.8993,0.0019,1.474
57907.28053,11.8997,0.0020,1.471
57907.28103,11.9121,0.0021,1.467
57907.28153,11.8969,0.0022,1.463
57907.28204,11.9062,0.0023,1.460
57907.28255,11.8943,0.0024,1.456
57907.28304,11.9016,0.0025,1.453
57907.28354,11.9088,0.0025,1.450
57907.28404,11.9118,0.0025,1.446
57907.28454,11.8990,0.0025,1.443
57907.28505,11.9069,0.0024,1.439
57907.28554,11.9122,0.0023,1.436
57907.28604,11.9036,0.0023,1.433
57907.28654,11.9177,0.0022,1.430
57907.28705,11.8972,0.0022,1.426
57907.28756,11.9049,0.0021,1.423
57907.28804,11.8961,0.0021,1.420
57907.28855,11.9007,0.0021,1.416
57907.28906,11.9043,0.0021,1.413
57907.28956,11.9088,0.0021,1.410
57907.29007,11.9108,0.0021,1.407
57907.29103,11.9185,0.0021,1.401
57907.29154,11.9093,0.0020,1.398
57907.29204,11.9150,0.0020,1.395
57907.29255,11.9043,0.0019,1.392
57907.29304,11.9008,0.0018,1.389
57907.29355,11.9027,0.0017,1.386
57907.29402,11.9000,0.0017,1.383
57907.29453,11.8947,0.0017,1.380
57907.29503,11.9092,0.0017,1.377
57907.29553,11.9010,0.0018,1.374
57907.29600,11.9162,0.0018,1.371
57907.29650,11.9111,0.0019,1.368
57907.29700,11.8996,0.0020,1.365
57907.29751,11.9074,0.0021,1.363
57907.29801,11.9122,0.0023,1.360
57907.29852,11.9058,0.0024,1.357
57907.29902,11.9128,0.0025,1.354
57907.29953,11.9081,0.0026,1.351
57907.30002,11.9150,0.0026,1.349
57907.30053,11.9109,0.0027,1.346
57907.30103,11.9170,0.0027,1.343
57907.30149,11.9143,0.0027,1.341
57907.30199,11.9076,0.0027,1.338
57907.30250,11.9173,0.0027,1.335
57907.30300,11.9014,0.0027,1.333
57907.30350,11.9041,0.0027,1.330
57907.30400,11.9083,0.0027,1.327
57907.30450,11.9036,0.0027,1.325
57907.30500,11.8993,0.0027,1.322
57907.30551,11.9130,0.0027,1.320
57907.30601,11.9048,0.0027,1.317
57907.30652,11.9076,0.0027,1.314
57907.30701,11.8980,0.0027,1.312
57907.30752,11.9111,0.0026,1.309
57907.30802,11.8895,0.0026,1.307
57907.30852,11.9013,0.0026,1.304
57907.30903,11.9121,0.0025,1.302
57907.30953,11.8915,0.0025,1.300
57907.31003,11.9062,0.0024,1.297
57907.31053,11.9058,0.0023,1.295
57907.31200,11.9040,0.0021,1.288
57907.31250,11.9131,0.0020,1.285
57907.31301,11.9076,0.0018,1.283
57907.31351,11.9010,0.0017,1.281
57907.31402,11.9083,0.0015,1.278
57907.31451,11.9113,0.0014,1.276
57907.31501,11.9041,0.0013,1.274
57907.31547,11.9056,0.0014,1.272
57907.31598,11.9027,0.0014,1.270
57907.31649,11.9207,0.0016,1.267
57907.31696,11.9050,0.0017,1.265
57907.31747,11.9104,0.0019,1.263
57907.31796,11.8991,0.0019,1.261
57907.31846,11.9112,0.0020,1.259
57907.31896,11.9057,0.0020,1.257
57907.31947,11.9129,0.0021,1.254
57907.31997,11.9012,0.0020,1.252
57907.32047,11.8985,0.0020,1.250
57907.32097,11.8992,0.0019,1.248
57907.32148,11.9057,0.0018,1.246
57907.32198,11.9108,0.0018,1.244
57907.32248,11.9086,0.0017,1.242
57907.32297,11.9064,0.0016,1.240
57907.32348,11.9055,0.0016,1.238
57907.32398,11.9103,0.0015,1.236
57907.32449,11.9089,0.0014,1.234
57907.32499,11.8989,0.0013,1.232
57907.32549,11.9040,0.0013,1.230
57907.32598,11.9114,0.0012,1.228
57907.32649,11.9104,0.0011,1.226
57907.32699,11.9118,0.0011,1.224
57907.32750,11.8961,0.0011,1.222
57907.32800,11.9046,0.0011,1.220
57907.32850,11.9007,0.0011,1.218
57907.32900,11.9081,0.0011,1.216
57907.32950,11.9089,0.0011,1.214
57907.33001,11.9019,0.0012,1.212
57907.33051,11.9075,0.0013,1.211
57907.33102,11.8999,0.0014,1.209
57907.33153,11.9147,0.0015,1.207
57907.33203,11.8986,0.0016,1.205
57907.33252,11.9044,0.0017,1.203
57907.33303,11.9067,0.0018,1.201
57907.33354,11.8994,0.0019,1.200
57907.33404,11.9072,0.0019,1.198
57907.33455,11.9129,0.0019,1.196
57907.33505,11.9039,0.0020,1.194
57907.33554,11.8951,0.0020,1.193
