JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer_Code,Comment Code(s),Comp_Star_1,Comp_Star_2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458886.5345,1.7,,,Vis.,SDN,B,16,20,X25004SO,unaided eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458886.58681,1.60,,,Vis.,ASA,,160,170,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458886.8420,-2.964,0.015,,J,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2458886.8420,-3.751,0.016,,H,KCD,,BETA ORI,,13650PT,,1,,Z,,,,ALF ORI,BAA-VSS,STD,1,,,
2458887.21528,1.75,,,Vis.,SIV,,16,,X24958AUE,,,,Z,,,,alf Ori,,STD,,,,
2458887.25000,1.64,,,Vis.,DMIB,BK,1.64,,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458887.26178,1.66,,,Vis.,PREB,BK,Bellatrix (1.64),Alnilam (1.69),X25128AFI,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458887.29167,1.55,,,Vis.,BCAD,B,0.9,1.7,10 star tutorial,Compared not only to two stars. I repeated the estimation three times during one and a half hour.,,,Z,,,,ALF ORI,,STD,,,,
2458887.29167,1.7,,,Vis.,SYRA,B, 24 Ori,,VSP,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458887.312,1.5,,,Vis.,KMM,B,0.8,1.6,X24958LK,,,,Z,,,,alf Ori,UAG,STD,,,,
2458887.378,1.7,,,Vis.,LTO,,1.79,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458887.46528,1.6,,,Vis.,ATDA,,12,16,Alert #690 & 10-star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458887.47222,1.47,,,Vis.,PIV,B,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458887.57292,1.5,,,Vis.,DDJ,B,01,21,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458887.58333,1.6,,,Vis.,FRTA,B,09,17,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458887.60069,1.60,,,Vis.,ASA,,160,170,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458887.60833,1.75,,,Vis.,SSHA,BU,17,18,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458887.64583,1.5,,,Vis.,HRBA,B,16,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458887.67206,1.6,,,Vis.,SRGA,,1.60,1.70,X25131QX,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458887.68056,1.7,,,Vis.,CLQ,B,1.2,1.9,10 Star Tutorial,Moon. Naked eye.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458888.16667,1.60,,,Vis.,SYRA,B, 24 Ori,,VSP,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458888.18,1.48,,,Vis.,SVID,B,09,21,10StarTutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458888.25069,1.5,,,Vis.,CMAE,,1.8,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458888.28681,1.6,,,Vis.,ATDA,,12,16,Alert #690 & 10-star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458888.36111,1.65,,,Vis.,SIGA,,16,17,X25131XK,atmospheric extinction corrected,,,Z,,,,ALF ORI,,STD,,,,
2458888.38720,1.59,,,Vis.,PREB,K,Bellatrix (1.64),Alnilam (1.69),X25128AFI,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458888.40278,1.83,,,Vis.,NMMA,B,1.64,1.93,Bright Star Catalog,Gam Ori amd Gam Gem with airmass correction,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458888.46181,1.60,,,Vis.,KMY,K,1.64,2.06,S.Otero 2001,,,,Z,,,,ALF ORI,,STD,,,,
2458888.46875,1.5,,,Vis.,PRUA,,1.6,0.9,X24958DVL,Unaided Eye,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458888.47917,1.5,,,Vis.,BMF,B,2.1,1.9,10-Star Tutorial ,Full Moon bright.,,,Z,,,,BETELGEUSE,RASC,STD,,,,
2458888.48623,1.6,,,Vis.,HKY,B,Bellatrix,Ainilam,10 Star Tutorial,"""Full moon, visual, took pictures""",,,Z,,,,ALF ORI,RASC,STD,,,,
2458888.50000,1.65,,,Vis.,VBPA,,16,17,X25097DX,"""naked eye, full moon""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458888.57778,1.5,,,Vis.,MJHA,B,1.6,.9,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458888.58169,1.58,,,Vis.,SRGA,B,1.60,1.70,X25131QX,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458888.60764,1.60,,,Vis.,ASA,,160,170,X25059AKB,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458888.62500,1.6,,,Vis.,CDMB,,Elnath,Bellatrix,StarSafari,urban light pollution full moonlight but otherwise clear,,,Z,,,,ALF ORI,RASC,STD,,,,
2458888.65625,1.7,,,Vis.,NREA,B,1.9,1.7,10 Star,,,,Z,,,,alf Ori,RASC,STD,,,,
2458888.6752,3.385,0.001,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.831|K_B=0.35|KK_BV=-0.051|TB_BV=0.062|CREFMAG=5.039|PROG=TJC_PEP_6.6|,1,1.24,Z,-3.128,-0.884,,ALF ORI,AAVSO,STD,,,,
2458888.6756,1.596,0.002,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.831|K_V=0.21|TV_BV=-0.045|CREFMAG=4.082|PROG=TJC_PEP_6.6|,1,1.24,Z,-3.982,-1.896,,ALF ORI,AAVSO,STD,,,,
2458888.6784,1.732,0.019,,V,PTOB,,000-BBH-168,40 Ori,X25095YP,"""Average of 18 observations. 12.5-inch stopped down to 2 inches, and defocused.""",0,1.112,Z,-4.899,-1.674,,BETELGEUSE,AAVSO,STD,,,,
2458888.6936,0.457,0.003,,R,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=VR|DELTA=0.584|K_R=0.12|TR_R=-0.09|CREFMAG=3.57|PROG=TJC_PEP_6.6|COMMENT=PRELIMINARY REDUCTION; 16 BIT OVERFLOWS CORRECTED|,1,1.23,Z,-4.490,-7.063,,ALF ORI,AAVSO,STD,,,,
2458889.18681,1.84,,,Vis.,SIV,,1.64,,X24958AUE,,,,Z,,,,ALF ORI,,STD,,,,
2458889.20833,1.89,0.02,,TG,SIV,,16,,X24958AUE,"""Canon 350D +EF-S lens,ISO 200, exp.2 s. Average 3 images.""",0,,Z,1.64,,,ALF ORI,,STD,,,,
2458889.25903,1.58,,,Vis.,NMMA,,1.64,1.70,Bright Star Catalog,Gam and Eps Ori,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458889.43750,1.7,,,Vis.,GPMA,,1.2,1.7,10 Atar Tutorial,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458889.45833,1.5,,,Vis.,BMF,B,1.9,1.7,10-Star Tutorial ,,,,Z,,,,BETELGEUSE,RASC,STD,,,,
2458889.479,1.6,,,Vis.,RMAF,,16,17,X24997KO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458889.50359,1.55,,,Vis.,SRGA,BU,1.60,1.70,X25131QX,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458889.54514,1.7,,,Vis.,SDN,BU,1.6,2.0,X25004SO,Full moon + scattered thin clouds,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458889.67917,1.65,,,Vis.,NREA,B,17,16,X25131QX,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458889.99792,1.6,,,Vis.,SANG,,0.9,1.8,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458890.16,1.72,0.15,,TG,SVID,BU,ensemble,000-BBJ-738,X25131AYL,,0,,Z,na,4.090,,alf Ori,AAVSO,STD,,,,
2458890.20833,1.6,,,Vis.,SYRA,B, 24 Ori,112 tau,VSP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458890.24306,1.7,,,Vis.,DMIB,K,1.7,,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458890.33066,1.626,0.009,,V,RZD,,ENSEMBLE,,200211,,0,1.226,Z,,,,ALF ORI,AAVSO,STD,,,,
2458890.33270,1.637,0.009,,V,RZD,,ENSEMBLE,,200211,,0,1.226,Z,,,,ALF ORI,AAVSO,STD,,,,
2458890.34306,1.65,,,Vis.,ATOB,,12,19,10-star,,,,Z,,,,ALF ORI,AS,STD,,,,
2458890.37847,1.6,,,Vis.,MJOE,,19,12,10 Stars,,,,Z,,,,ALF ORI,,STD,,,,
2458890.41325,1.55,,,Vis.,PREB,K,Bellatrix (1.64),Alnilam (1.69),X25128AFI,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458890.53979,1.50,,,Vis.,SRGA,BU,1.60,1.70,X25131QX,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458890.60764,1.5,,,Vis.,SGE,,12,17,10-star tutorial,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458890.63598,1.65,,,Vis.,CTX,,Bellatrix,Alnitak,10 Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458890.68750,1.65,,,Vis.,NREA,BU,17,16,X25131QX,,,,Z,,,,alf Ori,RASC,STD,,,,
2458891.03472,1.7,,,Vis.,PEX,,09,19,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458891.20833,1.5,,,Vis.,BLP,,16,17,X25134RO,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458891.25,1.64,,,Vis.,WBOA,,0.86 Aldebaran,1.64 Bellatrix ,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458891.25000,1.64,,,Vis.,DMIB,K,1.64,,Tycho2 ,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458891.25694,1.45,,,Vis.,SGQ,U,Bet Gem mv=1.14,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, Castel S. Angelo. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458891.25764,1.40,,,Vis.,SGQ,U,Gam Gem mv=1.92,Gam Ori mv=1.64,Tirion2000.0/Simbad,"""Roma, Castel S. Angelo. Naked eye with airmass correction.""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458891.27042,1.60,,,Vis.,PREB,K,Bellatrix (1.64),Alnilam (1.69),X25128AFI,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458891.279,1.6,,,Vis.,PYG,U,GAMMAGEM+3,,AAVSO 2008,,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2458891.29375,1.4,,,Vis.,SDAV,,0.8,1.8,ORI0708,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458891.30556,1.48,,,Vis.,BROJ,K,Pollux,Bellatrix,See comments,"""Pollux=1.22, Bellatrix=1.66""",,,Z,,,,BETELGEUSE,GEOS,STD,,,,
2458891.31944,1.6,,,Vis.,CJEC,,17,12,ten star training pr,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458891.53681,1.8,,,Vis.,SNE,,17,19,10-star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458891.57708,1.5,,,Vis.,MJHA,B,1.6,.9,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458891.5895,1.7,,,Vis.,SDN,,16,20,X25004SO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458891.59028,2.00,,,Vis.,ASA,U,170,210,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458891.59444,1.45,,,Vis.,SRGA,U,1.60,1.70,X25131QX,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458891.6698,1.696,0.021,,V,PTOB,,000-BBH-168,40 Ori,X25095YP,"""Average of 18 observations. 12.5-inch stopped down to 2 inches, and defocused.""",0,1.112,Z,-4.876,-1.667,,BETELGEUSE,AAVSO,STD,,,,
2458891.67292,1.8,,,Vis.,SSHA,,18,17,10star,19 third comp,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458892.14358,3.350,0.034,,TB,OAAA,UW,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL 6,0,,Z,2.4,2.448,,alf Ori,,STD,,,,
2458892.14358,1.638,0.009,,TG,OAAA,UW,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL 6,0,,Z,0.87,1.724,,alf Ori,,STD,,,,
2458892.14358,0.419,0.018,,TR,OAAA,UW,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL 6,0,,Z,-0.37,1.127,,alf Ori,,STD,,,,
2458892.2292,1.80,,,Vis.,JDAA,,1.64,2.25,SkyCharts (CdC),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458892.25,1.7,,,Vis.,WBOA,,0.86 Aldebaran,1.64 Bellatrix ,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458892.26042,1.6,,,Vis.,MFB,, 0.86,0.13,x26960JK,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458892.3111,3.42,0.02,,B,CTIA,,000-BBJ-738,000-BBK-574,X25071BPL,Mag = average of 3 images      Mag Error = std error of the mean,1,1.2,Z,-15.15,-15.67,,ALF ORI,AAVSO,STD,,,,
2458892.3111,1.53,0.02,,V,CTIA,,000-BBJ-738,000-BBK-574,X25071BPL,Mag = average of 3 images      Mag Error = std error of the mean,1,1.2,Z,-14.81,-14.96,,ALF ORI,AAVSO,STD,,,,
2458892.3111,0.41,0.03,,R,CTIA,,000-BBJ-738,000-BBK-574,X25071BPL,Mag = average of 3 images      Mag Error = std error of the mean,1,1.2,Z,-14.82,-14.71,,ALF ORI,AAVSO,STD,,,,
2458892.31944,1.55,,,Vis.,BCAD,W,1.2,1.7,10 star tutorial,"""Windy, turbulent seeing""",,,Z,,,,ALF ORI,,STD,,,,
2458892.39028,1.7,,,Vis.,DMIB,K,1.7,,tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458892.43750,1.5,,,Vis.,BMF,BU,2.1,1.9,10-Star Tutorial ,,,,Z,,,,BETELGEUSE,RASC,STD,,,,
2458892.54514,1.8,,,Vis.,HOA,,17,19,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458892.54653,1.40,,,Vis.,SRGA,BU,1.60,1.70,X25131QX,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458892.55972,1.6,,,Vis.,HUZ,,09,17,10-star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458892.58403,1.60,,,Vis.,ASA,,160,170,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458892.59097,1.65,,,Vis.,NREA,BU,16,17,10 Star ,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458892.6672,1.694,0.023,,V,PTOB,,000-BBH-168,40 Ori,X25095YP,"""Average of 18 observations. 12.5-inch stopped down to 2 inches, and defocused.""",0,1.112,Z,-4.887,-1.687,,BETELGEUSE,AAVSO,STD,,,,
2458892.9924,1.6,,,Vis.,SRX,,17,19,n/a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.1472,1.9,,,Vis.,BJFA,,17,19,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.21667,1.45,,,Vis.,MVO,U,12,16,080101+X25090ACW,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458893.21876,3.085,0.035,,TB,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,2.4,2.244,,BETELGEUSE,,STD,,,,
2458893.21876,1.615,0.011,,TG,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,0.87,1.542,,BETELGEUSE,,STD,,,,
2458893.21876,0.454,0.022,,TR,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,-0.37,1.167,,BETELGEUSE,,STD,,,,
2458893.23264,1.5,,,Vis.,TTU,,1.64,"""1.16, 1.58, 1.70""",J,,,,Z,,,,ALF ORI,,STD,,,,
2458893.25000,1.6,,,Vis.,MVH,,1.6,1.7,x25007cv,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.27778,1.6,,,Vis.,REE,,1.7,0.4,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.35417,1.6,,,Vis.,PMB,,0.9,2.1,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.35417,1.74,0.03,,TG,KSEC,,Alnitak,Alnilam,Cartes du Ciel,"""Canon450D, MaximDL, 15 images.""",0,,Z,1.74,1.69,,BETELGEUSE,,STD,,,,
2458893.35417,0.29,0.03,,TR,KSEC,,Aldebaran,Phi02 Ori,Cartes du Ciel,"""Sony A7m2, ISO400,4s,f=30mm, CFA Pixinsight, MaximDL""",0,,Z,-0.37,3.15,,BETELGEUSE,,STD,,,,
2458893.35417,3.33,0.02,,TB,KSEC,,Aldebaran,Phi02 Ori,Cartes du Ciel,"""Sony A7m2, 30mm, ISO200, 15 frames, CFA PixInsight, Maxim DL""",0,,Z,2.4,5.3,,BETELGEUSE,,STD,,,,
2458893.40278,1.5,,,Vis.,OJR,,16,,AAVSO Alert Notice,,,,Z,,,,BETELGEUSE,,STD,,,,
2458893.43194,2.17,,,Vis.,NMMA,L,1.64,2.23,Bright Star Catalog,Gam and Delta Ori with airmass correction,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458893.52083,1.55,,,Vis.,BJS,,12,19,10-star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.52995,1.50,,,Vis.,SRGA,BU,1.60,1.70,X25131QX,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.56250,1.6,,,Vis.,DDJ,,2.1,.10,AAVSO 10 star tutori,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458893.59558,1.4,,,Vis.,KSLA,B,2.0,1.7,X25092BJC,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.60556,1.5,,,Vis.,MJHA,B,1.6,.9,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.606,1.7,,,Vis.,SEDB,,17,19,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.6172,1.6,,,Vis.,SDN,,16,20,X25004SO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.64653,1.7,,,Vis.,CKB,,09,18,AAN690,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458893.6648,1.705,.02,,V,PTOB,,000-BBH-168,40 Ori,X25095YP,"""Average of 18 observations. 12.5-inch stopped down to 2 inches, and defocused.""",0,1.112,Z,-4.864,-1.651,,BETELGEUSE,AAVSO,STD,,,,
2458893.71875,1.7,,,Vis.,NREA,B,17,19,10 Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.180,1.7,,,Vis.,NDAA,U,1.6,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.20833,1.5,,,Vis.,SYRA,B, 24 Ori,,VSP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.23220,1.76,0.021,,TG,LSA,,41,17,X25108DZ,"""Image : Orion 14022020_G.fit Measure by SuperStar (3 references) SuperStar flux3417752,194+/-31852,837 Magnitude SuperEtoile = 0,841 Photometry with round gaussian modelisation Half-width35 Object flux1462366,585+/-14642,054 Object magnitude = 1,76+/-0,021 """,0,,Z,4.1,1.7,,BETELGEUSE,URSA,STD,,,,
2458894.24164,3.214,0.039,,TB,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,2.4,2.47,,BETELGEUSE,,STD,,,,
2458894.24164,1.658,0.013,,TG,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,0.87,1.629,,BETELGEUSE,,STD,,,,
2458894.24164,0.054,0.022,,TR,OAAA,,ALDEBARAN,ALNITAK,10 STAR TUTORIAL,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. EQUIPMENT USED: CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,-0.37,0.78,,BETELGEUSE,,STD,,,,
2458894.24167,1.5,,,Vis.,CMAE,,1.8,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.245289,1.827,0.026,,TG,SIV,,ENSEMBLE,,X24958AUE,,0,,Z,,,,ALF ORI,,STD,,,,
2458894.24544,1.811,0.027,,TG,SIV,,ENSEMBLE,,X24958AUE,,0,,Z,,,,ALF ORI,,STD,,,,
2458894.25000,1.45,,,Vis.,MAV,B,16,,"	X25130VR",,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458894.26389,1.84,,,Vis.,SIV,,16,,X24958AUE,,,,Z,,,,ALF ORI,,STD,,,,
2458894.29861,1.6,,,Vis.,ATDA,,12,16,Alert #690 & 10-star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.30208,1.67,,,Vis.,DMIB,K,1.64,1.70,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458894.3167,3.425,0.007,,B,CTIA,,000-BBJ-738,000-BBK-574,X25071BPL,Mag = average of 3 images      Mag Error = std error of the mean,1,1.2,Z,-15.860,-16.330,,ALF ORI,AAVSO,STD,,,,
2458894.3167,1.572,0.005,,V,CTIA,,000-BBJ-738,000-BBK-574,X25071BPL,Mag = average of 3 images      Mag Error = std error of the mean,1,1.2,Z,-15.533,-15.609,,ALF ORI,AAVSO,STD,,,,
2458894.3167,0.45,0.02,,R,CTIA,,000-BBJ-738,000-BBK-574,X25071BPL,Mag = average of 3 images      Mag Error = std error of the mean,1,1.2,Z,-15.54,-15.34,,ALF ORI,AAVSO,STD,,,,
2458894.35417,1.65,,,Vis.,PIV,,alnilam,Bellatrix,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.35417,1.7,,,Vis.,COV,,1.1,1.9,a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.37431,1.9,,,Vis.,KKX,U,16,22,X25144LL,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.37500,1.31,,,Vis.,SGQ,,bet Gem mv=1.16,alf Gem m=1.64,Tirion2000.0/Simbad,"""Roma, Largo Argentina. Naked eye with airmass correction""",,,Z,,,,alf Ori,AAVSO,STD,,,,
2458894.39028,1.29,,,Vis.,SGQ,,bet Gem mv=1.16,alf Gem m=1.64,Tirion2000.0/Simbad,"""Roma, Via Grazioli Lante. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.43750,1.5,,,Vis.,BMF,BU,1.9,1.7,10-Star Tutorial ,,,,Z,,,,BETELGEUSE,RASC,STD,,,,
2458894.46181,1.6,,,Vis.,BCAD,UL,1.64,1.79,10 star tutorial,Haze above horizon and sometimes clouds. Only comparison with Bellatrix and Alnitak possible.,,,Z,,,,ALF ORI,,STD,,,,
2458894.48021,1.9,,,Vis.,CALH,U,21,19,https://www.aavso.or,,,,Z,,,,alf Ori,,STD,,,,
2458894.48264,1.8,,,Vis.,ONJ,,16NE,19,"S.Otero(AAVSO, 2020)",,,,Z,,,,alf Ori,,STD,,,,
2458894.51042,1.6,,,Vis.,HFF,K,Bellatrix,,None required; I cou,"""Per above, no noticeable difference in magnitude between Bellatrix and Betelgeuse""",,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458894.51042,1.5,,,Vis.,PRUA,,1.6,0.9,X24958DVL,Unaided Eye,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458894.51042,1.8,,,Vis.,JMAB,,17,19,ten star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.52083,1.75,,,Vis.,SSHA,,17,18,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.54583,1.7,,,Vis.,MCPA,,19,09,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.5556,1.54,,,Vis.,DPV,,1.14,1.64,OSE2001,,,,Z,,,,ALF ORI,,STD,,,,
2458894.56,1.6,,,Vis.,WMIB,,1.9,1.7,10 Star Tutorial,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458894.58125,1.7,,,Vis.,CKB,,09,18,AAN690,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.58681,1.60,,,Vis.,ASA,,160,170,X25059AKB,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458894.5875,5.075,0.002,,U,KPL,,SAO 112958,SAO 113186,PEP,|SCOPE=10IN_CASS|SENSOR=SSP5|LOC=32.4N/93.9W|INDEX=UB|DELTA=0.000|K_U=0.67|TU_U=0.0|CREFMAG=5.68|PROG=TJC_PEP_6.6|NO TRANSFORM; NO 2ND ORDER EXTINCTION|,0,1.10,Z,-3.497,-0.301,,ALF ORI,AAVSO,STD,,,,
2458894.60417,1.4,,,Vis.,GAA,,0.9,1.9,sky and tel,naked eye,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.60417,1.65,,,Vis.,GPMA,,1.2,1.7,10 star tutorial,,,,Z,,,,ALF ORI,RASC,STD,,,,
2458894.61458,1.7,,,Vis.,HTN,,17,,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.61806,1.5,,,Vis.,BQE,,16,17,Chart 83,SQM 17.29,,,Z,,,,ALF ORI,RASC,STD,,,,
2458894.64306,1.5,,,Vis.,MJHA,B,1.6,.9,Ten Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.64306,1.6,,,Vis.,DQR,B,09,17,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458894.65311,3.1938,0.0100,,B,BVQ,,ENSEMBLE,CHEQK,X25144B,,0,2.223,Z,,5.3718,2458894.65611,ALF ORI,ASA,STD,,,,
